"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"19","James Young","UK",0.536,0.498,146.2,0.037,0.11,0.075,0.108,0.123,0.014,0.006,0.234,-2.4,1.3,114.7,103.1,11.7,296.1,15.9,"SG",19,"BOS",31,332,8.5,0.457,0.647,0.284,0.029,0.11,0.069,0.056,0.012,0.005,0.042,0.158,0.1,0.3,0.3,0.047,-1.9,-1.9,-3.8,-0.2,"SG",20,"BOS",29,199,3.6,0.384,0.722,0.111,0.021,0.119,0.069,0.06,0.015,0.004,0.117,0.091,-0.2,0.2,0.1,0.013,-4.7,0.1,-4.6,-0.1,"SG",21,"BOS",29,220,10,0.549,0.603,0.155,0.031,0.1,0.066,0.026,0.023,0.007,0.061,0.133,0.1,0.2,0.3,0.076,-2,-1.1,-3.1,-0.1
"20","Jarnell Stokes","UT",0.576,0.531,122.6,0.153,0.232,0.193,0.137,0.137,0.014,0.029,0.245,-2.4,1.5,121.9,94.5,27.4,544.8,25.9,"PF",21,"MEM",19,126,18.6,0.578,0,0.757,0.146,0.163,0.154,0.052,0.021,0.033,0.124,0.205,0.3,0.2,0.5,0.186,-0.2,0.7,0.5,0.1,"C",22,"TOT",7,18,20,0.595,0,0.4,0.061,0.188,0.126,0.096,0.028,0,0,0.149,0.1,0,0.1,0.209,-0.1,-1,-1,0,"C",23,"DEN",2,7,31.5,0.798,0,2,0.159,0.156,0.158,0.401,0.07,0,0,0.114,0.1,0,0.1,0.48,11.8,3.6,15.4,0
"23","Jerami Grant","SU",0.547,0.496,117,0.092,0.171,0.13,0.095,0.095,0.017,0.025,0.212,-0.8,1.4,120.6,97.8,22.9,311.8,20.4,"SF",20,"PHI",65,1377,8.7,0.47,0.443,0.548,0.037,0.123,0.078,0.094,0.015,0.04,0.163,0.165,-0.9,1.4,0.5,0.019,-4.3,1,-3.3,-0.5,"PF",21,"PHI",77,2066,12.6,0.506,0.244,0.538,0.05,0.143,0.095,0.104,0.013,0.047,0.129,0.18,0.5,1.6,2.1,0.05,-2.6,1.3,-1.3,0.4,"PF",22,"OKC",78,1490,10.3,0.566,0.367,0.447,0.028,0.12,0.074,0.043,0.011,0.04,0.099,0.118,1.3,1.7,3,0.098,-2.7,1,-1.7,0.1
"26","Joe Harris","UVA",0.565,0.547,148.1,0.027,0.097,0.063,0.181,0.109,0.022,0.009,0.233,0.8,1.3,115.8,93.5,22.3,269,17.8,"SG",23,"CLE",51,493,5.6,0.537,0.7,0.125,0.017,0.078,0.048,0.077,0.007,0.003,0.176,0.141,0,0.2,0.2,0.018,-2,-2.5,-4.5,-0.3,"SG",24,"CLE",5,15,3.4,0.375,1,0,0,0.225,0.113,0.182,0,0,0.2,0.151,0,0,0,-0.032,-5,-1.6,-6.6,0,"SG",25,"BRK",52,1138,9,0.558,0.61,0.135,0.015,0.12,0.068,0.073,0.012,0.005,0.125,0.165,0.1,0.6,0.8,0.032,-1.4,-1.5,-3,-0.3
"27","Johnny O'Bryant","LSU",0.526,0.495,146.2,0.109,0.165,0.137,0.115,0.178,0.01,0.029,0.284,-6.7,1.3,101.1,101.7,-0.7,309.5,17.7,"PF",21,"MIL",34,368,3.8,0.379,0,0.225,0.082,0.117,0.1,0.071,0.007,0.009,0.159,0.192,-0.8,0.3,-0.5,-0.063,-7.5,-1.6,-9,-0.7,"PF",22,"MIL",66,857,7.4,0.441,0.005,0.191,0.087,0.147,0.117,0.054,0.011,0.008,0.12,0.135,-0.2,0.4,0.3,0.014,-4.3,-1.7,-6,-0.9,"PF",23,"CHO",4,34,15.5,0.567,0.2,0.133,0.129,0.13,0.129,0.216,0,0,0.159,0.25,0,0,0.1,0.078,0.7,-3.1,-2.3,0
"30","Jordan Clarkson","MU",0.547,0.482,155.9,0.029,0.093,0.064,0.233,0.143,0.019,0.006,0.278,-1.2,1.3,112.7,106.8,5.9,327.1,19.1,"PG",22,"LAL",59,1476,16.9,0.528,0.203,0.265,0.04,0.105,0.071,0.238,0.018,0.007,0.126,0.23,2,0.4,2.4,0.078,1.4,-1.7,-0.3,0.6,"SG",23,"LAL",79,2552,14.3,0.516,0.291,0.186,0.038,0.096,0.066,0.138,0.017,0.002,0.102,0.228,1.7,0.4,2.1,0.039,0.6,-2,-1.4,0.4,"SG",24,"LAL",82,2397,13.2,0.526,0.332,0.157,0.022,0.093,0.056,0.144,0.018,0.003,0.125,0.233,0.5,0.7,1.2,0.024,-0.5,-2.3,-2.7,-0.4
"31","Julius Randle","UK",0.567,0.505,137.4,0.133,0.246,0.192,0.1,0.161,0.01,0.026,0.255,-5.2,1.5,115.9,96.7,19.2,505.6,23.2,"PF",20,"LAL",1,14,-7.5,0.258,0,0.667,0,0,0,0,0,0,0.205,0.155,-0.1,0,-0.1,-0.276,-12.3,-4.5,-16.8,-0.1,"PF",21,"LAL",81,2286,13.9,0.482,0.043,0.323,0.078,0.32,0.195,0.11,0.012,0.01,0.135,0.212,-0.3,1.9,1.6,0.035,-3.7,0,-3.6,-0.9,"PF",22,"LAL",74,2132,16.3,0.543,0.082,0.365,0.074,0.258,0.163,0.193,0.011,0.014,0.162,0.214,2,1.5,3.5,0.08,-0.8,0.7,0,1.1
"32","K.J. McDaniels","CLEM",0.568,0.507,160.6,0.089,0.159,0.126,0.127,0.132,0.023,0.086,0.29,-4.1,1.4,114.7,90,24.7,491.4,26.5,"SG",21,"HOU",10,33,4.6,0.346,0.2,0.133,0.034,0.133,0.084,0.099,0,0.047,0.059,0.222,-0.1,0,0,-0.061,-8.4,-1.3,-9.7,-0.1,"SF",22,"HOU",37,235,10.6,0.522,0.347,0.417,0.075,0.123,0.099,0.065,0.015,0.021,0.166,0.187,0.1,0.1,0.2,0.043,-3.1,-1.9,-5,-0.2,"SF",23,"BRK",20,293,12.5,0.556,0.386,0.277,0.033,0.153,0.094,0.049,0.019,0.026,0.144,0.193,0,0.3,0.3,0.046,-3.2,-0.4,-3.7,-0.1
"41","Kyle Anderson","UD",0.553,0.528,154.8,0.027,0.088,0.057,0.047,0.077,0.013,0.009,0.151,-0.6,1.2,116.5,109.7,6.8,225.4,11.8,"SF",21,"SAS",33,358,8.2,0.389,0.124,0.157,0.016,0.208,0.114,0.109,0.021,0.015,0.095,0.134,-0.3,0.6,0.3,0.044,-5.2,2.4,-2.7,-0.1,"SF",22,"SAS",78,1245,12.9,0.528,0.125,0.281,0.024,0.194,0.112,0.137,0.025,0.018,0.151,0.144,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2,"SF",23,"SAS",72,1020,12.5,0.525,0.191,0.273,0.037,0.19,0.115,0.124,0.025,0.021,0.143,0.121,0.7,2,2.7,0.127,-2.1,3.7,1.6,0.9
"43","Langston Galloway","SJU",0.61,0.57,171.3,0.028,0.105,0.069,0.093,0.054,0.018,0.015,0.224,0.6,1.4,128.2,103.5,24.7,382.5,20.4,"PG",23,"NYK",45,1457,12.3,0.489,0.344,0.153,0.029,0.125,0.075,0.176,0.019,0.007,0.101,0.192,0.7,0.6,1.3,0.043,0,-1.1,-1.1,0.3,"PG",24,"NYK",82,2033,11.7,0.49,0.381,0.194,0.023,0.13,0.077,0.157,0.019,0.008,0.087,0.156,1.4,1.8,3.3,0.077,-0.4,0.1,-0.4,0.8,"PG",25,"TOT",74,1495,10.4,0.51,0.565,0.117,0.02,0.093,0.056,0.094,0.015,0.003,0.074,0.184,0.2,1.1,1.3,0.04,-0.9,-1.7,-2.6,-0.2
"46","Marcus Smart","OSU",0.552,0.486,144.9,0.051,0.15,0.103,0.296,0.141,0.05,0.019,0.292,1.5,1.4,114.4,90.4,24,448.5,25.3,"PG",20,"BOS",67,1808,11,0.491,0.57,0.266,0.036,0.099,0.067,0.163,0.027,0.008,0.144,0.151,0.7,2.2,2.9,0.077,-0.1,1.3,1.1,1.4,"PG",21,"BOS",61,1667,11.3,0.463,0.456,0.314,0.048,0.116,0.081,0.158,0.027,0.008,0.117,0.174,0.5,2.4,2.9,0.083,-0.6,1.3,0.7,1.1,"SG",22,"BOS",79,2399,12,0.486,0.443,0.334,0.037,0.104,0.071,0.22,0.026,0.012,0.156,0.188,0.5,2.7,3.2,0.064,-1.1,0.9,-0.3,1
"67","Nik Stauskas","UM",0.642,0.586,173.5,0.016,0.088,0.053,0.19,0.12,0.01,0.009,0.245,1,1.6,127.6,108.4,19.2,399,21.3,"SG",21,"SAC",73,1127,7.5,0.492,0.503,0.216,0.011,0.075,0.044,0.09,0.009,0.012,0.11,0.142,0.3,0.2,0.5,0.021,-1.9,-2,-3.9,-0.5,"SG",22,"PHI",73,1809,9.2,0.517,0.596,0.217,0.013,0.1,0.055,0.12,0.012,0.008,0.136,0.167,0,0.5,0.5,0.012,-1.7,-1.9,-3.6,-0.7,"SG",23,"PHI",80,2188,9,0.54,0.566,0.237,0.011,0.103,0.057,0.129,0.01,0.012,0.155,0.164,0.1,1.4,1.4,0.031,-1.7,-0.7,-2.4,-0.2
"68","Noah Vonleh","IU",0.604,0.56,172.4,0.108,0.273,0.194,0.049,0.186,0.019,0.054,0.214,-6.4,1.6,113.3,90.7,22.7,325.8,21.1,"PF",19,"CHO",25,259,13.2,0.475,0.171,0.342,0.116,0.253,0.183,0.025,0.008,0.027,0.112,0.173,0.1,0.4,0.5,0.085,-4.8,-0.9,-5.6,-0.2,"PF",20,"POR",78,1174,8.6,0.471,0.165,0.183,0.084,0.198,0.141,0.037,0.012,0.017,0.143,0.13,0,1.1,1.2,0.047,-4,0,-4,-0.6,"PF",21,"POR",74,1265,10.8,0.525,0.074,0.348,0.114,0.225,0.17,0.034,0.012,0.017,0.171,0.131,0.6,1.2,1.8,0.069,-3.5,-0.3,-3.9,-0.6
"69","Rodney Hood","DUKE",0.59,0.55,168.5,0.029,0.116,0.072,0.132,0.1,0.014,0.008,0.237,-0.3,1.4,122.7,105.7,17,324.2,19.2,"SG",22,"UTA",50,1064,12.3,0.529,0.455,0.214,0.01,0.117,0.064,0.132,0.015,0.009,0.099,0.196,1.3,0.9,2.2,0.098,0.2,-1.3,-1.1,0.2,"SG",23,"UTA",79,2541,14.1,0.542,0.462,0.206,0.018,0.105,0.061,0.144,0.015,0.005,0.105,0.215,3.4,2.5,6,0.112,1.6,-0.9,0.7,1.7,"SG",24,"UTA",59,1593,12.4,0.522,0.461,0.173,0.012,0.131,0.073,0.101,0.013,0.006,0.083,0.229,0.7,1.9,2.6,0.078,-0.3,-0.9,-1.2,0.3
"71","Sean Kilpatrick","UC",0.577,0.515,161.6,0.036,0.115,0.075,0.185,0.103,0.026,0.001,0.306,-1.2,1.4,123.2,94.5,28.7,402.1,24.9,"SG",25,"MIN",4,72,10,0.506,0.65,0.2,0.015,0.082,0.048,0.085,0.021,0,0.084,0.146,0.1,0,0.1,0.033,-0.7,-3,-3.8,0,"SG",26,"DEN",8,82,8,0.551,0.81,0.381,0.027,0.055,0.041,0.054,0.012,0,0.14,0.152,0,0,0.1,0.037,-0.9,-3.4,-4.3,0,"SG",27,"BRK",70,1754,13.1,0.546,0.419,0.329,0.013,0.154,0.084,0.146,0.012,0.003,0.138,0.238,0.4,1.1,1.4,0.04,-1.2,-1.8,-3,-0.4
"74","Shabazz Napier","UConn",0.591,0.517,170.4,0.034,0.151,0.097,0.308,0.158,0.032,0.01,0.275,1.2,1.5,118.8,93.6,25.2,568.8,24.1,"PG",23,"MIA",51,1012,9.3,0.517,0.518,0.246,0.021,0.112,0.067,0.199,0.021,0.003,0.243,0.155,-0.3,0.8,0.5,0.024,-2,-0.6,-2.6,-0.2,"PG",24,"ORL",55,600,9.6,0.46,0.517,0.224,0.016,0.086,0.051,0.231,0.019,0.001,0.172,0.197,-0.3,0.4,0.1,0.004,-2.3,-2.6,-4.9,-0.4,"PG",25,"POR",53,512,13.6,0.533,0.503,0.268,0.017,0.115,0.066,0.195,0.031,0.003,0.167,0.212,0.1,0.5,0.6,0.06,-0.9,-1.3,-2.2,0
"75","T.J. Warren","NCST",0.574,0.548,148.2,0.111,0.127,0.119,0.086,0.099,0.031,0.018,0.355,-4.7,1.3,117.1,103.3,13.8,506.2,29.5,"SF",21,"PHO",40,614,14,0.551,0.098,0.089,0.073,0.079,0.076,0.066,0.015,0.011,0.108,0.178,0.7,0.4,1.1,0.085,-1,-1.1,-2.1,0,"SF",22,"PHO",47,1070,15.7,0.549,0.159,0.145,0.057,0.093,0.075,0.072,0.017,0.012,0.064,0.199,1.7,0.6,2.2,0.101,0.2,-1.3,-1.2,0.2,"SF",23,"PHO",66,2048,15.6,0.539,0.12,0.189,0.065,0.117,0.09,0.058,0.018,0.015,0.061,0.192,3,1.1,4.1,0.096,0.2,-0.5,-0.3,0.9
"76","Tim Frazier","PSU",0.536,0.463,150.6,0.03,0.116,0.073,0.331,0.163,0.027,0.006,0.247,2.5,1.3,110.8,104.3,6.5,375.2,19.1,"PG",24,"TOT",11,239,8.1,0.406,0.279,0.344,0.026,0.102,0.063,0.394,0.017,0,0.262,0.175,-0.3,0.2,-0.1,-0.017,-4.9,-2.4,-7.3,-0.3,"PG",25,"TOT",51,741,13.9,0.499,0.21,0.323,0.038,0.128,0.082,0.333,0.022,0.002,0.199,0.194,0.4,0.5,1,0.062,-0.7,-0.7,-1.3,0.1,"PG",26,"NOP",65,1525,12.4,0.504,0.317,0.319,0.023,0.097,0.06,0.314,0.018,0.003,0.18,0.163,1,1.4,2.4,0.075,-1.5,-0.7,-2.2,-0.1
"86","Tyler Ennis","SU",0.511,0.453,152.9,0.026,0.091,0.058,0.322,0.119,0.039,0.007,0.219,6,1.2,117.4,97.7,19.7,377.6,20.2,"PG",20,"TOT",33,411,7.3,0.411,0.299,0.049,0.019,0.077,0.048,0.273,0.022,0.01,0.222,0.206,-0.8,0.5,-0.3,-0.04,-5.2,-1.5,-6.7,-0.5,"PG",21,"MIL",46,654,10.7,0.51,0.209,0.182,0.023,0.107,0.066,0.219,0.019,0.001,0.186,0.171,0.1,0.3,0.4,0.03,-2.4,-2.3,-4.8,-0.5,"PG",22,"LAL",22,392,14.3,0.553,0.375,0.153,0.013,0.061,0.036,0.203,0.024,0.004,0.12,0.19,0.5,0.1,0.6,0.077,0.1,-2.8,-2.7,-0.1
"95","Tyler Johnson","CSUF",0.589,0.549,171.6,0.058,0.187,0.124,0.203,0.091,0.018,0.012,0.234,1.9,1.4,123.9,101.4,22.5,462.1,23,"SG",22,"MIA",32,603,12,0.506,0.287,0.281,0.029,0.131,0.081,0.113,0.029,0.013,0.138,0.17,0.1,0.7,0.8,0.06,-1.8,0.7,-1.1,0.1,"SG",23,"MIA",36,863,13.8,0.579,0.292,0.263,0.038,0.103,0.072,0.139,0.014,0.012,0.148,0.168,1.2,0.9,2,0.113,0.4,0,0.4,0.5,"PG",24,"MIA",73,2178,15.9,0.535,0.303,0.308,0.025,0.125,0.074,0.166,0.019,0.016,0.088,0.209,3.1,2.7,5.8,0.128,0.7,0.8,1.5,1.9
"96","Zach LaVine","UCLA",0.545,0.524,150.7,0.024,0.095,0.061,0.126,0.116,0.021,0.008,0.201,0.2,1.2,109.1,103.6,5.5,209,14,"PG",19,"MIN",77,1902,11.3,0.515,0.247,0.261,0.016,0.116,0.064,0.24,0.014,0.004,0.204,0.22,-0.7,0,-0.7,-0.018,-1.7,-2.7,-4.5,-1.2,"SG",20,"MIN",82,2294,14.3,0.548,0.33,0.212,0.014,0.101,0.058,0.186,0.015,0.006,0.129,0.235,1.9,0.7,2.6,0.054,1,-2.4,-1.4,0.4,"SG",21,"MIN",47,1749,14.6,0.576,0.437,0.197,0.012,0.095,0.053,0.126,0.012,0.005,0.099,0.217,2.6,0.4,3,0.082,2.2,-2.4,-0.3,0.8
