"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"18","Jahlil Okafor","DUKE",0.641,0.664,117.5,0.147,0.182,0.166,0.094,0.156,0.015,0.045,0.275,-5.4,1.6,119.9,94.7,25.2,540.8,28.5,"C",20,"PHI",53,1591,17.1,0.536,0.008,0.248,0.081,0.178,0.128,0.082,0.007,0.029,0.125,0.273,0.3,0.9,1.2,0.037,-2.6,-1.5,-4.1,-0.8,"C",21,"PHI",50,1134,14.8,0.546,0,0.335,0.078,0.155,0.117,0.09,0.009,0.034,0.144,0.241,0.1,1.1,1.2,0.05,-3.4,0.1,-3.3,-0.4,"C",22,"PHI",2,25,8.8,0.465,0,0.444,0.179,0.207,0.194,0.058,0,0.067,0.218,0.235,0,0,0,0.005,-7.5,0.5,-7,0
"21","Jarell Martin","LSU",0.565,0.526,146.8,0.097,0.181,0.141,0.105,0.157,0.019,0.018,0.248,-4.3,1.4,109.8,93.3,16.4,419.4,20.4,"PF",21,"MEM",27,380,14,0.534,0.017,0.534,0.112,0.147,0.129,0.064,0.011,0.017,0.117,0.192,0.5,0.2,0.8,0.1,-1.6,-1.6,-3.2,-0.1,"PF",22,"MEM",42,558,8.7,0.477,0.166,0.331,0.084,0.253,0.166,0.022,0.016,0.015,0.139,0.164,-0.2,0.8,0.6,0.054,-5.8,-0.6,-6.4,-0.6,"PF",23,"MEM",73,1661,10.5,0.516,0.198,0.234,0.066,0.158,0.111,0.07,0.012,0.028,0.136,0.171,0.1,1.2,1.3,0.038,-3,0,-3,-0.4
"22","Jerian Grant","ND",0.592,0.536,157.4,0.013,0.083,0.051,0.336,0.134,0.028,0.014,0.242,6.3,1.5,125.6,102.9,22.6,531,23.9,"PG",23,"NYK",76,1265,11.2,0.479,0.256,0.315,0.02,0.102,0.062,0.218,0.02,0.006,0.163,0.19,-0.2,1,0.8,0.03,-2.3,-1.1,-3.4,-0.5,"PG",24,"CHI",63,1028,13.2,0.555,0.445,0.243,0.018,0.099,0.058,0.174,0.023,0.006,0.117,0.16,1.4,1.2,2.5,0.119,0,-0.3,-0.3,0.4,"PG",25,"CHI",74,1686,14.3,0.528,0.372,0.374,0.019,0.093,0.055,0.301,0.018,0.004,0.132,0.174,2.3,1,3.3,0.094,-0.1,-1.8,-2,0
"23","Joe Young","UO",0.568,0.524,173,0.017,0.115,0.069,0.213,0.117,0.018,0.001,0.287,0.2,1.3,115.1,105.1,9.9,440,21.9,"PG",23,"IND",41,384,9.9,0.428,0.272,0.148,0.017,0.125,0.071,0.269,0.019,0,0.155,0.244,-0.5,0.5,-0.1,-0.009,-3.9,-1.5,-5.4,-0.3,"PG",24,"IND",33,135,11.4,0.433,0.319,0.208,0.008,0.131,0.071,0.18,0.015,0,0.06,0.278,-0.2,0.1,-0.1,-0.022,-3.5,-3.8,-7.3,-0.2,"PG",25,"IND",53,558,10.1,0.521,0.355,0.156,0.024,0.103,0.064,0.099,0.013,0.002,0.116,0.18,0.1,0.4,0.5,0.043,-2.4,-2.3,-4.7,-0.4
"24","Jordan Mickey","LSU",0.533,0.505,126.1,0.104,0.196,0.153,0.078,0.184,0.015,0.096,0.25,-6.5,1.3,99.6,88.9,10.7,433.9,20.4,"PF",21,"BOS",16,57,15.3,0.398,0,0.455,0.11,0.133,0.121,0.026,0,0.151,0.036,0.205,0,0.1,0.1,0.068,-7.3,4.1,-3.2,0,"PF",22,"BOS",25,141,9.8,0.473,0.029,0.412,0.104,0.164,0.134,0.071,0.011,0.035,0.183,0.155,-0.1,0.2,0.1,0.036,-5.7,0.9,-4.9,-0.1,"PF",23,"MIA",23,284,10.6,0.515,0.195,0.232,0.071,0.249,0.16,0.048,0.011,0.03,0.166,0.171,-0.1,0.4,0.3,0.054,-5.5,0.4,-5.1,-0.2
"25","Josh Richardson","UT",0.56,0.519,161.9,0.029,0.132,0.078,0.244,0.157,0.037,0.02,0.255,-0.8,1.3,112.9,101.9,11,355,21.7,"SG",22,"MIA",52,1107,11.4,0.569,0.423,0.232,0.022,0.085,0.055,0.097,0.017,0.017,0.105,0.138,1.3,1.2,2.5,0.109,0.2,0.4,0.6,0.7,"SG",23,"MIA",53,1614,10.7,0.493,0.442,0.15,0.024,0.092,0.058,0.127,0.019,0.019,0.106,0.168,0.3,1.9,2.2,0.066,-1,1.1,0.2,0.9,"SF",24,"MIA",81,2689,13.6,0.551,0.38,0.16,0.029,0.09,0.06,0.132,0.023,0.024,0.129,0.182,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3
"26","Justin Anderson","UVA",0.61,0.572,169.8,0.031,0.144,0.09,0.137,0.107,0.016,0.024,0.232,-0.2,1.4,124,89,35.1,233,22.5,"SF",22,"DAL",55,647,12.3,0.522,0.474,0.314,0.031,0.193,0.112,0.068,0.015,0.032,0.108,0.158,0.3,0.8,1.1,0.083,-2.5,1.3,-1.2,0.1,"SF",23,"DAL",51,710,14.7,0.521,0.44,0.318,0.061,0.189,0.122,0.076,0.021,0.02,0.112,0.236,0.1,0.9,1,0.067,-1.8,-0.1,-2,0,"SF",24,"PHI",38,519,13,0.54,0.51,0.188,0.054,0.136,0.096,0.071,0.014,0.011,0.068,0.193,0.6,0.7,1.2,0.115,-0.5,-1.5,-2,0
"29","Justise Winslow","DUKE",0.572,0.551,154.5,0.054,0.198,0.131,0.132,0.142,0.028,0.029,0.229,-1.4,1.4,115.2,91.9,23.2,410.8,21.2,"SF",19,"MIA",78,2232,8.4,0.489,0.251,0.253,0.042,0.158,0.102,0.074,0.016,0.009,0.156,0.125,-0.2,2.7,2.5,0.054,-2.2,1.6,-0.6,0.8,"SF",20,"MIA",18,625,8.2,0.399,0.156,0.209,0.04,0.127,0.083,0.155,0.021,0.008,0.118,0.198,-0.9,0.8,-0.1,-0.009,-4,1.2,-2.8,-0.1,"PF",21,"MIA",68,1680,11.5,0.496,0.264,0.213,0.043,0.205,0.124,0.13,0.016,0.017,0.126,0.163,0.2,2.4,2.6,0.075,-2.7,1.7,-1,0.4
"30","Karl-Anthony Towns","UK",0.627,0.57,163,0.142,0.224,0.186,0.116,0.142,0.014,0.112,0.237,-2.9,1.6,126.8,77.3,49.6,415,29,"C",20,"MIN",82,2627,22.5,0.59,0.076,0.239,0.103,0.275,0.19,0.113,0.011,0.043,0.126,0.249,5.5,2.8,8.3,0.151,1.6,1.1,2.8,3.2,"C",21,"MIN",82,3030,25.9,0.618,0.186,0.289,0.112,0.278,0.194,0.132,0.009,0.029,0.113,0.275,9.9,2.8,12.7,0.201,4.7,0.2,4.9,5.3,"C",22,"MIN",82,2918,24.9,0.646,0.243,0.343,0.093,0.309,0.2,0.108,0.011,0.035,0.105,0.229,10.6,3.4,14,0.23,4.4,1.1,5.5,5.5
"31","Kelly Oubre","KU",0.555,0.512,152,0.064,0.192,0.132,0.081,0.125,0.033,0.018,0.231,-3.2,1.3,111.9,91.6,20.3,253.8,20.2,"SF",20,"WAS",63,671,8.2,0.507,0.374,0.232,0.041,0.184,0.111,0.028,0.016,0.008,0.128,0.174,-0.3,0.7,0.4,0.031,-4.3,-1.6,-5.8,-0.7,"SF",21,"WAS",79,1605,9.1,0.516,0.425,0.224,0.043,0.14,0.092,0.04,0.018,0.009,0.093,0.146,0.6,1.5,2,0.061,-1.8,-0.5,-2.3,-0.1,"SF",22,"WAS",81,2231,11.9,0.534,0.467,0.295,0.03,0.154,0.092,0.064,0.018,0.014,0.092,0.194,1.4,2.3,3.7,0.08,-0.8,-0.4,-1.2,0.4
"32","Kevon Looney","UCLA",0.532,0.505,151.1,0.123,0.21,0.166,0.091,0.103,0.025,0.033,0.197,-1,1.3,116.3,96.1,20.2,430.9,20.7,"PF",19,"GSW",5,21,18.6,0.643,0.286,0,0.218,0.291,0.256,0,0,0,0.125,0.165,0.1,0,0.1,0.192,-1.2,-8.2,-9.5,0,"C",20,"GSW",53,447,13.6,0.553,0.084,0.318,0.115,0.185,0.152,0.085,0.016,0.03,0.122,0.134,0.7,0.8,1.4,0.155,-1.4,1.8,0.4,0.3,"C",21,"GSW",66,910,14.8,0.588,0.026,0.399,0.11,0.152,0.132,0.06,0.018,0.049,0.12,0.124,1.5,1.3,2.8,0.145,-0.9,2.1,1.2,0.7
"33","Kyle Anderson","UD",0.489,0.457,151,0.018,0.113,0.067,0.132,0.117,0.013,0.011,0.256,-1.8,1.1,97.4,108.3,-10.9,148.8,13.3,"SF",22,"SAS",78,1245,12.9,0.528,0.125,0.281,0.024,0.194,0.112,0.137,0.025,0.018,0.151,0.144,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2,"SF",23,"SAS",72,1020,12.5,0.525,0.191,0.273,0.037,0.19,0.115,0.124,0.025,0.021,0.143,0.121,0.7,2,2.7,0.127,-2.1,3.7,1.6,0.9,"SF",24,"SAS",74,1978,15.9,0.582,0.13,0.333,0.047,0.176,0.111,0.147,0.029,0.025,0.158,0.135,2.4,3.8,6.2,0.151,-0.3,4.3,4.1,3
"34","Larry Nance","UW",0.581,0.533,163.3,0.061,0.209,0.142,0.2,0.14,0.024,0.043,0.286,-2,1.4,110.4,88.4,22,398.1,24.1,"PF",23,"LAL",63,1266,13.4,0.544,0.033,0.157,0.083,0.186,0.133,0.057,0.021,0.014,0.113,0.126,1.3,0.9,2.2,0.083,-2,0.6,-1.4,0.2,"PF",24,"LAL",63,1442,15.7,0.567,0.1,0.222,0.088,0.196,0.14,0.097,0.028,0.022,0.124,0.134,2.1,1.5,3.5,0.118,-0.3,2.2,1.9,1.4,"C",25,"CLE",24,499,21.5,0.585,0.05,0.313,0.121,0.255,0.189,0.076,0.028,0.031,0.052,0.17,1.4,0.7,2.1,0.206,0.8,1.7,2.6,0.6
"38","Montrezl Harrell","U of L",0.588,0.578,140.7,0.099,0.192,0.145,0.093,0.129,0.016,0.038,0.223,-3,1.5,117.4,89.8,27.6,481.9,23.4,"PF",22,"HOU",39,379,14.6,0.635,0.011,0.511,0.072,0.117,0.095,0.072,0.014,0.024,0.134,0.145,0.7,0.2,0.9,0.118,-1.2,-0.7,-1.9,0,"C",23,"HOU",58,1064,19.2,0.662,0.02,0.351,0.083,0.142,0.112,0.096,0.009,0.032,0.099,0.176,3.1,1,4.1,0.183,0.8,0.2,0.9,0.8,"C",24,"LAC",76,1293,24.7,0.647,0.013,0.405,0.089,0.17,0.13,0.101,0.014,0.034,0.095,0.238,4.3,1.3,5.5,0.205,2.4,0,2.4,1.5
"39","Myles Turner","UT",0.556,0.488,156.9,0.072,0.249,0.168,0.062,0.132,0.008,0.123,0.251,-4.6,1.3,112.6,85.3,27.3,318.8,24.1,"C",19,"IND",60,1367,15.4,0.531,0.026,0.228,0.055,0.21,0.133,0.05,0.009,0.051,0.103,0.209,0.8,2.3,3.1,0.109,-3.7,1.4,-2.3,-0.1,"C",20,"IND",81,2541,18.5,0.585,0.132,0.349,0.062,0.196,0.13,0.066,0.015,0.059,0.095,0.195,4.3,3.7,8,0.151,-0.3,2.6,2.4,2.8,"C",21,"IND",65,1836,16.6,0.567,0.246,0.322,0.058,0.198,0.128,0.07,0.01,0.057,0.116,0.2,2.2,2.5,4.7,0.122,-1.1,1.8,0.7,1.3
"40","Norman Powell","UCLA",0.54,0.497,152.7,0.019,0.133,0.076,0.128,0.128,0.032,0.015,0.253,-2.3,1.3,107.2,98.9,8.3,340.9,18.8,"SG",22,"TOR",49,725,13.3,0.541,0.389,0.231,0.026,0.148,0.088,0.104,0.021,0.011,0.113,0.178,0.7,0.9,1.6,0.105,-0.3,-0.1,-0.4,0.3,"SG",23,"TOR",76,1368,14,0.552,0.342,0.314,0.022,0.118,0.07,0.093,0.019,0.009,0.108,0.211,1.4,1.4,2.8,0.097,-0.4,-1.1,-1.5,0.2,"SG",24,"TOR",70,1062,8.5,0.492,0.497,0.104,0.015,0.109,0.063,0.118,0.017,0.012,0.144,0.189,-0.6,1.2,0.6,0.027,-2.5,-0.4,-2.8,-0.2
"41","Pat Connaughton","ND",0.615,0.597,167,0.042,0.204,0.13,0.076,0.102,0.013,0.027,0.177,-0.5,1.3,122.1,100,22.1,444.2,18.6,"SG",23,"POR",34,143,4.6,0.352,0.429,0.102,0.083,0.159,0.121,0.099,0.007,0,0.163,0.187,-0.3,0.1,-0.2,-0.076,-5.8,-2.4,-8.2,-0.2,"SG",24,"POR",39,316,11.8,0.645,0.458,0.125,0.035,0.148,0.091,0.127,0.009,0.005,0.183,0.13,0.4,0.2,0.6,0.09,-0.9,-1.6,-2.5,0,"SG",25,"POR",82,1488,9.3,0.539,0.538,0.113,0.027,0.091,0.059,0.087,0.008,0.012,0.095,0.134,1.2,1.3,2.5,0.08,-0.9,-0.4,-1.3,0.3
"42","R.J. Hunter","GSU",0.552,0.473,157.9,0.028,0.125,0.079,0.203,0.11,0.036,0.036,0.296,0.5,1.3,115.4,94.3,21.1,463.2,24.5,"SG",22,"BOS",36,315,7.7,0.48,0.643,0.071,0.007,0.12,0.062,0.059,0.022,0.01,0.098,0.151,-0.1,0.4,0.3,0.045,-3.1,-0.4,-3.5,-0.1,"SG",23,"CHI",3,9,-3.2,0,1,0,0,0.121,0.06,0,0,0,0,0.048,0,0,0,-0.088,-9.4,-2,-11.4,0,"SG",24,"HOU",5,45,8.5,0.455,0.7,0.1,0,0.124,0.063,0.103,0.033,0,0.087,0.225,0,0.1,0,0.022,-3,-1.6,-4.5,0
"43","Richaun Holmes","BGSU",0.625,0.594,169.4,0.115,0.208,0.162,0.073,0.141,0.015,0.111,0.256,-4.9,1.6,119.4,91.3,28.1,419.4,28.2,"PF",22,"PHI",51,702,15.9,0.564,0.198,0.333,0.093,0.117,0.105,0.08,0.013,0.043,0.112,0.179,1,0.5,1.5,0.103,-1,0,-0.9,0.2,"C",23,"PHI",57,1193,18.6,0.611,0.187,0.25,0.087,0.201,0.144,0.083,0.017,0.037,0.107,0.186,2.2,1.6,3.8,0.151,0.2,1.5,1.7,1.1,"C",24,"PHI",48,746,17.4,0.585,0.129,0.232,0.086,0.214,0.152,0.123,0.013,0.032,0.086,0.166,1.6,1.3,2.8,0.183,-0.2,1.9,1.7,0.7
"44","Rondae Hollis-Jefferson","U of A",0.573,0.513,141.6,0.091,0.202,0.148,0.101,0.137,0.024,0.034,0.204,-1.8,1.6,118.5,86.9,31.7,387.1,20.6,"SF",21,"BRK",29,615,14.2,0.519,0.101,0.377,0.07,0.214,0.141,0.101,0.032,0.021,0.139,0.135,0.5,0.7,1.2,0.094,-1.4,2.6,1.2,0.5,"SF",22,"BRK",78,1761,13.7,0.517,0.124,0.467,0.058,0.211,0.136,0.134,0.022,0.019,0.151,0.187,0.4,2.2,2.6,0.07,-2.9,1.9,-1,0.4,"SF",23,"BRK",68,1920,16.9,0.548,0.075,0.436,0.055,0.2,0.127,0.142,0.016,0.019,0.123,0.222,2.1,2,4.1,0.103,-1.5,1.1,-0.4,0.8
"45","Sam Dekker","UW",0.605,0.586,156.4,0.084,0.148,0.117,0.086,0.073,0.011,0.015,0.232,-0.3,1.4,128.6,98.7,29.9,424.4,24,"PF",21,"HOU",3,6,10.8,NA,NA,NA,0,0.185,0.092,0,0.082,0,NA,0,0,0,0,0.116,-5.3,5.8,0.5,0,"PF",22,"HOU",77,1419,13.1,0.549,0.436,0.159,0.072,0.146,0.109,0.077,0.013,0.012,0.082,0.149,1.9,1.2,3.1,0.104,-0.4,-0.6,-1,0.3,"PF",23,"LAC",73,883,11.5,0.534,0.232,0.216,0.056,0.16,0.108,0.062,0.013,0.009,0.104,0.155,0.6,0.6,1.2,0.066,-2.1,-1,-3.1,-0.2
