Player,team_name_college,true_shooting_pct_college,effective_field_goal_pct_college,total_shooting_pct_college,off_reb_rate_college,def_reb_rate_college,tot_reb_rate_college,assist_rate_college,turnover_rate_college,steal_rate_college,block_rate_college,usage_rate_college,pure_point_rating_college,points_per_shot_college,off_rating_college,def_rating_college,net_rating_college,floor_impact_counter_college,PER_college,true_shooting_pct,effective_field_goal_pct,total_shooting_pct,pure_point_rating,points_per_shot,off_rating,def_rating,net_rating,floor_impact_counter,PER
Walter Whyte,BU,.561,.527,152.5,0.069,0.16899999999999998,0.11900000000000001,0.085,0.17,0.02,0.025,0.205,-3.9,1.4,106.3,103.5,2.8,190.5,15.8,0.561,0.527,152.5,-3.9,1.4,106.3,103.5,2.8,190.5,15.8
Paul Jorgensen,BU,.540,.515,160.3,0.02,0.121,0.07,0.156,0.08800000000000001,0.022000000000000002,0.002,0.192,2.7,1.2,115.7,103.8,11.9,261.9,15.8,0.54,0.515,160.3,2.7,1.2,115.7,103.8,11.9,261.9,15.8
Brekkott Chapman,WSU,.571,.544,162.6,0.036000000000000004,0.20600000000000002,0.129,0.098,0.2,0.019,0.061,0.22899999999999998,-5.2,1.3,98.6,94.8,3.8,220.2,15.8,0.571,0.544,162.6,-5.2,1.3,98.6,94.8,3.8,220.2,15.8
Darnell Foreman,PENN,.546,.494,146.3,0.017,0.149,0.084,0.221,0.14300000000000002,0.021,0.006999999999999999,0.195,2.5,1.3,110.8,95.6,15.3,296.4,15.7,0.546,0.494,146.3,2.5,1.3,110.8,95.6,15.3,296.4,15.7
Tarkus Ferguson,UIC,.512,.458,151.8,0.03,0.162,0.099,0.305,0.203,0.02,0.028999999999999998,0.20800000000000002,2.3,1.2,104.4,98.5,5.9,279.9,15.7,0.512,0.458,151.8,2.3,1.2,104.4,98.5,5.9,279.9,15.7
Miles Reynolds,PAC,.544,.451,159.2,0.013000000000000001,0.08900000000000001,0.05,0.177,0.13699999999999998,0.02,0.002,0.23399999999999999,-0.3,1.4,110.6,110.4,0.1,216.6,15.7,0.544,0.451,159.2,-0.3,1.4,110.6,110.4,0.1,216.6,15.7
Desmond Ringer,MER,.646,.598,181.0,0.10800000000000001,0.16699999999999998,0.139,0.037000000000000005,0.193,0.006,0.02,0.184,-5.8,1.6,117.0,106.3,10.6,224.4,15.7,0.646,0.598,181,-5.8,1.6,117,106.3,10.6,224.4,15.7
Mark Flagg,SFU,.535,.504,130.0,0.12300000000000001,0.14800000000000002,0.136,0.063,0.16399999999999998,0.021,0.044000000000000004,0.192,-3.9,1.3,107.9,103.0,4.9,155.6,15.7,0.535,0.504,130,-3.9,1.3,107.9,103,4.9,155.6,15.7
Teyvion Kirk,OU,.519,.460,155.9,0.038,0.16899999999999998,0.10400000000000001,0.19399999999999998,0.18899999999999997,0.023,0.006,0.28,-4.1,1.3,96.5,100.4,-4.0,275.0,15.7,0.519,0.46,155.9,-4.1,1.3,96.5,100.4,-4,275,15.7
Trey Kell,SDSU,.488,.435,141.5,0.024,0.14,0.08199999999999999,0.248,0.128,0.022000000000000002,0.009000000000000001,0.21100000000000002,3.9,1.2,108.3,97.2,11.2,246.6,15.7,0.488,0.435,141.5,3.9,1.2,108.3,97.2,11.2,246.6,15.7
Che Bob,CSU,.518,.467,139.7,0.07400000000000001,0.188,0.129,0.14,0.198,0.021,0.057,0.23,-4.7,1.3,98.6,105.0,-6.4,243.6,15.7,0.518,0.467,139.7,-4.7,1.3,98.6,105,-6.4,243.6,15.7
Isaiah Bailey,BCU,.547,.465,148.5,0.044000000000000004,0.11900000000000001,0.083,0.26899999999999996,0.212,0.013999999999999999,0.006999999999999999,0.255,-2.1,1.4,105.4,103.4,2.0,302.9,15.7,0.547,0.465,148.5,-2.1,1.4,105.4,103.4,2,302.9,15.7
Kaelon Harris,CIT,.537,.483,145.3,0.07400000000000001,0.163,0.115,0.141,0.158,0.022000000000000002,0.021,0.20800000000000002,-1.9,1.4,108.1,109.6,-1.5,222.5,15.7,0.537,0.483,145.3,-1.9,1.4,108.1,109.6,-1.5,222.5,15.7
Miye Oni,YALE,.511,.479,146.5,0.032,0.185,0.10800000000000001,0.22399999999999998,0.159,0.016,0.023,0.273,-1.2,1.1,99.1,105.3,-6.2,281.0,15.7,0.511,0.479,146.5,-1.2,1.1,99.1,105.3,-6.2,281,15.7
Justin Massey,FAU,.512,.463,147.7,0.018000000000000002,0.075,0.045,0.121,0.075,0.011000000000000001,0,0.27699999999999997,-0.5,1.2,108.2,103.9,4.3,164.5,15.7,0.512,0.463,147.7,-0.5,1.2,108.2,103.9,4.3,164.5,15.7
Zane Waterman,MAN,.558,.535,146.8,0.08800000000000001,0.19399999999999998,0.141,0.08800000000000001,0.172,0.013000000000000001,0.016,0.235,-5.4,1.4,104.3,101.4,2.9,245.1,15.7,0.558,0.535,146.8,-5.4,1.4,104.3,101.4,2.9,245.1,15.7
Josh Ajayi,USA,.555,.507,150.0,0.069,0.174,0.12300000000000001,0.073,0.163,0.01,0.016,0.233,-5.4,1.3,103.3,96.5,6.8,256.9,15.7,0.555,0.507,150,-5.4,1.3,103.3,96.5,6.8,256.9,15.7
Javaris Jenkins,SST,.520,.488,156.4,0.052000000000000005,0.126,0.085,0.094,0.087,0.022000000000000002,0.02,0.213,-0.8,1.1,108.5,110.5,-2.0,217.8,15.7,0.52,0.488,156.4,-0.8,1.1,108.5,110.5,-2,217.8,15.7
Jeff Dowtin,URI,.524,.491,154.3,0.023,0.09,0.055,0.28800000000000003,0.121,0.017,0.016,0.158,7.5,1.2,119.5,102.0,17.5,341.5,15.7,0.524,0.491,154.3,7.5,1.2,119.5,102,17.5,341.5,15.7
Lonnie Walker,UM,.527,.503,149.9,0.017,0.092,0.055,0.13,0.096,0.02,0.018000000000000002,0.22399999999999998,0.4,1.2,109.3,101.8,7.6,214.1,15.7,0.527,0.503,149.9,0.4,1.2,109.3,101.8,7.6,214.1,15.7
Quinton Adlesh,COM,.618,.614,159.1,0.019,0.11199999999999999,0.065,0.146,0.141,0.021,0.002,0.18,0.1,1.3,116.6,109.9,6.6,224.4,15.6,0.618,0.614,159.1,0.1,1.3,116.6,109.9,6.6,224.4,15.6
Stevie Jordan,RU,.519,.486,138.8,0.028999999999999998,0.096,0.061,0.305,0.20199999999999999,0.026000000000000002,0.012,0.212,2.4,1.2,106.0,105.1,0.9,311.9,15.6,0.519,0.486,138.8,2.4,1.2,106,105.1,0.9,311.9,15.6
Damarion Geter,LONG,.601,.578,163.4,0.075,0.18600000000000003,0.13,0.14300000000000002,0.18,0.015,0.042,0.135,-0.6,1.5,115.5,106.0,9.5,300.1,15.6,0.601,0.578,163.4,-0.6,1.5,115.5,106,9.5,300.1,15.6
Justin Turner,BGSU,.516,.466,159.8,0.026000000000000002,0.09300000000000001,0.057999999999999996,0.165,0.134,0.025,0.009000000000000001,0.252,-1.9,1.2,103.4,106.1,-2.6,258.2,15.6,0.516,0.466,159.8,-1.9,1.2,103.4,106.1,-2.6,258.2,15.6
Lovell Cabbil,LIB,.523,.464,156.7,0.018000000000000002,0.159,0.091,0.239,0.163,0.025,0.019,0.22,1.3,1.2,104.6,95.5,9.1,299.0,15.6,0.523,0.464,156.7,1.3,1.2,104.6,95.5,9.1,299,15.6
Admon Gilder,TAMU,.584,.543,167.5,0.022000000000000002,0.109,0.068,0.139,0.139,0.022000000000000002,0.005,0.185,0.0,1.3,116.6,101.2,15.4,264.0,15.6,0.584,0.543,167.5,0,1.3,116.6,101.2,15.4,264,15.6
Austin Reaves,WSU,.625,.593,170.2,0.021,0.14,0.08199999999999999,0.158,0.151,0.013000000000000001,0.013000000000000001,0.17300000000000001,0.9,1.4,122.5,103.0,19.5,212.8,15.6,0.625,0.593,170.2,0.9,1.4,122.5,103,19.5,212.8,15.6
Sean Lloyd,SIU,.557,.518,158.0,0.05,0.121,0.086,0.12,0.146,0.027000000000000003,0.018000000000000002,0.19399999999999998,-1.4,1.3,108.7,101.9,6.8,300.0,15.6,0.557,0.518,158,-1.4,1.3,108.7,101.9,6.8,300,15.6
Jeff Thomas,GSU,.604,.580,170.4,0.027000000000000003,0.122,0.076,0.068,0.094,0.019,0.032,0.16,-0.4,1.3,120.6,100.2,20.4,293.2,15.6,0.604,0.58,170.4,-0.4,1.3,120.6,100.2,20.4,293.2,15.6
Lamar Wofford-Humphrey,UNO,.544,.535,152.6,0.114,0.175,0.14400000000000002,0.067,0.153,0.008,0.028999999999999998,0.223,-4.5,1.2,104.9,112.0,-7.1,137.4,15.6,0.544,0.535,152.6,-4.5,1.2,104.9,112,-7.1,137.4,15.6
Souley Boum,USF,.518,.439,155.4,0.032,0.11900000000000001,0.075,0.111,0.14,0.015,0.006999999999999999,0.315,-5.3,1.3,100.4,103.7,-3.3,151.5,15.6,0.518,0.439,155.4,-5.3,1.3,100.4,103.7,-3.3,151.5,15.6
Demetre Rivers,MER,.647,.596,176.1,0.045,0.098,0.07200000000000001,0.065,0.138,0.011000000000000001,0.01,0.182,-2.7,1.5,123.3,108.2,15.1,225.5,15.6,0.647,0.596,176.1,-2.7,1.5,123.3,108.2,15.1,225.5,15.6
Ryan McMahon,U of L,.618,.586,167.3,0.013000000000000001,0.064,0.04,0.182,0.17300000000000001,0.032,0.004,0.19699999999999998,-0.1,1.4,114.5,103.6,11.0,111.2,15.6,0.618,0.586,167.3,-0.1,1.4,114.5,103.6,11,111.2,15.6
Elyjah Williams,FDU,.639,.658,182.7,0.122,0.159,0.141,0.10400000000000001,0.281,0.027999999999999997,0.043,0.141,-4.1,1.5,108.8,101.4,7.4,147.6,15.6,0.639,0.658,182.7,-4.1,1.5,108.8,101.4,7.4,147.6,15.6
Pookie Powell,LU,.509,.466,152.4,0.011000000000000001,0.122,0.065,0.262,0.13699999999999998,0.013000000000000001,0.004,0.268,0.7,1.1,102.1,107.4,-5.3,280.2,15.6,0.509,0.466,152.4,0.7,1.1,102.1,107.4,-5.3,280.2,15.6
Jimond Ivey,AKR,.521,.485,150.1,0.043,0.165,0.10300000000000001,0.223,0.159,0.019,0.015,0.23,-0.1,1.2,105.4,107.0,-1.6,304.6,15.6,0.521,0.485,150.1,-0.1,1.2,105.4,107,-1.6,304.6,15.6
Montell Goodwin,EIU,.516,.488,153.0,0.016,0.096,0.055,0.213,0.11900000000000001,0.019,0.013000000000000001,0.24100000000000002,0.7,1.1,106.5,105.4,1.0,272.4,15.6,0.516,0.488,153,0.7,1.1,106.5,105.4,1,272.4,15.6
Roberto Gallinat,PAC,.561,.511,153.0,0.03,0.078,0.053,0.076,0.10099999999999999,0.012,0.008,0.235,-2.3,1.3,113.1,112.3,0.8,203.8,15.6,0.561,0.511,153,-2.3,1.3,113.1,112.3,0.8,203.8,15.6
Mustafa Jones,CCSU,.548,.531,147.3,0.055999999999999994,0.14300000000000002,0.10099999999999999,0.07400000000000001,0.138,0.013999999999999999,0.046,0.201,-3.2,1.2,105.4,105.4,0.1,233.1,15.5,0.548,0.531,147.3,-3.2,1.2,105.4,105.4,0.1,233.1,15.5
Jacob Ledoux,MSU,.538,.497,151.6,0.025,0.111,0.069,0.191,0.192,0.033,0.003,0.228,-2.5,1.3,102.2,101.6,0.6,149.2,15.5,0.538,0.497,151.6,-2.5,1.3,102.2,101.6,0.6,149.2,15.5
Dante Thorpe,NIU,.581,.564,161.8,0.044000000000000004,0.09,0.067,0.12300000000000001,0.16699999999999998,0.018000000000000002,0.012,0.2,-2.5,1.3,109.6,110.9,-1.3,179.4,15.5,0.581,0.564,161.8,-2.5,1.3,109.6,110.9,-1.3,179.4,15.5
Greig Stire,ALB,.576,.543,123.2,0.121,0.20600000000000002,0.16399999999999998,0.07,0.132,0.009000000000000001,0.006999999999999999,0.139,-1.1,1.4,123.3,101.5,21.8,291.1,15.5,0.576,0.543,123.2,-1.1,1.4,123.3,101.5,21.8,291.1,15.5
Amorie Archibald,LTU,.499,.445,141.6,0.037000000000000005,0.11,0.07400000000000001,0.376,0.20199999999999999,0.023,0.006999999999999999,0.23,3.9,1.2,104.6,102.0,2.5,183.4,15.5,0.499,0.445,141.6,3.9,1.2,104.6,102,2.5,183.4,15.5
Phil Booth,VILL,.590,.553,162.0,0.016,0.113,0.067,0.16699999999999998,0.138,0.017,0.006999999999999999,0.18100000000000002,2.0,1.4,120.9,100.0,20.9,255.1,15.5,0.59,0.553,162,2,1.4,120.9,100,20.9,255.1,15.5
James Scott,KENN,.507,.476,155.6,0.02,0.069,0.044000000000000004,0.151,0.135,0.031,0.006999999999999999,0.304,-3.6,1.1,98.0,109.9,-11.9,196.0,15.5,0.507,0.476,155.6,-3.6,1.1,98,109.9,-11.9,196,15.5
Kaleb Bishop,FDU,.558,.534,158.9,0.11,0.196,0.153,0.048,0.147,0.009000000000000001,0.023,0.191,-4.0,1.3,110.2,105.7,4.5,204.2,15.5,0.558,0.534,158.9,-4,1.3,110.2,105.7,4.5,204.2,15.5
Cordell Pemsl,UI,.599,.565,123.6,0.08199999999999999,0.228,0.157,0.152,0.22899999999999998,0.008,0.02,0.18100000000000002,-2.6,1.6,109.9,109.7,0.1,176.0,15.5,0.599,0.565,123.6,-2.6,1.6,109.9,109.7,0.1,176,15.5
Byron Frohnen,UTSA,.557,.534,119.2,0.07,0.203,0.136,0.134,0.153,0.018000000000000002,0.016,0.139,0.6,1.3,115.7,99.2,16.5,335.1,15.5,0.557,0.534,119.2,0.6,1.3,115.7,99.2,16.5,335.1,15.5
Austin Butler,HC,.525,.500,144.8,0.053,0.132,0.095,0.10099999999999999,0.08800000000000001,0.02,0.006999999999999999,0.24,-0.7,1.2,104.5,106.2,-1.7,171.4,15.5,0.525,0.5,144.8,-0.7,1.2,104.5,106.2,-1.7,171.4,15.5
Curtis Phillips,TTU,.516,.472,145.2,0.037000000000000005,0.151,0.094,0.146,0.17800000000000002,0.032,0.021,0.267,-4.9,1.2,96.3,97.3,-1.1,279.1,15.5,0.516,0.472,145.2,-4.9,1.2,96.3,97.3,-1.1,279.1,15.5
Lafayette Dorsey,PAC,.550,.504,159.5,0.022000000000000002,0.183,0.1,0.086,0.149,0.021,0.003,0.249,-4.7,1.2,103.2,106.6,-3.5,86.6,15.5,0.55,0.504,159.5,-4.7,1.2,103.2,106.6,-3.5,86.6,15.5
Marcus Shaver,UP,.523,.465,153.9,0.01,0.12,0.068,0.18100000000000002,0.11699999999999999,0.021,0.001,0.251,0.0,1.2,103.4,108.4,-5.0,212.2,15.5,0.523,0.465,153.9,0,1.2,103.4,108.4,-5,212.2,15.5
Trent Frazier,U of I,.513,.493,139.6,0.009000000000000001,0.079,0.040999999999999995,0.23800000000000002,0.154,0.036000000000000004,0.001,0.263,-0.6,1.2,103.0,102.7,0.3,198.5,15.5,0.513,0.493,139.6,-0.6,1.2,103,102.7,0.3,198.5,15.5
E.C. Matthews,URI,.525,.495,147.6,0.031,0.147,0.084,0.059000000000000004,0.111,0.016,0.019,0.251,-3.6,1.2,104.0,100.5,3.6,193.8,15.5,0.525,0.495,147.6,-3.6,1.2,104,100.5,3.6,193.8,15.5
Elston Jones,UCI,.537,.566,91.4,0.155,0.22399999999999998,0.191,0.067,0.215,0.009000000000000001,0.06,0.17,-5.2,1.3,101.7,93.5,8.2,175.1,15.5,0.537,0.566,91.4,-5.2,1.3,101.7,93.5,8.2,175.1,15.5
Lance Tejada,LU,.573,.555,164.7,0.016,0.078,0.048,0.134,0.124,0.015,0,0.247,-1.6,1.2,109.1,110.5,-1.5,182.2,15.5,0.573,0.555,164.7,-1.6,1.2,109.1,110.5,-1.5,182.2,15.5
Koby Thomas,RMU,.502,.468,132.2,0.086,0.20600000000000002,0.14300000000000002,0.052000000000000005,0.138,0.013000000000000001,0.006999999999999999,0.25,-5.5,1.2,99.7,99.4,0.2,239.5,15.5,0.502,0.468,132.2,-5.5,1.2,99.7,99.4,0.2,239.5,15.5
A.J. John,UCD,.610,.591,164.0,0.07400000000000001,0.159,0.11699999999999999,0.042,0.11599999999999999,0.008,0.026000000000000002,0.18600000000000003,-2.8,1.3,117.1,99.2,17.9,174.0,15.5,0.61,0.591,164,-2.8,1.3,117.1,99.2,17.9,174,15.5
Makol Mawien,KSU,.634,.606,164.8,0.07200000000000001,0.139,0.106,0.027000000000000003,0.163,0.013999999999999999,0.071,0.172,-4.6,1.5,113.4,100.4,13.0,181.0,15.5,0.634,0.606,164.8,-4.6,1.5,113.4,100.4,13,181,15.5
Chad Brown,UCF,.535,.509,107.9,0.115,0.172,0.14400000000000002,0.019,0.14400000000000002,0.017,0.062,0.162,-4.1,1.5,107.7,91.2,16.5,165.1,15.4,0.535,0.509,107.9,-4.1,1.5,107.7,91.2,16.5,165.1,15.4
Ahmed Hill,VT,.625,.613,163.9,0.027999999999999997,0.109,0.071,0.066,0.08800000000000001,0.008,0.003,0.191,-0.8,1.3,119.1,106.5,12.5,211.5,15.4,0.625,0.613,163.9,-0.8,1.3,119.1,106.5,12.5,211.5,15.4
Mike Lewis,DUQ,.556,.508,157.8,0.018000000000000002,0.071,0.043,0.049,0.09,0.021,0.001,0.233,-2.7,1.3,114.8,106.5,8.3,191.1,15.4,0.556,0.508,157.8,-2.7,1.3,114.8,106.5,8.3,191.1,15.4
Dexter McClanahan,SST,.531,.494,143.9,0.033,0.11,0.068,0.11800000000000001,0.106,0.02,0.006,0.231,-1.4,1.2,107.3,112.3,-5.0,274.4,15.4,0.531,0.494,143.9,-1.4,1.2,107.3,112.3,-5,274.4,15.4
Braun Hartfield,YSU,.516,.493,139.9,0.045,0.11800000000000001,0.077,0.151,0.156,0.028999999999999998,0.027000000000000003,0.222,-2.0,1.2,104.1,109.9,-5.8,276.9,15.4,0.516,0.493,139.9,-2,1.2,104.1,109.9,-5.8,276.9,15.4
Matt Milon,W&M,.659,.625,183.4,0.016,0.09,0.055999999999999994,0.064,0.10300000000000001,0.011000000000000001,0.006,0.18600000000000003,-1.2,1.5,122.5,116.7,5.8,236.1,15.4,0.659,0.625,183.4,-1.2,1.5,122.5,116.7,5.8,236.1,15.4
Nick Weatherspoon,MSU,.550,.521,149.3,0.012,0.10300000000000001,0.059000000000000004,0.139,0.09699999999999999,0.019,0.005,0.19399999999999998,1.2,1.3,114.9,101.7,13.2,246.8,15.4,0.55,0.521,149.3,1.2,1.3,114.9,101.7,13.2,246.8,15.4
Ernie Duncan,UVM,.616,.580,169.4,0.009000000000000001,0.094,0.053,0.152,0.11800000000000001,0.011000000000000001,0.004,0.18899999999999997,1.2,1.4,120.8,103.3,17.5,226.9,15.4,0.616,0.58,169.4,1.2,1.4,120.8,103.3,17.5,226.9,15.4
Ryan Betley,PENN,.576,.541,158.3,0.022000000000000002,0.14300000000000002,0.083,0.069,0.105,0.013999999999999999,0.013000000000000001,0.21100000000000002,-1.9,1.3,110.3,96.9,13.3,290.9,15.4,0.576,0.541,158.3,-1.9,1.3,110.3,96.9,13.3,290.9,15.4
Brenton Scott,ISU,.510,.479,145.1,0.015,0.192,0.1,0.161,0.151,0.03,0.006999999999999999,0.254,-2.9,1.2,98.8,98.8,0.0,268.4,15.4,0.51,0.479,145.1,-2.9,1.2,98.8,98.8,0,268.4,15.4
Naji Marshall,XAV,.612,.572,163.2,0.067,0.161,0.11699999999999999,0.127,0.20199999999999999,0.017,0.013999999999999999,0.177,-2.3,1.5,113.6,102.6,10.9,233.6,15.4,0.612,0.572,163.2,-2.3,1.5,113.6,102.6,10.9,233.6,15.4
Matt McCarthy,USF,.544,.535,126.9,0.077,0.21899999999999997,0.146,0.109,0.16699999999999998,0.016,0.02,0.205,-3.4,1.3,102.9,99.9,3.0,237.9,15.4,0.544,0.535,126.9,-3.4,1.3,102.9,99.9,3,237.9,15.4
Zafir Williams,LMU,.578,.556,195.5,0.109,0.147,0.126,0.08,0.146,0.013000000000000001,0.02,0.191,-3.1,1.3,114.0,113.3,0.7,130.1,15.3,0.578,0.556,195.5,-3.1,1.3,114,113.3,0.7,130.1,15.3
Louis Adams,UW,.592,.540,161.0,0.036000000000000004,0.115,0.076,0.156,0.18600000000000003,0.018000000000000002,0.013999999999999999,0.257,-4.4,1.6,105.2,102.6,2.6,143.4,15.3,0.592,0.54,161,-4.4,1.6,105.2,102.6,2.6,143.4,15.3
Keyshawn Woods,WF,.550,.507,165.7,0.024,0.09,0.055999999999999994,0.153,0.129,0.018000000000000002,0,0.24,-1.3,1.2,108.4,110.6,-2.1,164.9,15.3,0.55,0.507,165.7,-1.3,1.2,108.4,110.6,-2.1,164.9,15.3
Lindell Wigginton,ISU,.529,.498,147.6,0.021,0.102,0.062,0.177,0.158,0.016,0.013999999999999999,0.284,-3.3,1.3,101.0,109.2,-8.2,237.5,15.3,0.529,0.498,147.6,-3.3,1.3,101,109.2,-8.2,237.5,15.3
Anders Broman,WIN,.600,.556,165.3,0.012,0.084,0.05,0.105,0.078,0.02,0.004,0.17600000000000002,1.2,1.4,124.5,102.5,22.0,246.0,15.3,0.6,0.556,165.3,1.2,1.4,124.5,102.5,22,246,15.3
Emmett Naar,SMC,.564,.519,171.5,0.012,0.07400000000000001,0.045,0.373,0.251,0.013999999999999999,0.004,0.17800000000000002,7.5,1.3,115.9,103.9,12.0,375.5,15.3,0.564,0.519,171.5,7.5,1.3,115.9,103.9,12,375.5,15.3
Obi Enechionyia,TEM,.525,.481,152.4,0.061,0.158,0.10800000000000001,0.075,0.114,0.01,0.053,0.19899999999999998,-1.9,1.2,108.2,103.5,4.7,262.4,15.3,0.525,0.481,152.4,-1.9,1.2,108.2,103.5,4.7,262.4,15.3
Devin Mitchell,GSU,.604,.598,155.3,0.012,0.084,0.049,0.127,0.124,0.013999999999999999,0.008,0.207,-0.6,1.3,115.4,104.1,11.3,228.5,15.3,0.604,0.598,155.3,-0.6,1.3,115.4,104.1,11.3,228.5,15.3
Alex Thompson,SU,.554,.523,154.6,0.033,0.14800000000000002,0.091,0.055999999999999994,0.066,0.009000000000000001,0.011000000000000001,0.22699999999999998,-1.1,1.2,111.0,116.7,-5.7,184.8,15.3,0.554,0.523,154.6,-1.1,1.2,111,116.7,-5.7,184.8,15.3
De'Riante Jenkins,VCU,.568,.548,160.1,0.03,0.113,0.071,0.158,0.17800000000000002,0.025,0.008,0.22899999999999998,-2.6,1.2,104.5,104.0,0.5,262.8,15.3,0.568,0.548,160.1,-2.6,1.2,104.5,104,0.5,262.8,15.3
Sean O'Brien,CU,.550,.498,159.2,0.023,0.122,0.071,0.205,0.094,0.02,0,0.165,4.4,1.3,121.6,106.1,15.5,303.9,15.3,0.55,0.498,159.2,4.4,1.3,121.6,106.1,15.5,303.9,15.3
Jonathan Wilkins,NMSU,.585,.588,144.8,0.084,0.09300000000000001,0.08800000000000001,0.135,0.145,0.005,0.038,0.172,-0.2,1.3,117.8,94.8,23.0,160.9,15.3,0.585,0.588,144.8,-0.2,1.3,117.8,94.8,23,160.9,15.3
Joe Sherburne,UMBC,.579,.574,152.0,0.03,0.125,0.076,0.127,0.08800000000000001,0.017,0.013000000000000001,0.177,1.2,1.2,116.7,101.0,15.7,287.1,15.3,0.579,0.574,152,1.2,1.2,116.7,101,15.7,287.1,15.3
Isaiah Manderson,USF,.531,.509,116.9,0.095,0.156,0.125,0.084,0.146,0.008,0.01,0.22699999999999998,-4.3,1.2,102.9,111.4,-8.6,134.2,15.3,0.531,0.509,116.9,-4.3,1.2,102.9,111.4,-8.6,134.2,15.3
Bam Bowman,MU,.542,.503,150.4,0.087,0.177,0.132,0.043,0.134,0.012,0.021,0.223,-4.5,1.2,106.5,101.3,5.2,130.8,15.3,0.542,0.503,150.4,-4.5,1.2,106.5,101.3,5.2,130.8,15.3
D.J. Hogg,TAMU,.547,.522,150.7,0.042,0.133,0.09,0.146,0.138,0.015,0.028999999999999998,0.183,0.4,1.2,112.4,99.6,12.8,299.4,15.3,0.547,0.522,150.7,0.4,1.2,112.4,99.6,12.8,299.4,15.3
Clint Robinson,UIC,.655,.582,136.3,0.11699999999999999,0.166,0.14300000000000002,0.021,0.209,0.008,0.069,0.133,-4.8,1.9,120.5,96.6,23.9,159.1,15.3,0.655,0.582,136.3,-4.8,1.9,120.5,96.6,23.9,159.1,15.3
Shaq Calhoun,TTU,.564,.533,161.6,0.018000000000000002,0.114,0.066,0.105,0.115,0.026000000000000002,0.018000000000000002,0.215,-1.6,1.3,109.1,100.0,9.1,195.2,15.3,0.564,0.533,161.6,-1.6,1.3,109.1,100,9.1,195.2,15.3
Lucas Siewert,CU,.637,.596,175.7,0.059000000000000004,0.122,0.092,0.079,0.14400000000000002,0.008,0.026000000000000002,0.17,-2.2,1.5,121.5,106.0,15.5,141.4,15.3,0.637,0.596,175.7,-2.2,1.5,121.5,106,15.5,141.4,15.3
Calvin Hermanson,SMC,.649,.631,172.4,0.033,0.096,0.067,0.06,0.106,0.015,0.011000000000000001,0.168,-1.0,1.4,125.9,102.5,23.4,261.4,15.2,0.649,0.631,172.4,-1,1.4,125.9,102.5,23.4,261.4,15.2
Grantham Gillard,ASU,.529,.500,141.5,0.046,0.153,0.096,0.067,0.092,0.023,0.005,0.205,-1.5,1.2,111.9,111.1,0.8,159.2,15.2,0.529,0.5,141.5,-1.5,1.2,111.9,111.1,0.8,159.2,15.2
Koby McEwen,USU,.530,.489,145.5,0.017,0.187,0.10300000000000001,0.207,0.168,0.013999999999999999,0.001,0.284,-2.6,1.2,100.6,105.1,-4.5,252.5,15.2,0.53,0.489,145.5,-2.6,1.2,100.6,105.1,-4.5,252.5,15.2
Anthony Johnson,UNC,.523,.482,153.0,0.052000000000000005,0.13,0.091,0.055,0.10300000000000001,0.012,0.004,0.257,-3.3,1.2,106.1,100.3,5.8,166.8,15.2,0.523,0.482,153,-3.3,1.2,106.1,100.3,5.8,166.8,15.2
Julian Batts,LIU,.608,.582,159.8,0.016,0.13699999999999998,0.079,0.138,0.129,0.025,0.008,0.154,1.0,1.4,121.6,102.8,18.8,298.8,15.2,0.608,0.582,159.8,1,1.4,121.6,102.8,18.8,298.8,15.2
Tavarius Shine,OSU,.529,.488,149.4,0.052000000000000005,0.094,0.073,0.12,0.107,0.021,0.028999999999999998,0.19,0.1,1.2,114.1,102.6,11.5,210.9,15.2,0.529,0.488,149.4,0.1,1.2,114.1,102.6,11.5,210.9,15.2
Nike Sibande,MU,.542,.507,149.7,0.028999999999999998,0.122,0.076,0.078,0.132,0.02,0.005,0.25,-4.0,1.2,104.0,102.7,1.3,255.1,15.2,0.542,0.507,149.7,-4,1.2,104,102.7,1.3,255.1,15.2
Johnny McCants,NMSU,.544,.570,93.9,0.12,0.185,0.153,0.046,0.15,0.013999999999999999,0.052000000000000005,0.13699999999999998,-2.4,1.3,111.6,88.7,22.9,166.2,15.2,0.544,0.57,93.9,-2.4,1.3,111.6,88.7,22.9,166.2,15.2
Bryce Canda,PSU,.505,.491,138.2,0.039,0.157,0.09300000000000001,0.11900000000000001,0.1,0.025,0.006,0.196,0.3,1.1,109.5,103.4,6.0,351.4,15.2,0.505,0.491,138.2,0.3,1.1,109.5,103.4,6,351.4,15.2
Arkel Lamar,UMBC,.517,.510,136.7,0.046,0.205,0.12300000000000001,0.081,0.106,0.024,0.023,0.207,-1.6,1.2,103.5,96.5,7.0,261.1,15.2,0.517,0.51,136.7,-1.6,1.2,103.5,96.5,7,261.1,15.2
Kajon Mack,TTU,.531,.473,150.3,0.038,0.126,0.08199999999999999,0.21899999999999997,0.135,0.017,0.012,0.19399999999999998,2.1,1.3,111.4,102.2,9.2,321.0,15.2,0.531,0.473,150.3,2.1,1.3,111.4,102.2,9.2,321,15.2
Liam O'Reilly,GWU,.545,.517,163.7,0.012,0.146,0.079,0.22899999999999998,0.179,0.017,0.002,0.249,-1.4,1.2,101.9,104.0,-2.1,293.1,15.1,0.545,0.517,163.7,-1.4,1.2,101.9,104,-2.1,293.1,15.1
