"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"25","Daequan Cook","OSU",0.548,0.53,155.7,0.044,0.206,0.127,0.11,0.138,0.022,0.014,0.274,-3.9,1.2,106.1,92.4,13.7,240.8,20.2,"SG",20,"MIA",59,1441,7.9,0.48,0.463,0.111,0.016,0.133,0.074,0.091,0.008,0.005,0.105,0.198,-1,0.6,-0.4,-0.013,-2.8,-2.3,-5.1,-1.1,"SF",21,"MIA",75,1833,10.3,0.512,0.612,0.087,0.012,0.112,0.062,0.062,0.011,0.004,0.059,0.182,0.9,1.3,2.2,0.056,-0.7,-2.3,-3,-0.5,"SG",22,"MIA",45,691,7.5,0.422,0.498,0.099,0.015,0.123,0.07,0.098,0.011,0.012,0.083,0.196,-0.7,0.8,0.1,0.01,-3.4,-1.1,-4.5,-0.4
"26","Dominic McGuire","CSUF",0.526,0.502,135.5,0.072,0.219,0.15,0.22,0.225,0.015,0.101,0.25,-4.5,1.3,96.4,84.9,11.5,454.9,19.8,"SG",22,"WAS",70,695,6.6,0.397,0.058,0.311,0.087,0.149,0.117,0.083,0.015,0.031,0.255,0.104,-0.6,0.6,0,-0.003,-4.8,1.8,-3.1,-0.2,"SF",23,"WAS",79,2072,10.8,0.483,0.012,0.315,0.062,0.184,0.121,0.138,0.016,0.029,0.2,0.101,0.5,1.3,1.7,0.04,-2.7,2.2,-0.5,0.8,"SF",24,"TOT",51,307,3.8,0.345,0,0.135,0.085,0.213,0.148,0.051,0.008,0.01,0.236,0.106,-0.5,0.3,-0.2,-0.038,-7.1,0.2,-6.9,-0.4
"29","Glen Davis","LSU",0.556,0.507,154.3,0.134,0.203,0.17,0.146,0.151,0.019,0.029,0.276,-3.9,1.4,113.3,92,21.3,428.9,25,"C",22,"BOS",69,940,11.3,0.545,0,0.679,0.128,0.135,0.132,0.046,0.017,0.017,0.185,0.174,0.6,1.9,2.5,0.128,-2.7,1.1,-1.6,0.1,"C",23,"BOS",76,1637,10.7,0.502,0.011,0.396,0.094,0.128,0.112,0.065,0.017,0.009,0.118,0.171,1,2.7,3.7,0.108,-2.1,1.1,-1,0.4,"PF",24,"BOS",54,933,11.5,0.5,0.014,0.495,0.137,0.133,0.135,0.059,0.012,0.012,0.135,0.197,0.5,1.2,1.6,0.084,-2.5,-0.5,-3,-0.2
"30","Jared Dudley","BC",0.652,0.618,174.9,0.1,0.154,0.129,0.173,0.151,0.022,0.008,0.232,-1.6,1.6,128.5,103.3,25.2,478.9,25.5,"PF",22,"CHA",73,1384,13.6,0.528,0.118,0.339,0.1,0.138,0.119,0.093,0.021,0.005,0.111,0.149,1.8,1.1,2.9,0.1,-0.5,0.2,-0.3,0.6,"SF",23,"CHA",20,427,10.6,0.507,0.083,0.25,0.073,0.098,0.086,0.073,0.023,0.004,0.086,0.129,0.3,0.5,0.8,0.094,-1.6,1,-0.6,0.1,"SF",24,"PHO",82,1991,13.6,0.612,0.535,0.282,0.059,0.098,0.08,0.079,0.02,0.006,0.11,0.137,4,1.3,5.3,0.129,3.3,0.4,3.7,2.9
"33","Jeff Green","GU",0.596,0.56,166.3,0.072,0.166,0.124,0.207,0.178,0.016,0.043,0.247,-1.6,1.4,117.6,94.7,22.9,434.6,22.6,"SF",21,"SEA",80,2253,9.8,0.491,0.101,0.318,0.049,0.134,0.092,0.082,0.01,0.016,0.156,0.194,-1.3,1.5,0.2,0.003,-3.3,0.1,-3.2,-0.7,"PF",22,"OKC",78,2873,13.9,0.536,0.231,0.287,0.047,0.163,0.104,0.091,0.014,0.008,0.126,0.212,1.8,2.4,4.2,0.07,-0.5,-0.4,-0.8,0.8,"PF",23,"OKC",82,3043,13.8,0.53,0.292,0.208,0.043,0.139,0.092,0.072,0.018,0.018,0.104,0.192,2.5,4.2,6.6,0.105,0,1.1,1.1,2.4
"34","Joakim Noah","UF",0.631,0.609,227,0.13,0.247,0.194,0.163,0.209,0.026,0.071,0.237,-3.9,1.7,118.5,84.6,33.9,529.9,27,"C",22,"CHI",74,1534,15.5,0.539,0.003,0.529,0.124,0.184,0.153,0.086,0.023,0.033,0.164,0.156,1.5,2.3,3.8,0.12,-1.2,2.8,1.6,1.4,"C",23,"CHI",80,1938,16.5,0.594,0.003,0.489,0.145,0.213,0.179,0.081,0.013,0.041,0.154,0.123,3.8,2.7,6.4,0.159,0.5,2.8,3.4,2.6,"C",24,"CHI",64,1925,17.9,0.557,0,0.421,0.129,0.276,0.203,0.108,0.009,0.04,0.16,0.171,2.7,3.5,6.2,0.154,-0.7,3.3,2.5,2.2
"35","Joel Anthony","UNLV",0.603,0.597,120.1,0.108,0.155,0.131,0.045,0.159,0.016,0.179,0.144,-3,1.4,117.9,92.6,25.3,263.9,20.4,"PF",25,"MIA",24,498,8.8,0.521,0,0.817,0.09,0.134,0.112,0.009,0.01,0.05,0.172,0.094,0.1,0.4,0.6,0.054,-4.8,1.4,-3.4,-0.2,"C",26,"MIA",65,1048,9.3,0.521,0,0.39,0.101,0.124,0.112,0.037,0.01,0.072,0.229,0.08,0.4,1.4,1.7,0.079,-4,4.1,0.2,0.6,"C",27,"MIA",80,1322,10.2,0.546,0,0.579,0.11,0.111,0.111,0.013,0.008,0.067,0.184,0.087,1,2,3.1,0.111,-3.1,3.5,0.4,0.8
"36","Josh McRoberts","DUKE",0.542,0.509,138.3,0.074,0.191,0.134,0.206,0.168,0.02,0.069,0.211,-0.4,1.3,111.6,88.8,22.8,455.8,21.3,"PF",20,"POR",8,28,20.3,0.6,0.1,0,0.084,0.335,0.21,0.137,0.02,0,0.167,0.203,0,0,0.1,0.131,-1,0.8,-0.3,0,"PF",21,"IND",33,279,12.5,0.451,0.12,0.157,0.102,0.191,0.146,0.084,0.021,0.043,0.119,0.157,0,0.4,0.4,0.073,-3.3,2.2,-1.1,0.1,"C",22,"IND",42,524,14.8,0.55,0.158,0.26,0.083,0.182,0.132,0.135,0.016,0.022,0.105,0.153,0.8,0.7,1.5,0.134,-0.7,1.4,0.7,0.4
"37","Julian Wright","KU",0.566,0.553,139.3,0.108,0.202,0.158,0.145,0.184,0.03,0.053,0.229,-3.3,1.3,109.1,82.9,26.2,446.9,22.3,"SF",20,"NOH",57,640,15.4,0.581,0.142,0.308,0.059,0.157,0.107,0.095,0.024,0.015,0.151,0.164,0.7,0.9,1.7,0.126,-1,1.6,0.6,0.4,"SF",21,"NOH",54,772,12.6,0.479,0.09,0.128,0.072,0.166,0.119,0.094,0.025,0.021,0.148,0.181,-0.4,1.2,0.8,0.048,-3.7,1.6,-2.1,0,"SF",22,"NOH",68,871,11.8,0.518,0.026,0.177,0.077,0.118,0.097,0.07,0.017,0.016,0.15,0.154,0.2,0.6,0.8,0.044,-3,0.2,-2.8,-0.2
"39","Kevin Durant","UT",0.587,0.535,169.3,0.09,0.24,0.165,0.086,0.114,0.03,0.055,0.332,-5.2,1.4,120.3,92.3,28.1,684.5,32.7,"SG",19,"SEA",80,2768,15.8,0.519,0.15,0.328,0.028,0.109,0.069,0.12,0.014,0.019,0.129,0.281,0.4,1.9,2.3,0.04,-0.6,-0.7,-1.4,0.4,"SF",20,"OKC",74,2885,20.8,0.577,0.165,0.377,0.03,0.164,0.096,0.135,0.017,0.014,0.122,0.283,5.2,2.7,7.9,0.132,2.2,-0.5,1.8,2.8,"SF",21,"OKC",82,3239,26.2,0.607,0.21,0.504,0.038,0.179,0.11,0.135,0.018,0.019,0.117,0.32,11.1,5,16.1,0.238,4.9,0.2,5.1,5.8
"40","Marcus Williams","SFC",0.454,0.427,120.7,0.064,0.118,0.09,0.177,0.277,0.031,0.01,0.186,-4.9,1.1,84,100.5,-16.5,161.6,9.8,"PF-SF",21,"TOT",11,36,6.8,0.25,0,0,0.127,0.258,0.192,0.148,0.014,0.021,0,0.257,-0.1,0,-0.1,-0.134,-8.4,-0.5,-8.9,-0.1,"PG",23,"GSW",9,54,3.7,0.305,0.353,0.353,0,0.081,0.04,0.326,0.009,0.013,0.169,0.187,-0.1,0,-0.1,-0.127,-6.7,-4.9,-11.7,-0.1,"PG",24,"MEM",62,872,10.6,0.456,0.299,0.203,0.017,0.107,0.062,0.267,0.019,0.001,0.2,0.185,-0.4,0.5,0,0.002,-2.4,-2,-4.5,-0.5
"48","Mario West","GT",0.595,0.562,150.9,0.049,0.107,0.078,0.141,0.221,0.05,0.024,0.13,-0.1,1.5,115,94.7,20.3,156.8,15.2,"SG",23,"ATL",64,269,8.6,0.488,0.082,0.531,0.113,0.095,0.104,0.072,0.024,0.011,0.13,0.117,0.2,0.2,0.5,0.082,-1.9,0,-1.9,0,"SG",24,"ATL",53,269,10,0.456,0.029,0.882,0.105,0.139,0.122,0.101,0.036,0.011,0.216,0.105,0,0.4,0.4,0.08,-2.9,2.8,-0.1,0.1,"SG",25,"ATL",39,142,9.9,0.591,0.048,0.476,0.065,0.158,0.111,0.088,0.03,0,0.216,0.105,0.1,0.2,0.3,0.106,-2.1,1.3,-0.8,0
"49","Mike Conley","OSU",0.584,0.552,151.7,0.027,0.099,0.064,0.366,0.186,0.043,0.009,0.197,6.1,1.4,121,93.3,27.7,481.5,22.4,"PG",20,"MEM",53,1381,12.6,0.502,0.206,0.278,0.017,0.097,0.056,0.253,0.016,0.001,0.152,0.188,0.6,0.5,1.1,0.038,-1.1,-1.8,-3,-0.3,"PG",21,"MEM",82,2508,14.3,0.548,0.297,0.27,0.012,0.125,0.068,0.237,0.019,0.003,0.149,0.179,2.7,1.9,4.5,0.086,0.5,-0.7,-0.2,1.1,"PG",22,"MEM",80,2569,13.9,0.526,0.255,0.225,0.014,0.073,0.043,0.248,0.022,0.004,0.157,0.184,2.6,1.3,4,0.074,0.7,-1.4,-0.7,0.8
"50","Nick Young","USC",0.609,0.573,175,0.044,0.112,0.08,0.094,0.145,0.012,0.008,0.264,-4.5,1.4,113.3,100,13.3,335.1,19.7,"SG",22,"WAS",75,1158,11.6,0.527,0.209,0.259,0.023,0.096,0.058,0.096,0.016,0.005,0.15,0.249,-0.1,0.6,0.4,0.017,-2.5,-3.1,-5.6,-1.1,"SG",23,"WAS",82,1837,13.1,0.53,0.217,0.255,0.019,0.078,0.048,0.09,0.011,0.009,0.099,0.231,1.2,-0.1,1.2,0.03,-1.1,-3.8,-4.9,-1.3,"SG",24,"WAS",74,1421,10.7,0.519,0.305,0.233,0.016,0.067,0.041,0.057,0.01,0.004,0.083,0.214,0.9,0.5,1.4,0.046,-1.2,-3.3,-4.5,-0.9
"51","Ramon Sessions","UNR",0.552,0.482,165.7,0.047,0.126,0.091,0.279,0.184,0.017,0.006,0.229,2,1.3,114.9,100.3,14.6,350.6,18.9,"PG",21,"MIL",17,450,16.2,0.507,0.06,0.35,0.02,0.136,0.076,0.435,0.02,0.005,0.21,0.171,0.5,0.2,0.7,0.077,-0.9,-2.1,-3.1,-0.1,"PG",22,"MIL",79,2173,17.6,0.525,0.044,0.457,0.033,0.117,0.073,0.346,0.02,0.003,0.14,0.224,3.5,2.1,5.6,0.123,1.1,-0.3,0.8,1.5,"PG",23,"MIN",82,1732,12.9,0.513,0.027,0.42,0.037,0.103,0.069,0.233,0.016,0.002,0.172,0.199,0.5,0.6,1.1,0.031,-1.9,-1.5,-3.4,-0.6
"52","Randolph Morris","UK",0.621,0.592,127.5,0.09,0.228,0.164,0.091,0.144,0.016,0.08,0.281,-5.2,1.6,117.1,92.6,24.5,446,27.7,"C",22,"NYK",18,181,4.3,0.396,0,0.5,0.073,0.162,0.116,0.018,0.012,0.009,0.113,0.198,-0.3,0.1,-0.2,-0.061,-7.7,-3.1,-10.8,-0.4,"C",23,"ATL",23,89,1.8,0.48,0,0.235,0.053,0.21,0.132,0.033,0.012,0.009,0.272,0.136,-0.1,0.1,0,-0.013,-8,-0.5,-8.5,-0.1,"PF",24,"ATL",28,124,14.6,0.586,0,0.659,0.093,0.266,0.179,0.026,0.021,0.018,0.185,0.241,0.1,0.2,0.3,0.108,-4.5,-2.1,-6.6,-0.1
"53","Rodney Stuckey","EWU",0.573,0.496,156.7,0.045,0.115,0.082,0.336,0.136,0.045,0.01,0.344,0.9,1.4,120,104.3,15.7,459,30.3,"PG",21,"DET",57,1081,13.8,0.484,0.042,0.408,0.035,0.108,0.071,0.239,0.025,0.004,0.148,0.231,0.4,1.6,2,0.09,-1.6,0.5,-1.1,0.3,"PG",22,"DET",79,2517,14.8,0.508,0.085,0.318,0.032,0.098,0.065,0.261,0.017,0.003,0.143,0.23,1.7,2.2,3.8,0.073,0,-0.5,-0.5,1,"PG",23,"DET",73,2499,15.6,0.479,0.071,0.324,0.031,0.111,0.068,0.247,0.022,0.004,0.114,0.264,1.4,1.3,2.7,0.052,0.2,-1,-0.8,0.7
"54","Spencer Hawes","UW",0.563,0.533,162,0.08,0.177,0.128,0.137,0.16,0.01,0.06,0.258,-3.9,1.3,110.8,103,7.8,332,20.7,"C",19,"SAC",71,931,11.6,0.486,0.066,0.182,0.088,0.201,0.146,0.077,0.008,0.033,0.14,0.192,-0.2,0.8,0.6,0.033,-3.9,-0.5,-4.4,-0.6,"C",20,"SAC",77,2259,13,0.509,0.144,0.17,0.076,0.209,0.142,0.113,0.01,0.031,0.157,0.202,-0.4,1.2,0.8,0.016,-2.4,0.2,-2.1,-0.1,"C",21,"SAC",72,1904,13.8,0.507,0.131,0.159,0.086,0.177,0.131,0.132,0.009,0.032,0.155,0.196,0.5,1.6,2.1,0.054,-1.4,1.1,-0.3,0.8
"55","Thaddeus Young","GT",0.552,0.531,164.1,0.093,0.103,0.098,0.129,0.142,0.024,0.015,0.242,-2.6,1.2,114.8,100.9,13.9,289,19.8,"PF",19,"PHI",74,1554,16.5,0.57,0.039,0.21,0.091,0.148,0.119,0.062,0.025,0.004,0.107,0.174,2.6,2,4.5,0.14,0.3,0.3,0.6,1,"PF",20,"PHI",75,2580,15.3,0.549,0.171,0.197,0.064,0.111,0.088,0.058,0.021,0.007,0.102,0.205,3,2.5,5.5,0.102,0.8,-0.2,0.5,1.7,"PF",21,"PHI",67,2145,14,0.523,0.17,0.203,0.07,0.123,0.096,0.075,0.02,0.006,0.125,0.215,0.9,1.2,2.1,0.047,-0.5,-1.3,-1.8,0.1
"56","Wilson Chandler","DEP",0.516,0.495,143.8,0.069,0.185,0.128,0.098,0.102,0.013,0.05,0.268,-2.3,1.2,106.8,97.9,8.9,339.6,20.5,"SF",20,"NYK",35,685,11.7,0.48,0.124,0.223,0.061,0.153,0.106,0.081,0.011,0.018,0.092,0.192,0.2,0.4,0.5,0.038,-2.6,-0.9,-3.5,-0.3,"SF",21,"NYK",82,2735,12.9,0.515,0.298,0.204,0.035,0.147,0.089,0.099,0.013,0.02,0.108,0.205,1,2.1,3.1,0.054,-1.2,0.3,-0.9,0.8,"SG",22,"NYK",65,2320,13.7,0.534,0.174,0.186,0.045,0.127,0.085,0.098,0.01,0.016,0.104,0.202,1.8,0.9,2.7,0.057,-1,-0.8,-1.8,0.1
