"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"35","Ekpe Udoh","BU",0.535,0.499,144.4,0.129,0.179,0.156,0.144,0.157,0.014,0.113,0.221,-1.8,1.3,114.5,92.2,22.3,570,23.5,"C",23,"GSW",58,1030,9.7,0.472,0,0.288,0.086,0.114,0.1,0.054,0.011,0.064,0.161,0.128,0,0.7,0.7,0.032,-4.1,2.2,-2,0,"C",24,"MIL",23,463,14.3,0.492,0.018,0.455,0.097,0.159,0.127,0.081,0.017,0.06,0.12,0.143,0.5,0.6,1.1,0.119,-1.9,3.4,1.5,0.4,"C",25,"MIL",76,1312,12,0.503,0.004,0.442,0.089,0.117,0.103,0.047,0.015,0.047,0.118,0.121,1.1,1.5,2.7,0.098,-2.8,2.4,-0.5,0.5
"38","Eric Bledsoe","UK",0.567,0.542,151.3,0.019,0.085,0.054,0.17,0.231,0.026,0.011,0.203,-3.4,1.3,102.8,95.1,7.7,247.1,13.8,"PG",21,"LAC",81,1841,10.8,0.499,0.239,0.274,0.044,0.098,0.071,0.242,0.026,0.011,0.263,0.179,-1.3,1.6,0.3,0.008,-2.6,0.6,-2,0,"PG",22,"LAC",40,464,11.2,0.454,0.238,0.349,0.056,0.111,0.083,0.216,0.036,0.025,0.244,0.191,-0.4,0.6,0.2,0.022,-3,2,-0.9,0.1,"PG",23,"LAC",76,1553,17.5,0.513,0.137,0.236,0.061,0.111,0.086,0.235,0.037,0.03,0.179,0.225,1.1,2.6,3.7,0.115,0,2.7,2.7,1.9
"39","Evan Turner","OSU",0.582,0.542,163.7,0.072,0.231,0.156,0.359,0.2,0.03,0.029,0.328,-1.2,1.4,112.2,87.4,24.8,538.9,28.2,"SG",22,"PHI",78,1797,10.8,0.484,0.083,0.236,0.027,0.169,0.098,0.134,0.014,0.006,0.12,0.17,0,2.2,2.3,0.06,-3.1,0.7,-2.4,-0.2,"SF",23,"PHI",65,1713,12.6,0.478,0.083,0.183,0.017,0.228,0.122,0.169,0.012,0.009,0.141,0.203,-0.6,3,2.4,0.068,-3.3,1.5,-1.8,0.1,"SF",24,"PHI",82,2892,12.1,0.478,0.151,0.198,0.021,0.185,0.101,0.197,0.013,0.005,0.14,0.212,-0.7,2.9,2.1,0.035,-2.4,0.3,-2.1,-0.1
"40","Gordon Hayward","BU",0.602,0.528,158.8,0.076,0.234,0.157,0.121,0.151,0.02,0.028,0.249,-3.7,1.5,117.4,89.4,28,467.2,23.4,"SF",20,"UTA",72,1218,10.7,0.578,0.253,0.331,0.04,0.098,0.069,0.102,0.013,0.013,0.173,0.153,0.8,0.4,1.2,0.048,-1.4,-1.4,-2.8,-0.2,"SF",21,"UTA",66,2015,15.5,0.568,0.271,0.396,0.033,0.099,0.066,0.159,0.014,0.016,0.137,0.178,3.8,1,4.9,0.116,2,-0.1,1.9,2,"SF",22,"UTA",72,2104,16.8,0.564,0.318,0.38,0.028,0.098,0.063,0.167,0.015,0.014,0.117,0.221,4.2,1.2,5.4,0.123,2.4,-1.2,1.3,1.7
"41","Greg Monroe","GU",0.567,0.534,144.4,0.085,0.252,0.175,0.222,0.188,0.022,0.049,0.268,-2.4,1.4,109.9,93.6,16.2,511.9,23.9,"C",20,"DET",80,2222,18,0.575,0.002,0.424,0.13,0.204,0.165,0.075,0.023,0.016,0.11,0.154,4.7,1.9,6.6,0.143,1.4,1,2.5,2.5,"C",21,"DET",66,2082,22,0.563,0.001,0.348,0.133,0.236,0.183,0.14,0.021,0.017,0.152,0.236,4.3,2.7,7,0.161,2.4,1.4,3.8,3.1,"C",22,"DET",81,2687,19.5,0.527,0.004,0.371,0.099,0.236,0.167,0.186,0.021,0.016,0.16,0.248,2.7,3.2,5.9,0.105,0.6,1.8,2.4,3
"42","Ish Smith","WF",0.442,0.434,113.7,0.027,0.108,0.068,0.333,0.171,0.026,0.017,0.23,2.3,1,96.7,97.3,-0.6,313.4,15.3,"PG",22,"TOT",43,442,7.6,0.406,0.087,0.183,0.018,0.103,0.061,0.255,0.021,0.003,0.215,0.159,-0.5,0.4,-0.1,-0.016,-5.1,-1.1,-6.1,-0.5,"PG",23,"TOT",26,234,14.1,0.422,0.111,0.123,0.034,0.139,0.086,0.292,0.034,0.007,0.132,0.196,0,0.3,0.3,0.062,-2.4,0.7,-1.7,0,"PG",24,"MIL",16,138,12.1,0.442,0.233,0,0.008,0.113,0.058,0.327,0.029,0.016,0.189,0.167,0,0.2,0.1,0.049,-3.5,-0.5,-4,-0.1
"69","James Anderson","OSU",0.596,0.532,160.9,0.067,0.128,0.098,0.167,0.112,0.024,0.019,0.316,-2.1,1.5,121.6,98.7,22.9,453.2,27.6,"SF",21,"SAS",26,286,8.5,0.529,0.568,0.222,0.008,0.083,0.047,0.092,0.005,0.015,0.128,0.164,0.1,0.2,0.3,0.051,-1.9,-1.5,-3.4,-0.1,"SG",22,"SAS",51,603,8.8,0.483,0.391,0.299,0.031,0.118,0.075,0.096,0.007,0.002,0.132,0.172,0.1,0.4,0.5,0.04,-2.2,-1.4,-3.6,-0.2,"SG",23,"HOU",29,307,14.2,0.526,0.485,0.188,0.056,0.157,0.107,0.164,0.02,0.007,0.141,0.181,0.4,0.3,0.7,0.105,0.2,-0.1,0,0.2
"72","James Johnson","QU",0.523,0.456,160.6,0.029,0.071,0.05,0.23,0.159,0.025,0.003,0.204,1.5,1.2,112.1,99,13.1,264,15.6,"SF",23,"TOR",25,699,13.2,0.517,0.128,0.296,0.051,0.151,0.1,0.161,0.018,0.03,0.172,0.171,0.2,0.4,0.6,0.044,-1.1,1.3,0.3,0.4,"SF",24,"TOR",62,1561,14.5,0.498,0.116,0.222,0.056,0.162,0.11,0.139,0.024,0.044,0.151,0.202,0.1,2.5,2.6,0.079,-1.6,3.4,1.9,1.5,"SF",25,"SAC",54,878,10.2,0.442,0.074,0.237,0.062,0.129,0.095,0.102,0.024,0.045,0.179,0.193,-1.1,0.6,-0.5,-0.028,-4.5,1.5,-3,-0.2
"75","Jeremy Evans","WKU",0.668,0.656,158.7,0.132,0.178,0.155,0.059,0.124,0.019,0.072,0.168,-2.2,1.6,133,95.4,37.6,378.1,23.8,"SF",23,"UTA",49,463,18.8,0.678,0.009,0.322,0.093,0.161,0.126,0.085,0.019,0.03,0.126,0.149,1.2,0.4,1.6,0.167,1,0.2,1.2,0.4,"SF",24,"UTA",29,217,19.6,0.632,0.024,0.381,0.099,0.166,0.132,0.091,0.015,0.088,0.093,0.112,0.6,0.3,0.9,0.193,1,4.7,5.7,0.4,"PF",25,"UTA",37,215,19.9,0.641,0.023,0.75,0.14,0.176,0.158,0.08,0.02,0.048,0.12,0.141,0.7,0.3,0.9,0.208,1.6,2.1,3.7,0.3
"76","Jeremy Lin","HAR",0.626,0.571,161.5,0.035,0.132,0.087,0.305,0.191,0.047,0.038,0.262,-0.4,1.7,117.9,91.1,26.8,387,25.5,"PG",22,"GSW",29,285,14.8,0.458,0.069,0.347,0.047,0.089,0.068,0.204,0.059,0.024,0.178,0.156,0,0.4,0.5,0.078,-2.4,3,0.6,0.2,"PG",23,"NYK",35,940,19.9,0.552,0.196,0.478,0.022,0.111,0.066,0.41,0.03,0.008,0.214,0.281,1.3,1.4,2.7,0.14,2,0.2,2.2,1,"PG",24,"HOU",82,2640,14.9,0.538,0.287,0.307,0.014,0.091,0.053,0.294,0.025,0.008,0.188,0.208,3,2.5,5.4,0.099,0.4,-0.1,0.3,1.5
"77","John Wall","UK",0.562,0.503,154,0.026,0.102,0.066,0.343,0.213,0.029,0.015,0.257,0.8,1.4,111.4,93.7,17.7,466.2,20.9,"PG",20,"WAS",69,2606,15.8,0.494,0.118,0.404,0.015,0.128,0.069,0.36,0.024,0.01,0.186,0.238,0.3,1.9,2.2,0.041,0,-0.2,-0.2,1.2,"PG",21,"WAS",66,2386,17.7,0.502,0.047,0.45,0.023,0.12,0.071,0.369,0.021,0.018,0.192,0.249,1.7,1.9,3.5,0.071,0.5,0.1,0.6,1.6,"PG",22,"WAS",49,1602,20.8,0.521,0.061,0.416,0.024,0.112,0.068,0.439,0.021,0.018,0.153,0.293,2.2,2.2,4.5,0.134,2.5,0.9,3.4,2.2
"78","Jordan Crawford","XAV",0.564,0.532,162.6,0.034,0.119,0.079,0.201,0.118,0.023,0.006,0.309,-1.5,1.3,114.6,97.2,17.4,412.5,24,"SG",22,"TOT",42,1027,11.8,0.456,0.256,0.168,0.034,0.086,0.059,0.198,0.02,0.002,0.134,0.27,-1,0.5,-0.6,-0.026,-1.4,-2.5,-3.8,-0.5,"SG",23,"WAS",64,1753,14.5,0.488,0.313,0.233,0.028,0.081,0.054,0.193,0.017,0.002,0.128,0.281,0.3,0.7,1.1,0.029,0.7,-3,-2.3,-0.2,"SG",24,"BOS",27,582,12,0.512,0.346,0.244,0.027,0.12,0.075,0.194,0.011,0.003,0.155,0.231,0,0.5,0.5,0.041,-1.4,-1.6,-3.1,-0.2
"87","Lance Stephenson","UC",0.495,0.463,132.4,0.072,0.14,0.106,0.193,0.161,0.02,0.007,0.262,-2.6,1.1,101.4,99.5,1.9,258.4,17.2,"SG",20,"IND",12,115,5.5,0.41,0.128,0.359,0.01,0.163,0.087,0.283,0.018,0,0.262,0.235,-0.4,0.1,-0.2,-0.093,-7.4,-0.7,-8.1,-0.2,"SG",21,"IND",42,442,7,0.4,0.24,0.136,0.031,0.104,0.067,0.165,0.025,0.009,0.214,0.173,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.2,"SG",22,"IND",78,2278,11.8,0.53,0.314,0.192,0.023,0.123,0.074,0.162,0.019,0.005,0.144,0.152,1.8,3.6,5.5,0.115,-0.6,1.6,0.9,1.7
"88","Landry Fields","SU",0.56,0.519,152.4,0.079,0.207,0.141,0.196,0.117,0.026,0.023,0.316,-2,1.4,113.8,98.2,15.6,507.9,27.1,"SG",22,"NYK",82,2541,13.5,0.598,0.364,0.244,0.047,0.189,0.117,0.09,0.016,0.005,0.138,0.135,3.4,1.8,5.3,0.1,0.5,0.1,0.6,1.7,"SG",23,"NYK",66,1894,12,0.506,0.236,0.267,0.036,0.135,0.085,0.145,0.021,0.007,0.151,0.16,0.8,2.6,3.4,0.085,-1.1,1.5,0.4,1.2,"SF",24,"TOR",51,1037,10.3,0.487,0.063,0.238,0.067,0.174,0.119,0.089,0.016,0.006,0.146,0.129,0.3,0.8,1.1,0.052,-2.7,0.7,-1.9,0
"89","Larry Sanders","VCU",0.563,0.54,142.5,0.129,0.245,0.188,0.078,0.115,0.016,0.088,0.267,-3.7,1.4,116.1,90.6,25.5,469.4,27.7,"C",22,"MIL",60,872,11,0.448,0,0.187,0.077,0.163,0.119,0.032,0.013,0.065,0.116,0.176,-0.7,1.8,1,0.057,-6.2,3,-3.2,-0.3,"PF",23,"MIL",52,643,13.3,0.463,0.011,0.207,0.103,0.173,0.137,0.078,0.025,0.089,0.176,0.167,-0.3,1.2,1,0.072,-3.9,5.3,1.5,0.6,"C",24,"MIL",71,1937,18.7,0.523,0.003,0.225,0.12,0.258,0.186,0.068,0.014,0.076,0.116,0.169,2.3,3.7,6,0.149,-1.8,4.3,2.5,2.2
"90","Lazar Hayward","MU",0.536,0.495,162.4,0.083,0.212,0.147,0.112,0.104,0.036,0.017,0.317,-3.1,1.2,109.9,93.3,16.7,402.4,24.5,"SF",24,"MIN",42,419,10.8,0.464,0.39,0.273,0.059,0.128,0.093,0.103,0.014,0.013,0.099,0.195,0.1,0.2,0.3,0.035,-1.7,-1.9,-3.6,-0.2,"SF",25,"OKC",26,141,3.1,0.427,0.368,0.316,0.017,0.106,0.065,0.042,0.011,0.005,0.172,0.168,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,"SF",26,"MIN",4,31,11.2,0.396,0.4,0.6,0,0.152,0.074,0.142,0.033,0,0,0.183,0,0,0.1,0.087,-2.5,-0.4,-2.9,0
"91","Luke Babbitt","UNR",0.614,0.542,183.3,0.066,0.196,0.134,0.11,0.118,0.016,0.02,0.269,-2.5,1.5,124.4,102.5,21.8,538.6,26.5,"SF",21,"POR",24,137,1,0.305,0.291,0.164,0.051,0.224,0.134,0.069,0.008,0.012,0.119,0.228,-0.6,0.1,-0.4,-0.143,-9.6,-2.5,-12,-0.3,"SF",22,"POR",40,537,11.3,0.556,0.578,0.116,0.034,0.175,0.103,0.048,0.01,0.006,0.129,0.178,0.4,0.3,0.7,0.064,-0.9,-2.5,-3.4,-0.2,"PF",23,"POR",62,730,9.4,0.509,0.761,0.056,0.024,0.197,0.109,0.062,0.01,0.005,0.084,0.164,0.3,0.4,0.7,0.047,-1.2,-2.3,-3.6,-0.3
"92","Patrick Patterson","UK",0.624,0.607,161.5,0.105,0.135,0.121,0.055,0.086,0.012,0.041,0.181,-1.3,1.5,132.9,94.1,38.8,498.5,22.1,"PF",21,"HOU",52,868,16.7,0.574,0.007,0.157,0.112,0.149,0.131,0.076,0.01,0.03,0.098,0.161,1.7,0.7,2.4,0.134,0,0.5,0.5,0.5,"PF",22,"HOU",64,1483,11.5,0.457,0.006,0.112,0.087,0.137,0.112,0.057,0.01,0.018,0.084,0.179,0.5,1.1,1.6,0.052,-2.7,-0.2,-2.9,-0.3,"PF",23,"HOU",47,1219,15.5,0.571,0.211,0.108,0.069,0.136,0.103,0.07,0.007,0.017,0.081,0.186,2.2,0.8,3,0.12,0.6,-0.7,-0.2,0.6
"95","Paul George","CSUF",0.572,0.506,168.7,0.066,0.189,0.128,0.226,0.181,0.041,0.03,0.279,-3.8,1.3,108,93.7,14.2,376.5,23.5,"SG",20,"IND",61,1265,13,0.542,0.349,0.256,0.033,0.163,0.098,0.083,0.025,0.015,0.137,0.178,0.5,1.9,2.4,0.091,-1.2,1.2,0,0.6,"SG",21,"IND",66,1958,16.5,0.555,0.366,0.285,0.032,0.179,0.106,0.136,0.029,0.015,0.14,0.193,2.8,3.2,6,0.148,1.9,1.9,3.9,2.9,"SF",22,"IND",79,2972,16.8,0.531,0.399,0.233,0.034,0.19,0.113,0.196,0.026,0.013,0.152,0.235,2.7,6.3,9,0.145,1.8,2.9,4.7,5
"96","Quincy Pondexter","UW",0.608,0.547,170.8,0.102,0.15,0.126,0.112,0.106,0.022,0.017,0.257,-2.1,1.5,126.9,95.5,31.4,503.8,26.2,"SF",22,"NOH",66,734,8.5,0.482,0.278,0.189,0.038,0.108,0.073,0.059,0.013,0.011,0.076,0.137,0.2,0.7,0.9,0.06,-2.8,0,-2.8,-0.1,"SF",23,"MEM",64,1002,9.4,0.517,0.305,0.222,0.063,0.085,0.073,0.041,0.014,0.004,0.103,0.132,0.9,0.9,1.7,0.082,-1.1,-0.8,-1.9,0,"SF",24,"MEM",59,1243,11,0.565,0.508,0.251,0.04,0.086,0.063,0.076,0.015,0.004,0.112,0.139,1.7,1.5,3.2,0.125,0.5,0.1,0.6,0.8
