Player,team_name_college,true_shooting_pct_college,effective_field_goal_pct_college,total_shooting_pct_college,off_reb_rate_college,def_reb_rate_college,tot_reb_rate_college,assist_rate_college,turnover_rate_college,steal_rate_college,block_rate_college,usage_rate_college,pure_point_rating_college,points_per_shot_college,off_rating_college,def_rating_college,net_rating_college,floor_impact_counter_college,PER_college,true_shooting_pct,effective_field_goal_pct,total_shooting_pct,pure_point_rating,points_per_shot,off_rating,def_rating,net_rating,floor_impact_counter,PER
Jordan Geist,MU,.573,.533,155.1,0.028999999999999998,0.13699999999999998,0.083,0.20199999999999999,0.14300000000000002,0.019,0,0.235,-0.4,1.3,115.2,101.9,13.3,313.0,18.5,0.573,0.533,155.1,-0.4,1.3,115.2,101.9,13.3,313,18.5
Tajuan Agee,IC,.552,.511,154.3,0.078,0.247,0.165,0.087,0.16699999999999998,0.02,0.028999999999999998,0.261,-5.8,1.3,103.5,100.8,2.7,306.8,18.5,0.552,0.511,154.3,-5.8,1.3,103.5,100.8,2.7,306.8,18.5
Zigmars Raimo,UH,.550,.545,108.6,0.10400000000000001,0.163,0.134,0.09699999999999999,0.132,0.027000000000000003,0.013000000000000001,0.22899999999999998,-2.9,1.3,108.8,98.1,10.7,262.8,18.5,0.55,0.545,108.6,-2.9,1.3,108.8,98.1,10.7,262.8,18.5
Kristian Doolittle,OU,.553,.502,127.7,0.057,0.20199999999999999,0.133,0.11199999999999999,0.12300000000000001,0.018000000000000002,0.019,0.20600000000000002,-1.3,1.3,111.2,95.3,15.8,333.2,18.5,0.553,0.502,127.7,-1.3,1.3,111.2,95.3,15.8,333.2,18.5
Takal Molson,CAN,.540,.488,144.5,0.063,0.138,0.1,0.135,0.139,0.023,0.01,0.28600000000000003,-3.8,1.3,105.3,106.7,-1.4,298.9,18.5,0.54,0.488,144.5,-3.8,1.3,105.3,106.7,-1.4,298.9,18.5
Deion Bute,CCSU,.629,.596,131.9,0.132,0.171,0.151,0.052000000000000005,0.22,0.01,0.08199999999999999,0.192,-6.9,1.6,111.0,105.2,5.8,215.9,18.5,0.629,0.596,131.9,-6.9,1.6,111,105.2,5.8,215.9,18.5
Lamar Stevens,PSU,.496,.440,141.1,0.048,0.19699999999999998,0.11800000000000001,0.134,0.122,0.011000000000000001,0.024,0.31,-3.9,1.2,101.8,100.7,1.1,332.2,18.5,0.496,0.44,141.1,-3.9,1.2,101.8,100.7,1.1,332.2,18.5
Kyle Alexander,UT,.636,.624,170.3,0.135,0.17800000000000002,0.158,0.035,0.16699999999999998,0.011000000000000001,0.084,0.147,-3.5,1.5,123.0,96.0,26.9,327.6,18.4,0.636,0.624,170.3,-3.5,1.5,123,96,26.9,327.6,18.4
Adam Flagler,PC,.586,.559,165.9,0.027999999999999997,0.1,0.063,0.083,0.079,0.015,0.01,0.245,-1.1,1.3,115.6,106.6,9.0,311.6,18.4,0.586,0.559,165.9,-1.1,1.3,115.6,106.6,9,311.6,18.4
Doug Taylor,OU,.619,.624,144.3,0.115,0.187,0.15,0.038,0.17600000000000002,0.018000000000000002,0.08,0.16399999999999998,-4.5,1.6,113.3,97.4,15.8,282.5,18.4,0.619,0.624,144.3,-4.5,1.6,113.3,97.4,15.8,282.5,18.4
Fred Scott,RU,.559,.522,149.3,0.062,0.195,0.125,0.106,0.131,0.017,0.016,0.23199999999999998,-2.6,1.4,111.1,101.8,9.4,254.6,18.4,0.559,0.522,149.3,-2.6,1.4,111.1,101.8,9.4,254.6,18.4
Ronshad Shabazz,ASU,.565,.527,163.2,0.02,0.094,0.057,0.15,0.122,0.013000000000000001,0.002,0.275,-2.0,1.3,110.6,110.1,0.4,283.5,18.4,0.565,0.527,163.2,-2,1.3,110.6,110.1,0.4,283.5,18.4
Jeff Dowtin,URI,.561,.532,157.4,0.02,0.08800000000000001,0.053,0.221,0.11599999999999999,0.022000000000000002,0.015,0.212,1.9,1.3,115.3,101.5,13.8,353.8,18.4,0.561,0.532,157.4,1.9,1.3,115.3,101.5,13.8,353.8,18.4
Kyle Leufroy,LU,.625,.564,180.5,0.016,0.161,0.096,0.198,0.174,0.019,0.005,0.215,-0.3,1.5,116.2,105.6,10.6,336.1,18.4,0.625,0.564,180.5,-0.3,1.5,116.2,105.6,10.6,336.1,18.4
Nathan Hoover,WC,.633,.594,183.2,0.011000000000000001,0.09699999999999999,0.055,0.059000000000000004,0.062,0.012,0.001,0.203,-0.2,1.4,132.8,100.2,32.6,266.9,18.4,0.633,0.594,183.2,-0.2,1.4,132.8,100.2,32.6,266.9,18.4
James Banks,GT,.591,.564,124.3,0.107,0.183,0.147,0.105,0.207,0.011000000000000001,0.09300000000000001,0.19399999999999998,-4.6,1.4,106.0,94.9,11.1,339.9,18.4,0.591,0.564,124.3,-4.6,1.4,106,94.9,11.1,339.9,18.4
Kevin Samuel,TCU,.632,.665,110.3,0.132,0.193,0.163,0.044000000000000004,0.19399999999999998,0.013000000000000001,0.09,0.14800000000000002,-4.2,1.5,114.0,95.1,18.9,344.6,18.3,0.632,0.665,110.3,-4.2,1.5,114,95.1,18.9,344.6,18.3
Isaiah Crawley,GSU,.602,.592,146.3,0.091,0.161,0.128,0.049,0.174,0.02,0.017,0.226,-6.0,1.5,110.7,99.5,11.2,244.8,18.3,0.602,0.592,146.3,-6,1.5,110.7,99.5,11.2,244.8,18.3
Jamall Gregory,JSU,.518,.482,145.9,0.04,0.16399999999999998,0.10300000000000001,0.158,0.18,0.052000000000000005,0.025,0.245,-3.4,1.2,99.9,88.0,11.9,210.5,18.3,0.518,0.482,145.9,-3.4,1.2,99.9,88,11.9,210.5,18.3
Kevin McClain,BEL,.582,.551,153.2,0.016,0.09699999999999999,0.059000000000000004,0.192,0.133,0.019,0.006999999999999999,0.24100000000000002,1.2,1.4,114.2,101.7,12.5,360.4,18.3,0.582,0.551,153.2,1.2,1.4,114.2,101.7,12.5,360.4,18.3
Kevin Larkin,DESU,.472,.446,144.2,0.07,0.213,0.134,0.13,0.094,0.025,0.008,0.263,-1.8,1.0,100.1,101.2,-1.1,297.1,18.3,0.472,0.446,144.2,-1.8,1,100.1,101.2,-1.1,297.1,18.3
Derek Culver,WVU,.496,.456,104.1,0.134,0.29,0.205,0.132,0.175,0.011000000000000001,0.026000000000000002,0.245,-5.0,1.3,101.2,106.4,-5.2,262.9,18.3,0.496,0.456,104.1,-5,1.3,101.2,106.4,-5.2,262.9,18.3
Mike Holloway,FDU,.553,.524,149.5,0.084,0.155,0.121,0.10300000000000001,0.154,0.019,0.044000000000000004,0.239,-3.9,1.4,107.9,101.9,6.0,298.4,18.3,0.553,0.524,149.5,-3.9,1.4,107.9,101.9,6,298.4,18.3
Kevin Easley,UTC,.533,.516,149.1,0.069,0.203,0.135,0.09300000000000001,0.131,0.013999999999999999,0.011000000000000001,0.27699999999999997,-4.2,1.2,102.7,104.3,-1.6,255.9,18.3,0.533,0.516,149.1,-4.2,1.2,102.7,104.3,-1.6,255.9,18.3
Ade Murkey,UD,.553,.502,159.8,0.059000000000000004,0.11599999999999999,0.087,0.185,0.149,0.02,0.012,0.254,-1.7,1.3,109.2,111.6,-2.4,199.0,18.3,0.553,0.502,159.8,-1.7,1.3,109.2,111.6,-2.4,199,18.3
Terrell Gomez,CSUN,.611,.572,174.6,0.01,0.049,0.03,0.139,0.10099999999999999,0.016,0,0.225,0.3,1.4,120.8,115.4,5.4,354.2,18.3,0.611,0.572,174.6,0.3,1.4,120.8,115.4,5.4,354.2,18.3
James Dickey,UNCG,.502,.500,112.8,0.126,0.268,0.19399999999999998,0.085,0.204,0.031,0.09,0.187,-4.5,1.2,100.1,88.9,11.2,282.8,18.3,0.502,0.5,112.8,-4.5,1.2,100.1,88.9,11.2,282.8,18.3
Eugene Omoruyi,RU,.512,.467,147.0,0.083,0.185,0.133,0.184,0.155,0.013999999999999999,0.01,0.26899999999999996,-3.0,1.2,104.2,98.9,5.3,252.2,18.3,0.512,0.467,147,-3,1.2,104.2,98.9,5.3,252.2,18.3
Jonathan Laurent,UMass,.678,.636,186.1,0.068,0.198,0.132,0.136,0.201,0.009000000000000001,0.015,0.195,-3.4,1.6,119.3,106.6,12.7,226.8,18.3,0.678,0.636,186.1,-3.4,1.6,119.3,106.6,12.7,226.8,18.3
Bryce Brown,AU,.614,.588,165.4,0.016,0.062,0.038,0.114,0.113,0.02,0.002,0.225,-1.2,1.4,121.6,104.9,16.8,340.6,18.3,0.614,0.588,165.4,-1.2,1.4,121.6,104.9,16.8,340.6,18.3
Jordan Caroline,UNR,.535,.506,144.8,0.081,0.21600000000000003,0.15,0.10400000000000001,0.135,0.01,0.01,0.257,-3.4,1.3,107.1,94.6,12.5,399.4,18.3,0.535,0.506,144.8,-3.4,1.3,107.1,94.6,12.5,399.4,18.3
Charles Minlend,USF,.509,.474,139.9,0.049,0.128,0.08800000000000001,0.106,0.096,0.018000000000000002,0.018000000000000002,0.267,-1.4,1.2,107.8,101.1,6.6,263.0,18.3,0.509,0.474,139.9,-1.4,1.2,107.8,101.1,6.6,263,18.3
Elston Jones,UCI,.517,.511,103.7,0.113,0.262,0.192,0.08199999999999999,0.171,0.012,0.083,0.177,-3.1,1.2,104.9,86.8,18.1,279.4,18.2,0.517,0.511,103.7,-3.1,1.2,104.9,86.8,18.1,279.4,18.2
Dominic Magee,USM,.553,.543,141.9,0.027999999999999997,0.20800000000000002,0.12300000000000001,0.126,0.134,0.032,0.017,0.242,-1.8,1.2,103.4,88.0,15.4,128.9,18.2,0.553,0.543,141.9,-1.8,1.2,103.4,88,15.4,128.9,18.2
Eric Paschall,VILL,.570,.528,154.1,0.042,0.159,0.10099999999999999,0.129,0.136,0.012,0.016,0.24600000000000002,-2.5,1.4,112.5,102.9,9.6,376.9,18.2,0.57,0.528,154.1,-2.5,1.4,112.5,102.9,9.6,376.9,18.2
Joe Wieskamp,UI,.636,.604,168.0,0.057999999999999996,0.145,0.102,0.078,0.111,0.018000000000000002,0.019,0.177,-1.2,1.5,125.7,104.2,21.5,313.9,18.2,0.636,0.604,168,-1.2,1.5,125.7,104.2,21.5,313.9,18.2
Jarkel Joiner,CSUB,.527,.505,153.1,0.039,0.09300000000000001,0.064,0.098,0.078,0.02,0.004,0.243,-1.0,1.2,115.8,107.3,8.5,263.1,18.2,0.527,0.505,153.1,-1,1.2,115.8,107.3,8.5,263.1,18.2
Ahmad Caver,ODU,.488,.449,137.6,0.015,0.113,0.062,0.33399999999999996,0.113,0.023,0.009000000000000001,0.263,4.3,1.1,107.9,94.5,13.4,389.5,18.2,0.488,0.449,137.6,4.3,1.1,107.9,94.5,13.4,389.5,18.2
Kimbal Mackenzie,BU,.585,.524,166.2,0.025,0.067,0.046,0.17800000000000002,0.10400000000000001,0.012,0.001,0.24600000000000002,0.7,1.4,118.4,107.4,11.0,320.5,18.2,0.585,0.524,166.2,0.7,1.4,118.4,107.4,11,320.5,18.2
Daniel Regis,NSU,.576,.551,140.4,0.1,0.205,0.152,0.085,0.18100000000000002,0.012,0.091,0.184,-3.7,1.4,109.3,98.5,10.8,204.0,18.2,0.576,0.551,140.4,-3.7,1.4,109.3,98.5,10.8,204,18.2
Elijah Childs,BU,.506,.487,136.5,0.075,0.237,0.157,0.08199999999999999,0.135,0.016,0.06,0.257,-4.5,1.1,98.2,93.5,4.7,332.0,18.2,0.506,0.487,136.5,-4.5,1.1,98.2,93.5,4.7,332,18.2
Ronald Jackson,NC A&T,.619,.572,163.4,0.11,0.151,0.131,0.062,0.161,0.02,0.022000000000000002,0.182,-3.6,1.6,118.5,100.3,18.2,199.9,18.2,0.619,0.572,163.4,-3.6,1.6,118.5,100.3,18.2,199.9,18.2
Joel Ntambwe,UNLV,.532,.485,154.7,0.07200000000000001,0.187,0.128,0.051,0.09699999999999999,0.012,0.015,0.25,-3.4,1.3,113.2,103.8,9.5,215.9,18.1,0.532,0.485,154.7,-3.4,1.3,113.2,103.8,9.5,215.9,18.1
Brandon Kamga,HP,.523,.507,141.5,0.05,0.149,0.10099999999999999,0.133,0.11900000000000001,0.02,0.026000000000000002,0.261,-2.2,1.2,106.8,99.5,7.2,202.0,18.1,0.523,0.507,141.5,-2.2,1.2,106.8,99.5,7.2,202,18.1
Hayden Koval,UCA,.591,.544,163.9,0.065,0.17300000000000001,0.12,0.079,0.149,0.008,0.084,0.21100000000000002,-3.8,1.4,110.5,102.2,8.3,326.6,18.1,0.591,0.544,163.9,-3.8,1.4,110.5,102.2,8.3,326.6,18.1
Dikymbe Martin,UCR,.594,.564,177.0,0.009000000000000001,0.10400000000000001,0.055999999999999994,0.187,0.124,0.016,0.001,0.24,0.0,1.3,115.1,109.4,5.6,277.5,18.1,0.594,0.564,177,0,1.3,115.1,109.4,5.6,277.5,18.1
Darnell Edge,FDU,.631,.587,183.6,0.013999999999999999,0.098,0.057999999999999996,0.131,0.13,0.021,0.001,0.21100000000000002,-1.0,1.4,121.6,106.4,15.2,358.8,18.1,0.631,0.587,183.6,-1,1.4,121.6,106.4,15.2,358.8,18.1
Nathan Cayo,RICH,.603,.602,167.5,0.053,0.11,0.08199999999999999,0.11599999999999999,0.126,0.016,0.031,0.215,-1.2,1.5,114.2,108.3,5.9,293.5,18.1,0.603,0.602,167.5,-1.2,1.5,114.2,108.3,5.9,293.5,18.1
Keyontae Johnson,UF,.539,.519,147.8,0.094,0.226,0.16,0.115,0.151,0.027000000000000003,0.017,0.19899999999999998,-2.3,1.2,108.7,92.2,16.6,280.5,18.1,0.539,0.519,147.8,-2.3,1.2,108.7,92.2,16.6,280.5,18.1
Nike Sibande,MU,.523,.486,142.0,0.032,0.161,0.094,0.092,0.114,0.016,0.016,0.292,-4.1,1.2,104.9,101.6,3.3,255.8,18.1,0.523,0.486,142,-4.1,1.2,104.9,101.6,3.3,255.8,18.1
Derek Ogbeide,UGA,.552,.530,114.9,0.085,0.205,0.14800000000000002,0.094,0.162,0.013000000000000001,0.028999999999999998,0.242,-5.3,1.3,104.3,102.5,1.8,221.1,18.1,0.552,0.53,114.9,-5.3,1.3,104.3,102.5,1.8,221.1,18.1
Lovell Cabbil,LIB,.642,.590,179.2,0.019,0.128,0.076,0.17300000000000001,0.193,0.027000000000000003,0.006999999999999999,0.20600000000000002,-1.1,1.5,116.0,93.7,22.3,306.4,18.1,0.642,0.59,179.2,-1.1,1.5,116,93.7,22.3,306.4,18.1
Isaiah Tisdale,ETSU,.600,.585,152.3,0.046,0.091,0.069,0.201,0.12300000000000001,0.025,0.01,0.165,3.8,1.4,129.7,101.2,28.5,255.6,18.1,0.6,0.585,152.3,3.8,1.4,129.7,101.2,28.5,255.6,18.1
Pat Andree,LU,.597,.578,160.7,0.032,0.19699999999999998,0.122,0.106,0.077,0.01,0.006999999999999999,0.203,0.7,1.3,120.0,106.0,14.0,295.4,18.1,0.597,0.578,160.7,0.7,1.3,120,106,14,295.4,18.1
Ar'mond Davis,UCSB,.522,.483,154.4,0.06,0.17300000000000001,0.11800000000000001,0.099,0.091,0.013999999999999999,0.004,0.242,-1.1,1.2,113.0,100.0,12.9,275.5,18.1,0.522,0.483,154.4,-1.1,1.2,113,100,12.9,275.5,18.1
Arnaldo Toro Barea,GW,.512,.465,131.5,0.115,0.244,0.179,0.059000000000000004,0.14800000000000002,0.028999999999999998,0.033,0.207,-4.5,1.2,101.9,97.5,4.4,72.5,18.1,0.512,0.465,131.5,-4.5,1.2,101.9,97.5,4.4,72.5,18.1
Cody Martin,UNR,.594,.562,162.6,0.031,0.111,0.07200000000000001,0.259,0.156,0.022000000000000002,0.022000000000000002,0.17300000000000001,4.0,1.4,121.3,95.2,26.0,400.4,18.1,0.594,0.562,162.6,4,1.4,121.3,95.2,26,400.4,18.1
Alex Hicks,TU,.560,.548,142.1,0.105,0.217,0.162,0.055,0.16399999999999998,0.013999999999999999,0.034,0.228,-5.7,1.3,105.3,103.8,1.5,295.0,18.1,0.56,0.548,142.1,-5.7,1.3,105.3,103.8,1.5,295,18.1
Jordan Bone,UT,.562,.527,165.5,0.019,0.085,0.055,0.303,0.14300000000000002,0.012,0.004,0.213,5.7,1.2,118.4,104.5,13.9,403.6,18.1,0.562,0.527,165.5,5.7,1.2,118.4,104.5,13.9,403.6,18.1
Connor Vanover,Cal,.555,.545,149.1,0.05,0.165,0.10400000000000001,0.024,0.087,0.008,0.091,0.222,-3.0,1.2,107.0,110.0,-3.0,144.8,18.0,0.555,0.545,149.1,-3,1.2,107,110,-3,144.8,18
Ahmad Clark,ALB,.500,.440,146.8,0.018000000000000002,0.147,0.083,0.348,0.185,0.039,0.013999999999999999,0.32899999999999996,-2.4,1.2,97.5,98.1,-0.5,279.2,18.0,0.5,0.44,146.8,-2.4,1.2,97.5,98.1,-0.5,279.2,18
Kevin McKay,CMU,.574,.533,154.3,0.10099999999999999,0.153,0.127,0.073,0.158,0.027999999999999997,0.027999999999999997,0.17600000000000002,-3.0,1.4,115.2,99.8,15.4,376.5,18.0,0.574,0.533,154.3,-3,1.4,115.2,99.8,15.4,376.5,18
Martins Igbanu,TU,.637,.616,127.7,0.077,0.155,0.11900000000000001,0.055,0.17600000000000002,0.012,0.011000000000000001,0.22699999999999998,-6.1,1.7,112.3,101.5,10.8,251.4,18.0,0.637,0.616,127.7,-6.1,1.7,112.3,101.5,10.8,251.4,18
Jeriah Horne,TU,.562,.532,163.1,0.055,0.187,0.126,0.1,0.13,0.019,0.025,0.243,-3.2,1.2,105.5,97.8,7.7,227.9,18.0,0.562,0.532,163.1,-3.2,1.2,105.5,97.8,7.7,227.9,18
Isaac Johnson,ASU,.567,.524,133.5,0.09699999999999999,0.256,0.17600000000000002,0.133,0.188,0.016,0.015,0.192,-2.4,1.5,111.7,102.8,8.9,318.5,18.0,0.567,0.524,133.5,-2.4,1.5,111.7,102.8,8.9,318.5,18
Anthony Green,NU,.658,.682,122.8,0.095,0.195,0.146,0.037000000000000005,0.18600000000000003,0.012,0.037000000000000005,0.19399999999999998,-5.7,1.7,114.9,103.6,11.3,237.2,18.0,0.658,0.682,122.8,-5.7,1.7,114.9,103.6,11.3,237.2,18
B.J. Maxwell,ACU,.624,.596,174.8,0.071,0.15,0.11,0.115,0.10099999999999999,0.024,0.017,0.159,1.1,1.4,129.3,93.7,35.6,204.5,18.0,0.624,0.596,174.8,1.1,1.4,129.3,93.7,35.6,204.5,18
C.J. Bryce,NCST,.557,.526,156.9,0.062,0.129,0.095,0.11199999999999999,0.124,0.023,0.017,0.205,-1.1,1.3,115.9,98.9,17.0,307.5,18.0,0.557,0.526,156.9,-1.1,1.3,115.9,98.9,17,307.5,18
Zylan Cheatham,ASU,.578,.554,159.2,0.07200000000000001,0.27,0.172,0.188,0.22399999999999998,0.013999999999999999,0.03,0.19899999999999998,-2.7,1.5,106.9,95.3,11.6,436.2,18.0,0.578,0.554,159.2,-2.7,1.5,106.9,95.3,11.6,436.2,18
Jimond Ivey,AKR,.559,.521,149.5,0.05,0.147,0.099,0.21899999999999997,0.153,0.022000000000000002,0.011000000000000001,0.196,1.0,1.3,112.4,92.1,20.2,358.2,18.0,0.559,0.521,149.5,1,1.3,112.4,92.1,20.2,358.2,18
Nate Hinton,U of H,.533,.477,160.7,0.063,0.18,0.12300000000000001,0.105,0.11900000000000001,0.032,0.005,0.20199999999999999,-1.1,1.2,113.7,87.8,25.9,228.2,18.0,0.533,0.477,160.7,-1.1,1.2,113.7,87.8,25.9,228.2,18
Isaiah Jackson,PROV,.539,.475,155.0,0.064,0.141,0.10099999999999999,0.18,0.111,0.028999999999999998,0.009000000000000001,0.191,1.7,1.3,117.1,99.5,17.6,292.8,18.0,0.539,0.475,155,1.7,1.3,117.1,99.5,17.6,292.8,18
Tyler Scanlon,BU,.560,.532,160.5,0.032,0.159,0.094,0.18600000000000003,0.155,0.024,0.006,0.225,-0.1,1.2,109.7,106.4,3.3,328.9,18.0,0.56,0.532,160.5,-0.1,1.2,109.7,106.4,3.3,328.9,18
Jamir Coleman,CCSU,.533,.482,162.7,0.067,0.179,0.12300000000000001,0.07400000000000001,0.11900000000000001,0.021,0.031,0.22399999999999998,-3.2,1.2,108.3,104.0,4.3,264.2,18.0,0.533,0.482,162.7,-3.2,1.2,108.3,104,4.3,264.2,18
Stanley Davis,MSU,.513,.462,145.2,0.081,0.225,0.146,0.153,0.165,0.023,0.006,0.259,-4.6,1.2,100.1,100.0,0.1,245.6,17.9,0.513,0.462,145.2,-4.6,1.2,100.1,100,0.1,245.6,17.9
Diago Quinn,MU,.546,.487,118.8,0.125,0.19,0.157,0.016,0.134,0.006999999999999999,0.061,0.228,-5.6,1.4,108.8,102.0,6.8,227.4,17.9,0.546,0.487,118.8,-5.6,1.4,108.8,102,6.8,227.4,17.9
Malachi Smith,WRST,.519,.455,147.7,0.08,0.14800000000000002,0.113,0.225,0.157,0.031,0.009000000000000001,0.20800000000000002,1.2,1.2,111.2,97.5,13.7,166.9,17.9,0.519,0.455,147.7,1.2,1.2,111.2,97.5,13.7,166.9,17.9
Juan Cardenas,BU,.635,.599,160.1,0.076,0.18100000000000002,0.126,0.035,0.152,0.021,0.078,0.155,-3.5,1.7,120.7,105.3,15.4,210.8,17.9,0.635,0.599,160.1,-3.5,1.7,120.7,105.3,15.4,210.8,17.9
Ed Morrow,MU,.596,.588,120.7,0.155,0.18100000000000002,0.16899999999999998,0.049,0.21600000000000003,0.019,0.045,0.198,-6.9,1.4,107.7,93.4,14.4,168.8,17.9,0.596,0.588,120.7,-6.9,1.4,107.7,93.4,14.4,168.8,17.9
Josip Vrankic,SCU,.586,.548,155.8,0.068,0.159,0.11599999999999999,0.09300000000000001,0.156,0.017,0.03,0.228,-4.2,1.4,108.9,101.4,7.5,298.4,17.9,0.586,0.548,155.8,-4.2,1.4,108.9,101.4,7.5,298.4,17.9
Yor Anei,OSU,.627,.616,125.7,0.09,0.14300000000000002,0.11699999999999999,0.063,0.193,0.006999999999999999,0.136,0.17,-4.4,1.5,112.1,102.5,9.5,245.8,17.9,0.627,0.616,125.7,-4.4,1.5,112.1,102.5,9.5,245.8,17.9
Terance Mann,FSU,.603,.557,168.5,0.091,0.142,0.11699999999999999,0.155,0.157,0.012,0.012,0.175,-0.2,1.5,122.7,98.8,23.8,384.8,17.9,0.603,0.557,168.5,-0.2,1.5,122.7,98.8,23.8,384.8,17.9
Trevond Barnes,HU,.620,.578,166.5,0.08,0.18600000000000003,0.133,0.054000000000000006,0.128,0.005,0.079,0.161,-2.2,1.5,122.7,100.2,22.5,286.5,17.9,0.62,0.578,166.5,-2.2,1.5,122.7,100.2,22.5,286.5,17.9
Myles Johnson,RU,.536,.555,95.9,0.155,0.20199999999999999,0.17800000000000002,0.126,0.201,0.025,0.048,0.158,-2.3,1.3,107.2,95.3,11.9,200.8,17.9,0.536,0.555,95.9,-2.3,1.3,107.2,95.3,11.9,200.8,17.9
McKinley Wright,CU,.596,.552,166.6,0.03,0.142,0.08900000000000001,0.294,0.222,0.02,0.006999999999999999,0.218,0.1,1.4,110.3,96.7,13.6,377.6,17.9,0.596,0.552,166.6,0.1,1.4,110.3,96.7,13.6,377.6,17.9
Dave Bell,JAC,.559,.547,114.1,0.125,0.225,0.175,0.037000000000000005,0.19899999999999998,0.013999999999999999,0.071,0.22,-7.5,1.3,100.5,98.2,2.3,203.8,17.9,0.559,0.547,114.1,-7.5,1.3,100.5,98.2,2.3,203.8,17.9
Jamie Orme,PSU,.529,.514,138.6,0.091,0.153,0.11900000000000001,0.095,0.11,0.027999999999999997,0.027000000000000003,0.205,-1.7,1.2,114.5,102.0,12.6,193.2,17.9,0.529,0.514,138.6,-1.7,1.2,114.5,102,12.6,193.2,17.9
Keldon Johnson,UK,.558,.521,154.6,0.055,0.16399999999999998,0.113,0.106,0.11800000000000001,0.015,0.006,0.22699999999999998,-1.8,1.3,116.0,97.2,18.8,328.6,17.9,0.558,0.521,154.6,-1.8,1.3,116,97.2,18.8,328.6,17.9
Christian Cunningham,JSU,.621,.624,119.7,0.115,0.18,0.14800000000000002,0.05,0.163,0.013999999999999999,0.069,0.131,-2.4,1.5,121.1,93.7,27.4,339.5,17.9,0.621,0.624,119.7,-2.4,1.5,121.1,93.7,27.4,339.5,17.9
Daivien Williamson,ETSU,.622,.575,172.1,0.016,0.087,0.052000000000000005,0.191,0.14800000000000002,0.013999999999999999,0.002,0.19699999999999998,1.4,1.5,125.0,103.3,21.8,213.6,17.9,0.622,0.575,172.1,1.4,1.5,125,103.3,21.8,213.6,17.9
Ryan Woolridge,UNT,.517,.503,138.3,0.035,0.16699999999999998,0.10099999999999999,0.3,0.203,0.035,0.011000000000000001,0.218,1.1,1.2,103.7,87.8,15.8,337.1,17.9,0.517,0.503,138.3,1.1,1.2,103.7,87.8,15.8,337.1,17.9
Payton Pritchard,UO,.543,.499,158.4,0.03,0.099,0.066,0.258,0.142,0.031,0.003,0.209,3.3,1.2,114.7,96.4,18.3,398.4,17.9,0.543,0.499,158.4,3.3,1.2,114.7,96.4,18.3,398.4,17.9
Nijal Pearson,TSU,.532,.509,149.8,0.051,0.129,0.08900000000000001,0.091,0.10400000000000001,0.024,0.006999999999999999,0.259,-2.6,1.2,108.9,94.1,14.8,305.6,17.9,0.532,0.509,149.8,-2.6,1.2,108.9,94.1,14.8,305.6,17.9
Jeremy Harris,UB,.506,.486,141.3,0.044000000000000004,0.162,0.102,0.16699999999999998,0.10099999999999999,0.019,0.023,0.228,1.3,1.1,109.8,94.5,15.3,399.0,17.8,0.506,0.486,141.3,1.3,1.1,109.8,94.5,15.3,399,17.8
Dante Thorpe,NIU,.610,.572,172.8,0.019,0.083,0.052000000000000005,0.14800000000000002,0.145,0.021,0,0.21100000000000002,-0.8,1.4,117.0,106.5,10.6,263.2,17.8,0.61,0.572,172.8,-0.8,1.4,117,106.5,10.6,263.2,17.8
Elyjah Williams,FDU,.629,.633,166.7,0.092,0.162,0.129,0.14300000000000002,0.218,0.022000000000000002,0.045,0.16399999999999998,-1.9,1.6,115.7,101.0,14.7,309.5,17.8,0.629,0.633,166.7,-1.9,1.6,115.7,101,14.7,309.5,17.8
Tarkus Ferguson,UIC,.560,.535,152.7,0.013999999999999999,0.188,0.105,0.26899999999999996,0.18899999999999997,0.023,0.025,0.233,0.6,1.2,106.1,100.4,5.7,427.5,17.8,0.56,0.535,152.7,0.6,1.2,106.1,100.4,5.7,427.5,17.8
Jalyn Hinton,JAC,.574,.589,106.9,0.064,0.185,0.125,0.099,0.156,0.019,0.08,0.16,-1.5,1.4,109.7,98.2,11.6,263.1,17.8,0.574,0.589,106.9,-1.5,1.4,109.7,98.2,11.6,263.1,17.8
Malik Benlevi,GSU,.610,.600,155.6,0.055999999999999994,0.141,0.1,0.053,0.066,0.021,0.039,0.162,-0.2,1.3,125.5,102.2,23.3,347.9,17.8,0.61,0.6,155.6,-0.2,1.3,125.5,102.2,23.3,347.9,17.8
Donovan Fields,POLY,.475,.439,153.6,0.019,0.067,0.042,0.3,0.113,0.025,0.011000000000000001,0.313,1.4,1.0,100.3,111.6,-11.3,228.5,17.8,0.475,0.439,153.6,1.4,1,100.3,111.6,-11.3,228.5,17.8
Tayler Persons,BSU,.535,.491,156.3,0.013999999999999999,0.11599999999999999,0.069,0.285,0.171,0.018000000000000002,0.004,0.29100000000000004,-1.0,1.2,103.5,100.4,3.1,305.4,17.8,0.535,0.491,156.3,-1,1.2,103.5,100.4,3.1,305.4,17.8
Eric Hamilton,UNCG,.627,.591,129.1,0.105,0.213,0.158,0.015,0.13,0.008,0.027999999999999997,0.17,-3.9,1.7,124.5,97.9,26.6,177.0,17.8,0.627,0.591,129.1,-3.9,1.7,124.5,97.9,26.6,177,17.8
