Player,team_name_college,true_shooting_pct_college,effective_field_goal_pct_college,total_shooting_pct_college,off_reb_rate_college,def_reb_rate_college,tot_reb_rate_college,assist_rate_college,turnover_rate_college,steal_rate_college,block_rate_college,usage_rate_college,pure_point_rating_college,points_per_shot_college,off_rating_college,def_rating_college,net_rating_college,floor_impact_counter_college,PER_college,true_shooting_pct,effective_field_goal_pct,total_shooting_pct,pure_point_rating,points_per_shot,off_rating,def_rating,net_rating,floor_impact_counter,PER
Zion Williamson,DUKE,.702,.708,165.9,0.127,0.182,0.156,0.146,0.128,0.038,0.057999999999999996,0.284,-3.1,1.7,133.6,86.4,47.3,677.4,37.8,0.702,0.708,165.9,-3.1,1.7,133.6,86.4,47.3,677.4,37.8
Brandon Clarke,GU,.699,.693,164.8,0.139,0.19699999999999998,0.171,0.121,0.113,0.023,0.11,0.239,-1.0,1.7,138.1,83.8,54.4,683.4,34.6,0.699,0.693,164.8,-1,1.7,138.1,83.8,54.4,683.4,34.6
Cameron Jackson,WC,.597,.585,158.9,0.14400000000000002,0.267,0.20600000000000002,0.24,0.14800000000000002,0.037000000000000005,0.053,0.31,-1.2,1.5,121.8,86.2,35.6,468.2,32.4,0.597,0.585,158.9,-1.2,1.5,121.8,86.2,35.6,468.2,32.4
Matt Rafferty,FU,.661,.626,170.2,0.096,0.215,0.158,0.258,0.135,0.045,0.036000000000000004,0.235,2.4,1.6,134.4,87.5,46.9,649.0,32.0,0.661,0.626,170.2,2.4,1.6,134.4,87.5,46.9,649,32
Mike Daum,SDSU,.623,.572,171.9,0.08900000000000001,0.28300000000000003,0.196,0.109,0.098,0.012,0.035,0.336,-3.0,1.5,124.2,96.1,28.1,629.8,32.0,0.623,0.572,171.9,-3,1.5,124.2,96.1,28.1,629.8,32
Anthony Lamb,UVM,.606,.568,164.2,0.068,0.233,0.152,0.179,0.11,0.017,0.07200000000000001,0.32899999999999996,-2.2,1.4,121.2,89.4,31.8,518.4,32.0,0.606,0.568,164.2,-2.2,1.4,121.2,89.4,31.8,518.4,32
Nathan Knight,W&M,.629,.591,155.4,0.10800000000000001,0.226,0.168,0.27899999999999997,0.14,0.008,0.079,0.32899999999999996,-1.1,1.6,121.8,105.1,16.7,541.1,31.7,0.629,0.591,155.4,-1.1,1.6,121.8,105.1,16.7,541.1,31.7
Chris Clemons,CAM,.610,.550,167.4,0.024,0.145,0.083,0.193,0.094,0.024,0.011000000000000001,0.39,-1.8,1.5,120.2,103.4,16.7,547.6,31.4,0.61,0.55,167.4,-1.8,1.5,120.2,103.4,16.7,547.6,31.4
Ja Morant,MSU,.612,.553,167.5,0.039,0.127,0.086,0.518,0.205,0.027000000000000003,0.023,0.33299999999999996,4.1,1.5,119.5,95.1,24.4,680.8,29.9,0.612,0.553,167.5,4.1,1.5,119.5,95.1,24.4,680.8,29.9
Dylan Windler,BEL,.681,.651,181.6,0.068,0.273,0.177,0.136,0.11800000000000001,0.023,0.017,0.257,-1.1,1.6,129.3,93.9,35.4,643.4,29.0,0.681,0.651,181.6,-1.1,1.6,129.3,93.9,35.4,643.4,29
Grant Williams,UT,.646,.582,170.9,0.085,0.17300000000000001,0.133,0.185,0.134,0.021,0.054000000000000006,0.264,-0.4,1.7,128.9,95.7,33.3,592.2,28.8,0.646,0.582,170.9,-0.4,1.7,128.9,95.7,33.3,592.2,28.8
Kevin Obanor,ORU,.689,.639,182.1,0.135,0.23800000000000002,0.187,0.045,0.132,0.004,0.013999999999999999,0.27,-5.7,1.8,131.9,110.7,21.2,294.9,28.7,0.689,0.639,182.1,-5.7,1.8,131.9,110.7,21.2,294.9,28.7
John Konchar,IPFW,.632,.609,164.1,0.075,0.20600000000000002,0.142,0.293,0.152,0.031,0.027999999999999997,0.259,2.4,1.5,126.0,100.6,25.4,637.2,28.6,0.632,0.609,164.1,2.4,1.5,126,100.6,25.4,637.2,28.6
Max Mahoney,BU,.635,.629,126.5,0.115,0.19399999999999998,0.153,0.142,0.128,0.017,0.03,0.28600000000000003,-3.0,1.5,122.0,105.5,16.6,378.5,28.3,0.635,0.629,126.5,-3,1.5,122,105.5,16.6,378.5,28.3
Scottie James,LIB,.695,.682,171.3,0.157,0.28,0.222,0.094,0.159,0.008,0.027999999999999997,0.244,-4.3,1.7,129.6,91.1,38.5,436.8,28.0,0.695,0.682,171.3,-4.3,1.7,129.6,91.1,38.5,436.8,28
Terry Taylor,APSU,.607,.582,161.2,0.114,0.19399999999999998,0.153,0.106,0.10300000000000001,0.018000000000000002,0.031,0.272,-2.3,1.4,125.5,99.1,26.4,528.6,27.8,0.607,0.582,161.2,-2.3,1.4,125.5,99.1,26.4,528.6,27.8
Tristan Clark,BU,.734,.741,165.4,0.087,0.157,0.122,0.126,0.141,0.021,0.095,0.19399999999999998,-1.9,1.8,135.8,88.9,46.9,201.5,27.7,0.734,0.741,165.4,-1.9,1.8,135.8,88.9,46.9,201.5,27.7
Nick Muszynski,BEL,.638,.616,176.4,0.059000000000000004,0.18600000000000003,0.127,0.20199999999999999,0.11900000000000001,0.013000000000000001,0.086,0.253,0.9,1.4,124.5,94.7,29.8,435.0,27.6,0.638,0.616,176.4,0.9,1.4,124.5,94.7,29.8,435,27.6
JaKeenan Gant,LA,.621,.592,171.0,0.10300000000000001,0.19399999999999998,0.147,0.086,0.111,0.013000000000000001,0.084,0.268,-3.5,1.4,122.0,103.5,18.5,512.4,27.4,0.621,0.592,171,-3.5,1.4,122,103.5,18.5,512.4,27.4
Justin Wright-Foreman,HOF,.637,.596,180.0,0.012,0.115,0.066,0.174,0.109,0.013000000000000001,0.006,0.32899999999999996,-1.8,1.5,123.8,107.2,16.6,509.5,27.4,0.637,0.596,180,-1.8,1.5,123.8,107.2,16.6,509.5,27.4
Mfiondu Kabengele,FSU,.593,.538,163.2,0.115,0.2,0.158,0.032,0.10400000000000001,0.015,0.083,0.285,-5.1,1.5,120.7,92.1,28.6,353.0,27.3,0.593,0.538,163.2,-5.1,1.5,120.7,92.1,28.6,353,27.3
Grant Riller,C of C,.625,.585,167.3,0.021,0.099,0.061,0.264,0.12,0.021,0.002,0.305,0.9,1.5,123.3,105.1,18.2,445.5,27.3,0.625,0.585,167.3,0.9,1.5,123.3,105.1,18.2,445.5,27.3
Rui Hachimura,GU,.639,.608,174.7,0.059000000000000004,0.17,0.121,0.091,0.107,0.018000000000000002,0.024,0.281,-2.7,1.6,125.5,91.0,34.4,503.0,27.3,0.639,0.608,174.7,-2.7,1.6,125.5,91,34.4,503,27.3
Jordan Davis,UNC,.579,.524,163.9,0.032,0.133,0.083,0.32899999999999996,0.141,0.024,0.009000000000000001,0.35700000000000004,-0.7,1.4,116.0,99.8,16.2,440.6,27.2,0.579,0.524,163.9,-0.7,1.4,116,99.8,16.2,440.6,27.2
Andrew Kostecka,L-MD,.620,.575,171.7,0.044000000000000004,0.141,0.091,0.16899999999999998,0.139,0.046,0.03,0.302,-3.6,1.5,116.7,103.9,12.8,442.9,27.2,0.62,0.575,171.7,-3.6,1.5,116.7,103.9,12.8,442.9,27.2
Zach Hankins,XAV,.681,.686,130.2,0.124,0.16,0.14300000000000002,0.111,0.114,0.01,0.083,0.209,-1.4,1.6,131.8,101.8,30.0,360.0,27.2,0.681,0.686,130.2,-1.4,1.6,131.8,101.8,30,360,27.2
Trevelin Queen,NMSU,.569,.563,144.0,0.102,0.127,0.114,0.228,0.096,0.039,0.062,0.247,2.7,1.2,126.6,87.3,39.4,179.5,27.1,0.569,0.563,144,2.7,1.2,126.6,87.3,39.4,179.5,27.1
Dedric Lawson,KU,.578,.525,169.8,0.11,0.23199999999999998,0.174,0.111,0.121,0.022000000000000002,0.037000000000000005,0.29,-3.6,1.4,117.4,93.4,24.1,562.1,27.0,0.578,0.525,169.8,-3.6,1.4,117.4,93.4,24.1,562.1,27
Ethan Happ,UW,.525,.530,99.6,0.084,0.272,0.18100000000000002,0.35600000000000004,0.156,0.021,0.044000000000000004,0.335,-0.2,1.2,104.3,85.9,18.4,528.1,27.0,0.525,0.53,99.6,-0.2,1.2,104.3,85.9,18.4,528.1,27
Jarrell Brantley,C of C,.598,.559,163.0,0.066,0.242,0.156,0.159,0.13699999999999998,0.025,0.033,0.3,-3.0,1.4,115.8,97.7,18.1,482.9,26.9,0.598,0.559,163,-3,1.4,115.8,97.7,18.1,482.9,26.9
Daishon Smith,ULM,.628,.568,170.4,0.025,0.13,0.079,0.235,0.11599999999999999,0.036000000000000004,0.002,0.281,1.3,1.5,127.3,104.3,23.0,478.4,26.8,0.628,0.568,170.4,1.3,1.5,127.3,104.3,23,478.4,26.8
Daniel Gafford,U of A,.652,.660,125.1,0.11199999999999999,0.22699999999999998,0.17,0.059000000000000004,0.155,0.018000000000000002,0.084,0.26,-6.4,1.7,116.6,95.2,21.4,452.1,26.7,0.652,0.66,125.1,-6.4,1.7,116.6,95.2,21.4,452.1,26.7
Rashaan Holloway,UMass,.656,.681,118.1,0.18600000000000003,0.249,0.217,0.07400000000000001,0.188,0.012,0.047,0.27699999999999997,-8.6,1.6,112.7,102.2,10.5,230.8,26.6,0.656,0.681,118.1,-8.6,1.6,112.7,102.2,10.5,230.8,26.6
Cameron Krutwig,L-IL,.627,.631,154.0,0.083,0.255,0.17300000000000001,0.222,0.152,0.012,0.045,0.285,-1.9,1.5,115.4,92.7,22.7,427.1,26.5,0.627,0.631,154,-1.9,1.5,115.4,92.7,22.7,427.1,26.5
Matt Morgan,COR,.680,.635,180.3,0.008,0.149,0.08199999999999999,0.243,0.171,0.024,0.009000000000000001,0.322,-4.2,1.6,115.9,100.2,15.7,420.9,26.4,0.68,0.635,180.3,-4.2,1.6,115.9,100.2,15.7,420.9,26.4
Juwan Morgan,IU,.605,.592,150.1,0.099,0.209,0.156,0.141,0.131,0.023,0.057999999999999996,0.254,-2.4,1.4,117.3,92.5,24.8,483.5,26.2,0.605,0.592,150.1,-2.4,1.4,117.3,92.5,24.8,483.5,26.2
Obi Toppin,DAY,.692,.684,190.2,0.077,0.171,0.129,0.156,0.155,0.015,0.037000000000000005,0.25,-2.7,1.6,123.3,97.0,26.3,379.9,26.1,0.692,0.684,190.2,-2.7,1.6,123.3,97,26.3,379.9,26.1
Lamine Diane,CSUN,.499,.490,131.1,0.1,0.243,0.171,0.141,0.113,0.024,0.062,0.384,-5.0,1.2,100.3,102.1,-1.7,530.1,26.1,0.499,0.49,131.1,-5,1.2,100.3,102.1,-1.7,530.1,26.1
Jailyn Ingram,FAU,.651,.622,184.9,0.10400000000000001,0.18899999999999997,0.147,0.16,0.19899999999999998,0.015,0.037000000000000005,0.284,-7.7,1.4,116.0,92.9,23.1,137.2,25.7,0.651,0.622,184.9,-7.7,1.4,116,92.9,23.1,137.2,25.7
Tres Tinkle,OSU,.587,.543,158.3,0.068,0.192,0.133,0.237,0.14300000000000002,0.027999999999999997,0.017,0.293,-1.2,1.4,116.2,99.8,16.4,481.4,25.7,0.587,0.543,158.3,-1.2,1.4,116.2,99.8,16.4,481.4,25.7
Bruno Fernando,UMD,.653,.612,168.6,0.12,0.275,0.203,0.145,0.212,0.013000000000000001,0.07,0.226,-5.1,1.6,117.9,91.1,26.8,503.4,25.6,0.653,0.612,168.6,-5.1,1.6,117.9,91.1,26.8,503.4,25.6
Rob Marberry,LIP,.639,.630,130.0,0.07200000000000001,0.11800000000000001,0.096,0.174,0.069,0.011000000000000001,0.027999999999999997,0.248,1.6,1.5,130.1,97.6,32.5,362.5,25.6,0.639,0.63,130,1.6,1.5,130.1,97.6,32.5,362.5,25.6
Drew McDonald,NKU,.595,.547,166.4,0.077,0.273,0.177,0.18600000000000003,0.126,0.009000000000000001,0.013000000000000001,0.292,-1.3,1.4,119.7,96.5,23.2,501.9,25.6,0.595,0.547,166.4,-1.3,1.4,119.7,96.5,23.2,501.9,25.6
Shamorie Ponds,STJ,.576,.521,164.2,0.031,0.10300000000000001,0.066,0.293,0.10300000000000001,0.040999999999999995,0.01,0.271,3.9,1.4,119.5,100.2,19.3,500.6,25.4,0.576,0.521,164.2,3.9,1.4,119.5,100.2,19.3,500.6,25.4
Eugene German,NIU,.600,.584,159.2,0.02,0.163,0.094,0.19,0.12300000000000001,0.022000000000000002,0.006999999999999999,0.308,-1.5,1.4,116.4,103.3,13.1,386.0,25.4,0.6,0.584,159.2,-1.5,1.4,116.4,103.3,13.1,386,25.4
Nico Carvacho,CSU,.578,.592,108.3,0.151,0.321,0.239,0.142,0.133,0.011000000000000001,0.023,0.262,-2.3,1.4,115.8,103.8,12.0,512.9,25.4,0.578,0.592,108.3,-2.3,1.4,115.8,103.8,12,512.9,25.4
Eric Carter,UD,.620,.582,171.7,0.09,0.27399999999999997,0.187,0.171,0.152,0.013000000000000001,0.022000000000000002,0.261,-2.4,1.5,119.5,102.9,16.6,446.2,25.4,0.62,0.582,171.7,-2.4,1.5,119.5,102.9,16.6,446.2,25.4
Elijah Thomas,CLEM,.624,.612,125.0,0.11800000000000001,0.23800000000000002,0.18,0.127,0.21,0.019,0.10300000000000001,0.268,-7.5,1.6,109.1,87.8,21.3,391.0,25.4,0.624,0.612,125,-7.5,1.6,109.1,87.8,21.3,391,25.4
Isaiah Miller,UNCG,.543,.538,135.1,0.061,0.131,0.095,0.163,0.106,0.059000000000000004,0.012,0.278,-1.0,1.2,111.8,90.7,21.1,393.6,25.3,0.543,0.538,135.1,-1,1.2,111.8,90.7,21.1,393.6,25.3
Ivan Aurrecoechea,NMSU,.607,.581,128.1,0.13699999999999998,0.23399999999999999,0.184,0.086,0.131,0.011000000000000001,0.011000000000000001,0.262,-4.3,1.5,121.1,95.5,25.6,235.5,25.3,0.607,0.581,128.1,-4.3,1.5,121.1,95.5,25.6,235.5,25.3
Jaxson Hayes,UT,.739,.728,146.8,0.08800000000000001,0.16399999999999998,0.126,0.026000000000000002,0.11800000000000001,0.015,0.10800000000000001,0.172,-3.2,1.9,139.2,96.2,43.1,306.2,25.3,0.739,0.728,146.8,-3.2,1.9,139.2,96.2,43.1,306.2,25.3
Chris Silva,USC,.609,.547,175.3,0.106,0.21100000000000002,0.157,0.078,0.155,0.018000000000000002,0.084,0.265,-6.1,1.6,117.0,95.8,21.2,376.9,25.3,0.609,0.547,175.3,-6.1,1.6,117,95.8,21.2,376.9,25.3
Jason Burnell,JSU,.595,.544,162.6,0.10400000000000001,0.215,0.16,0.172,0.125,0.018000000000000002,0.032,0.23399999999999999,-0.1,1.4,124.4,93.8,30.6,507.0,25.2,0.595,0.544,162.6,-0.1,1.4,124.4,93.8,30.6,507,25.2
Josh Nebo,TAMU,.707,.699,139.4,0.12300000000000001,0.17,0.147,0.028999999999999998,0.14,0.006999999999999999,0.13,0.16699999999999998,-3.8,1.8,133.4,100.6,32.8,277.8,25.2,0.707,0.699,139.4,-3.8,1.8,133.4,100.6,32.8,277.8,25.2
Devontae Cacok,UNCW,.597,.590,168.8,0.154,0.33899999999999997,0.244,0.05,0.15,0.019,0.027000000000000003,0.252,-6.3,1.4,114.1,106.5,7.7,462.4,25.1,0.597,0.59,168.8,-6.3,1.4,114.1,106.5,7.7,462.4,25.1
Mo Greenwood,SELU,.641,.623,170.3,0.11599999999999999,0.195,0.156,0.081,0.155,0.019,0.042,0.273,-6.5,1.5,116.8,96.8,20.0,398.1,25.1,0.641,0.623,170.3,-6.5,1.5,116.8,96.8,20,398.1,25.1
Quintin Dove,UTM,.651,.616,176.4,0.122,0.127,0.125,0.038,0.092,0.021,0.024,0.228,-3.1,1.5,131.5,111.8,19.7,287.0,25.1,0.651,0.616,176.4,-3.1,1.5,131.5,111.8,19.7,287,25.1
Eli Chuha,NMSU,.675,.662,144.6,0.10300000000000001,0.28,0.18899999999999997,0.146,0.157,0.011000000000000001,0.024,0.2,-1.5,1.7,130.3,92.8,37.5,294.1,25.1,0.675,0.662,144.6,-1.5,1.7,130.3,92.8,37.5,294.1,25.1
Nick Mayo,EKU,.578,.513,165.7,0.062,0.20600000000000002,0.129,0.133,0.11800000000000001,0.018000000000000002,0.051,0.29100000000000004,-3.1,1.4,115.2,100.4,14.9,511.2,25.0,0.578,0.513,165.7,-3.1,1.4,115.2,100.4,14.9,511.2,25
Cameron Young,QU,.636,.594,168.4,0.033,0.13,0.083,0.136,0.135,0.019,0.009000000000000001,0.308,-4.7,1.6,120.5,105.4,15.0,399.6,24.8,0.636,0.594,168.4,-4.7,1.6,120.5,105.4,15,399.6,24.8
Yoeli Childs,BYU,.570,.539,153.9,0.071,0.253,0.16399999999999998,0.142,0.129,0.016,0.033,0.321,-4.0,1.3,108.7,100.6,8.1,475.9,24.8,0.57,0.539,153.9,-4,1.3,108.7,100.6,8.1,475.9,24.8
Tyler Bey,CU,.594,.547,154.9,0.1,0.327,0.21899999999999997,0.054000000000000006,0.146,0.018000000000000002,0.052000000000000005,0.254,-5.8,1.4,113.3,88.3,25.0,447.6,24.8,0.594,0.547,154.9,-5.8,1.4,113.3,88.3,25,447.6,24.8
Kaleb Wesson,OSU,.591,.542,158.1,0.11199999999999999,0.203,0.159,0.16899999999999998,0.156,0.024,0.03,0.29600000000000004,-4.2,1.5,113.8,93.8,20.1,340.6,24.8,0.591,0.542,158.1,-4.2,1.5,113.8,93.8,20.1,340.6,24.8
Tyrique Jones,XAV,.634,.624,126.5,0.168,0.19899999999999998,0.184,0.068,0.14400000000000002,0.02,0.040999999999999995,0.217,-4.1,1.6,123.5,101.0,22.5,366.0,24.7,0.634,0.624,126.5,-4.1,1.6,123.5,101,22.5,366,24.7
John Mooney,ND,.540,.500,159.7,0.10300000000000001,0.303,0.2,0.109,0.09300000000000001,0.018000000000000002,0.028999999999999998,0.249,-1.6,1.2,114.1,95.7,18.4,464.9,24.7,0.54,0.5,159.7,-1.6,1.2,114.1,95.7,18.4,464.9,24.7
Xavier Tillman,MSU,.652,.622,163.4,0.129,0.201,0.16899999999999998,0.129,0.163,0.023,0.073,0.19399999999999998,-1.7,1.6,126.6,88.0,38.6,452.9,24.7,0.652,0.622,163.4,-1.7,1.6,126.6,88,38.6,452.9,24.7
Marcus Santos-Silva,VCU,.601,.594,119.1,0.158,0.21100000000000002,0.185,0.07400000000000001,0.11599999999999999,0.022000000000000002,0.054000000000000006,0.212,-2.7,1.5,122.3,84.2,38.1,334.1,24.7,0.601,0.594,119.1,-2.7,1.5,122.3,84.2,38.1,334.1,24.7
Patrick Tape,COM,.678,.669,235.6,0.09699999999999999,0.207,0.152,0.136,0.19699999999999998,0.025,0.07,0.233,-4.7,1.6,116.9,95.9,21.0,271.5,24.7,0.678,0.669,235.6,-4.7,1.6,116.9,95.9,21,271.5,24.7
Sa'eed Nelson,AU,.586,.540,153.1,0.034,0.146,0.092,0.309,0.177,0.038,0.015,0.298,-0.6,1.5,111.6,97.3,14.4,439.9,24.7,0.586,0.54,153.1,-0.6,1.5,111.6,97.3,14.4,439.9,24.7
Markus Howard,MU,.590,.520,171.3,0.015,0.11199999999999999,0.067,0.272,0.157,0.018000000000000002,0.001,0.373,-3.9,1.4,113.4,99.5,13.9,410.1,24.6,0.59,0.52,171.3,-3.9,1.4,113.4,99.5,13.9,410.1,24.6
C.J. Massinburg,UB,.615,.572,164.3,0.069,0.141,0.10400000000000001,0.163,0.083,0.02,0.009000000000000001,0.23,1.9,1.5,132.2,96.0,36.1,513.0,24.6,0.615,0.572,164.3,1.9,1.5,132.2,96,36.1,513,24.6
P.J. Washington,UK,.592,.567,160.8,0.10099999999999999,0.19699999999999998,0.153,0.13,0.133,0.017,0.047,0.257,-2.7,1.5,119.6,93.6,26.0,433.5,24.6,0.592,0.567,160.8,-2.7,1.5,119.6,93.6,26,433.5,24.6
Raasean Davis,NCCU,.658,.645,134.9,0.139,0.221,0.18100000000000002,0.039,0.157,0.017,0.046,0.223,-6.0,1.5,120.1,93.3,26.8,444.5,24.5,0.658,0.645,134.9,-6,1.5,120.1,93.3,26.8,444.5,24.5
Kerry Blackshear,VT,.583,.537,157.8,0.135,0.184,0.16,0.17300000000000001,0.12300000000000001,0.013999999999999999,0.04,0.266,-0.8,1.4,122.5,95.4,27.1,422.2,24.5,0.583,0.537,157.8,-0.8,1.4,122.5,95.4,27.1,422.2,24.5
Nate Grimes,CSUF,.613,.605,146.7,0.11900000000000001,0.3,0.21,0.062,0.153,0.018000000000000002,0.08,0.225,-4.9,1.4,115.4,89.7,25.7,384.1,24.5,0.613,0.605,146.7,-4.9,1.4,115.4,89.7,25.7,384.1,24.5
Nick Ward,MSU,.607,.584,223.3,0.10300000000000001,0.207,0.161,0.071,0.16,0.009000000000000001,0.062,0.308,-7.7,1.6,110.5,90.8,19.7,298.8,24.4,0.607,0.584,223.3,-7.7,1.6,110.5,90.8,19.7,298.8,24.4
Jehyve Floyd,HC,.641,.669,114.8,0.07200000000000001,0.179,0.125,0.24600000000000002,0.17,0.017,0.102,0.218,0.9,1.5,118.4,102.0,16.4,450.6,24.4,0.641,0.669,114.8,0.9,1.5,118.4,102,16.4,450.6,24.4
Charles Bassey,WKU,.673,.642,184.6,0.11,0.24600000000000002,0.18100000000000002,0.051,0.209,0.015,0.087,0.221,-7.7,1.6,115.3,93.3,22.0,487.1,24.3,0.673,0.642,184.6,-7.7,1.6,115.3,93.3,22,487.1,24.3
Martin Krampelj,CU,.641,.635,159.6,0.08199999999999999,0.237,0.161,0.064,0.13,0.024,0.037000000000000005,0.244,-4.1,1.6,119.4,97.4,22.0,379.9,24.3,0.641,0.635,159.6,-4.1,1.6,119.4,97.4,22,379.9,24.3
Jalen Pickett,SC,.545,.513,152.9,0.044000000000000004,0.11900000000000001,0.08,0.426,0.14300000000000002,0.035,0.027999999999999997,0.265,6.2,1.2,115.4,102.3,13.1,482.5,24.2,0.545,0.513,152.9,6.2,1.2,115.4,102.3,13.1,482.5,24.2
Phil Fayne,ISU,.571,.542,119.5,0.11699999999999999,0.135,0.126,0.068,0.111,0.022000000000000002,0.051,0.28,-4.3,1.4,113.5,99.8,13.7,347.9,24.1,0.571,0.542,119.5,-4.3,1.4,113.5,99.8,13.7,347.9,24.1
Jarrett Culver,TTU,.542,.505,147.2,0.057,0.172,0.11800000000000001,0.261,0.13699999999999998,0.027000000000000003,0.022000000000000002,0.322,-0.7,1.3,109.2,86.0,23.2,489.0,24.1,0.542,0.505,147.2,-0.7,1.3,109.2,86,23.2,489,24.1
Shamarkus Kennedy,MSU,.655,.641,131.5,0.124,0.19899999999999998,0.163,0.09300000000000001,0.19,0.012,0.08199999999999999,0.243,-6.6,1.6,115.0,103.3,11.7,342.5,24.1,0.655,0.641,131.5,-6.6,1.6,115,103.3,11.7,342.5,24.1
Jordan Ford,SMC,.595,.557,170.1,0.017,0.077,0.048,0.149,0.09699999999999999,0.021,0.001,0.287,-0.7,1.4,122.4,102.8,19.6,372.5,24.1,0.595,0.557,170.1,-0.7,1.4,122.4,102.8,19.6,372.5,24.1
A.J. Brodeur,PENN,.555,.547,144.5,0.073,0.217,0.146,0.261,0.146,0.017,0.042,0.29600000000000004,-0.9,1.3,108.8,93.3,15.4,445.5,24.1,0.555,0.547,144.5,-0.9,1.3,108.8,93.3,15.4,445.5,24.1
Jeremy Combs,TSU,.612,.608,143.0,0.125,0.18100000000000002,0.153,0.094,0.14400000000000002,0.026000000000000002,0.019,0.239,-4.2,1.7,118.4,99.1,19.3,538.1,23.9,0.612,0.608,143,-4.2,1.7,118.4,99.1,19.3,538.1,23.9
Tacko Fall,UCF,.647,.748,111.0,0.124,0.212,0.171,0.042,0.172,0.006,0.115,0.218,-6.2,1.8,113.0,90.0,23.0,363.1,23.9,0.647,0.748,111,-6.2,1.8,113,90,23,363.1,23.9
Nick McGlynn,DU,.600,.563,153.0,0.08,0.243,0.16699999999999998,0.10300000000000001,0.125,0.01,0.061,0.258,-3.1,1.4,115.8,94.9,20.9,413.1,23.9,0.6,0.563,153,-3.1,1.4,115.8,94.9,20.9,413.1,23.9
Zac Cuthbertson,CCU,.596,.541,161.8,0.08,0.21100000000000002,0.146,0.155,0.134,0.017,0.018000000000000002,0.266,-2.4,1.5,120.8,101.9,18.8,447.0,23.8,0.596,0.541,161.8,-2.4,1.5,120.8,101.9,18.8,447,23.8
Paul Reed,DEP,.616,.586,173.8,0.11900000000000001,0.24600000000000002,0.183,0.069,0.151,0.023,0.068,0.213,-4.2,1.4,118.9,99.6,19.3,444.0,23.8,0.616,0.586,173.8,-4.2,1.4,118.9,99.6,19.3,444,23.8
Derrik Smits,VAL,.605,.594,120.7,0.114,0.204,0.16,0.09300000000000001,0.16399999999999998,0.012,0.05,0.295,-7.0,1.5,109.6,96.2,13.4,258.0,23.8,0.605,0.594,120.7,-7,1.5,109.6,96.2,13.4,258,23.8
Cassius Winston,MSU,.591,.540,169.9,0.013000000000000001,0.079,0.05,0.44799999999999995,0.155,0.018000000000000002,0.003,0.28600000000000003,6.3,1.4,122.5,99.3,23.2,538.8,23.7,0.591,0.54,169.9,6.3,1.4,122.5,99.3,23.2,538.8,23.7
Sagaba Konate,WVU,.544,.488,163.9,0.083,0.255,0.171,0.126,0.145,0.017,0.131,0.276,-4.9,1.3,110.1,87.2,22.9,94.0,23.7,0.544,0.488,163.9,-4.9,1.3,110.1,87.2,22.9,94,23.7
Myles Powell,SHU,.592,.542,164.9,0.024,0.10300000000000001,0.063,0.184,0.132,0.032,0.006,0.309,-2.8,1.4,114.4,101.5,13.0,426.2,23.7,0.592,0.542,164.9,-2.8,1.4,114.4,101.5,13,426.2,23.7
Juwan Durham,ND,.602,.575,127.1,0.09699999999999999,0.174,0.135,0.065,0.135,0.016,0.161,0.185,-3.0,1.5,117.5,93.2,24.3,182.5,23.7,0.602,0.575,127.1,-3,1.5,117.5,93.2,24.3,182.5,23.7
Garrison Mathews,LIP,.619,.560,170.7,0.027000000000000003,0.17300000000000001,0.10300000000000001,0.125,0.11900000000000001,0.015,0.009000000000000001,0.304,-3.0,1.5,118.1,95.3,22.9,439.6,23.6,0.619,0.56,170.7,-3,1.5,118.1,95.3,22.9,439.6,23.6
Richmond Aririguzoh,PRIN,.719,.693,145.1,0.121,0.156,0.138,0.105,0.193,0.013000000000000001,0.03,0.20199999999999999,-4.7,1.9,128.5,98.7,29.8,283.0,23.6,0.719,0.693,145.1,-4.7,1.9,128.5,98.7,29.8,283,23.6
Kai Mitchell,SHSU,.568,.550,148.0,0.11699999999999999,0.251,0.183,0.107,0.129,0.025,0.039,0.267,-3.8,1.3,111.4,94.1,17.3,335.1,23.6,0.568,0.55,148,-3.8,1.3,111.4,94.1,17.3,335.1,23.6
Josh Sharma,SU,.680,.673,135.3,0.134,0.221,0.179,0.027999999999999997,0.14300000000000002,0.012,0.055,0.192,-4.6,1.6,126.5,95.6,30.9,301.5,23.6,0.68,0.673,135.3,-4.6,1.6,126.5,95.6,30.9,301.5,23.6
Cameron Johnson,UNC,.648,.621,178.1,0.065,0.133,0.1,0.138,0.10300000000000001,0.021,0.011000000000000001,0.217,0.3,1.5,131.6,97.4,34.3,485.0,23.6,0.648,0.621,178.1,0.3,1.5,131.6,97.4,34.3,485,23.6
Jaime Echenique,WSU,.585,.567,157.9,0.109,0.261,0.182,0.046,0.142,0.017,0.087,0.249,-6.0,1.4,110.7,90.4,20.3,281.2,23.5,0.585,0.567,157.9,-6,1.4,110.7,90.4,20.3,281.2,23.5
Sam Merrill,USU,.616,.547,174.5,0.012,0.109,0.063,0.23600000000000002,0.10099999999999999,0.017,0.009000000000000001,0.265,2.4,1.5,127.7,98.2,29.5,470.2,23.5,0.616,0.547,174.5,2.4,1.5,127.7,98.2,29.5,470.2,23.5
Fletcher Magee,WC,.627,.593,176.8,0.015,0.087,0.051,0.094,0.08,0.013999999999999999,0.003,0.284,-1.1,1.4,128.6,100.1,28.6,362.6,23.5,0.627,0.593,176.8,-1.1,1.4,128.6,100.1,28.6,362.6,23.5
