"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"58","Kyle O'Quinn","NSU",0.616,0.581,145.7,0.119,0.254,0.189,0.109,0.17,0.013,0.089,0.248,-5.4,1.6,116.1,90,26.1,543.5,27.3,"C",22,"ORL",57,638,15.8,0.535,0.005,0.228,0.115,0.255,0.185,0.131,0.009,0.031,0.146,0.181,0.7,0.7,1.4,0.107,-1.9,1,-0.9,0.2,"C",23,"ORL",69,1188,16.5,0.526,0.008,0.224,0.095,0.252,0.173,0.109,0.017,0.058,0.161,0.186,0.5,2,2.5,0.101,-3.1,3.6,0.5,0.7,"PF",24,"ORL",51,824,14.8,0.55,0.178,0.236,0.062,0.214,0.136,0.113,0.019,0.038,0.171,0.177,0.5,1.1,1.6,0.091,-2.1,2,-0.2,0.4
"59","Marcus Thornton","W&M",0.476,0.429,141.4,0.017,0.088,0.052,0.118,0.175,0.008,0.006,0.284,-6.3,1.1,86.5,113.2,-26.6,83.5,9.8,"SG",25,"SAC",72,1726,16.3,0.552,0.49,0.163,0.032,0.09,0.06,0.09,0.018,0.002,0.076,0.231,3.1,0.1,3.2,0.089,2.9,-3.6,-0.7,0.6,"SG",26,"SAC",46,1121,9.7,0.484,0.48,0.139,0.039,0.087,0.062,0.066,0.014,0.006,0.088,0.171,0.4,0.5,0.9,0.038,-0.7,-1.4,-2.1,0,"SG",27,"TOT",48,721,15,0.514,0.414,0.162,0.034,0.097,0.065,0.082,0.019,0.008,0.068,0.241,0.6,0.7,1.2,0.083,0.1,-2.4,-2.4,-0.1
"68","Maurice Harkless","STJ",0.503,0.471,134.9,0.083,0.184,0.133,0.096,0.14,0.026,0.042,0.248,-4.3,1.2,102.2,100.2,2,378.9,20.3,"SF",19,"ORL",76,1974,12.5,0.504,0.207,0.227,0.07,0.122,0.096,0.039,0.023,0.024,0.1,0.159,0.7,1.7,2.4,0.059,-1.8,0.7,-1,0.5,"SF",20,"ORL",80,1950,11.8,0.542,0.319,0.296,0.04,0.114,0.077,0.064,0.026,0.02,0.136,0.148,0.6,2.1,2.8,0.068,-1.6,1.5,0,1,"SF",21,"ORL",45,674,8.4,0.449,0.354,0.259,0.063,0.116,0.089,0.054,0.024,0.011,0.133,0.137,-0.3,0.6,0.3,0.021,-3.1,0.2,-2.9,-0.1
"69","Meyers Leonard","U of I",0.618,0.586,140.7,0.09,0.237,0.163,0.099,0.162,0.009,0.069,0.22,-4.1,1.5,115.5,94.5,21,385.9,23,"C",20,"POR",69,1206,12.1,0.596,0.025,0.321,0.076,0.171,0.123,0.043,0.005,0.024,0.134,0.139,1.8,0.7,2.4,0.097,-2.2,-0.5,-2.6,-0.2,"C",21,"POR",40,355,9.4,0.489,0.066,0.231,0.08,0.255,0.168,0.073,0.01,0.01,0.13,0.142,0.2,0.5,0.6,0.086,-3.6,0.4,-3.3,-0.1,"C",22,"POR",55,847,14.8,0.631,0.457,0.131,0.059,0.253,0.158,0.058,0.006,0.012,0.131,0.158,1.6,1.2,2.8,0.158,0.1,0,0.2,0.5
"70","Michael Kidd-Gilchrist","UK",0.57,0.511,149,0.101,0.163,0.134,0.108,0.173,0.019,0.029,0.206,-3,1.5,115.3,90.7,24.6,424.5,20.3,"SF",19,"CHA",78,2025,14,0.506,0.015,0.305,0.072,0.189,0.129,0.101,0.014,0.028,0.127,0.179,1.1,1,2.1,0.051,-2.3,0.1,-2.2,-0.1,"SF",20,"CHA",62,1502,12,0.516,0.025,0.521,0.082,0.162,0.122,0.054,0.015,0.021,0.121,0.152,0.9,2.2,3.1,0.098,-2.7,1.7,-0.9,0.4,"SF",21,"CHO",55,1587,15.1,0.519,0,0.444,0.074,0.219,0.144,0.082,0.01,0.019,0.099,0.184,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5
"71","Mike Scott","UVA",0.62,0.571,167.1,0.096,0.242,0.172,0.107,0.126,0.014,0.018,0.309,-4.7,1.5,118.4,86.4,32,418.2,29.5,"PF",24,"ATL",40,376,16.3,0.533,0.007,0.381,0.121,0.213,0.167,0.054,0.006,0.004,0.109,0.237,0.5,0.4,0.9,0.11,-3.2,-3.2,-6.4,-0.4,"PF",25,"ATL",80,1482,15.3,0.559,0.318,0.21,0.049,0.172,0.111,0.089,0.01,0.004,0.103,0.235,1.3,1.2,2.6,0.084,-0.7,-2.3,-3,-0.4,"PF",26,"ATL",68,1123,15.1,0.543,0.424,0.17,0.047,0.152,0.101,0.109,0.011,0.002,0.074,0.214,1.6,1.1,2.7,0.115,0.6,-2.1,-1.6,0.1
"72","Miles Plumlee","DUKE",0.621,0.61,124.1,0.167,0.226,0.197,0.051,0.187,0.015,0.042,0.161,-4.3,1.5,121.2,95.1,26,280.5,20.9,"C",24,"IND",14,55,8.8,0.286,0,0.19,0.248,0.199,0.223,0.057,0,0.04,0.116,0.214,-0.1,0.1,0,-0.015,-7.1,-0.6,-7.8,-0.1,"C",25,"PHO",80,1964,14.6,0.529,0,0.239,0.113,0.244,0.179,0.033,0.013,0.035,0.154,0.162,1.2,2.8,4,0.098,-2.8,1.3,-1.5,0.2,"C",26,"MIL",19,189,15,0.488,0,0.136,0.104,0.174,0.139,0.06,0.016,0.049,0.088,0.163,0.1,0.3,0.4,0.107,-3.3,1.7,-1.6,0
"75","Perry Jones","BU",0.539,0.514,149.9,0.111,0.187,0.151,0.086,0.12,0.017,0.021,0.235,-2.8,1.2,113.5,98.7,14.8,340.5,20.7,"SF",21,"OKC",38,280,7.8,0.417,0.02,0.152,0.053,0.191,0.127,0.055,0.009,0.016,0.124,0.196,-0.4,0.4,0,-0.003,-7,-1.6,-8.6,-0.5,"PF",22,"OKC",62,764,10.1,0.541,0.337,0.232,0.043,0.121,0.084,0.049,0.009,0.02,0.095,0.128,0.7,0.8,1.5,0.094,-2,-0.5,-2.5,-0.1,"SF",23,"OKC",43,631,6.9,0.459,0.326,0.201,0.01,0.117,0.065,0.042,0.014,0.01,0.107,0.153,-0.3,0.5,0.2,0.015,-4.2,-1.2,-5.4,-0.5
"76","Quincy Acy","BU",0.638,0.582,185.8,0.11,0.183,0.148,0.065,0.174,0.018,0.066,0.192,-4.5,1.7,121.7,93.7,28,430,22.3,"PF",22,"TOR",29,342,15.9,0.632,0.027,0.507,0.103,0.166,0.134,0.052,0.02,0.035,0.156,0.147,0.7,0.4,1.1,0.157,-0.6,1.3,0.7,0.2,"SF",23,"SAC",56,786,9.6,0.518,0.079,0.354,0.095,0.195,0.144,0.044,0.012,0.024,0.16,0.098,0.5,0.7,1.3,0.078,-2.8,1.2,-1.5,0.1,"PF",24,"NYK",68,1287,11.9,0.533,0.181,0.293,0.069,0.205,0.135,0.087,0.011,0.014,0.138,0.155,1,0.7,1.7,0.063,-2.3,-0.8,-3.1,-0.3
"79","Quincy Miller","BU",0.541,0.485,161,0.075,0.161,0.12,0.114,0.154,0.017,0.029,0.239,-3.5,1.3,110.1,97.7,12.4,269,18.6,"PF",20,"DEN",7,26,5.9,0.349,0.083,0.167,0.044,0.042,0.043,0.168,0.019,0,0.072,0.231,0,0,0,-0.051,-5.1,-3.3,-8.4,0,"PF",21,"DEN",52,789,8.6,0.459,0.367,0.215,0.049,0.152,0.101,0.049,0.014,0.03,0.146,0.177,-0.7,0.7,0,0.002,-4.1,0.3,-3.8,-0.4,"PF",22,"TOT",10,119,7.4,0.338,0.474,0.289,0.037,0.149,0.094,0.098,0.03,0.033,0.105,0.178,-0.2,0.2,-0.1,-0.03,-5,1.3,-3.7,0
"82","Robert Sacre","GU",0.595,0.511,127.2,0.099,0.18,0.142,0.059,0.157,0.008,0.058,0.228,-5.1,1.7,116.8,93.4,23.3,299.1,21.4,"C",23,"LAL",32,203,3.4,0.407,0,0.229,0.05,0.132,0.092,0.043,0,0.036,0.159,0.138,-0.2,0.1,-0.1,-0.024,-7.3,-0.2,-7.5,-0.3,"C",24,"LAL",65,1089,12.1,0.513,0,0.313,0.08,0.169,0.125,0.07,0.011,0.031,0.114,0.155,0.7,0.7,1.4,0.061,-3.1,0.7,-2.3,-0.1,"C",25,"LAL",67,1133,10.9,0.449,0.003,0.268,0.084,0.146,0.114,0.074,0.013,0.031,0.095,0.148,0.3,0.6,0.8,0.035,-3.3,0.4,-2.8,-0.2
"83","Ryan Anderson","BC",0.508,0.472,137.9,0.067,0.234,0.152,0.088,0.123,0.009,0.02,0.235,-3.2,1.2,99.4,102,-2.6,262.5,16.5,"PF",24,"NOH",81,2503,18.1,0.548,0.5,0.161,0.089,0.159,0.124,0.069,0.009,0.01,0.075,0.24,5.7,0.8,6.5,0.125,4.1,-2.9,1.3,2.1,"PF",25,"NOP",22,795,18.8,0.572,0.463,0.175,0.095,0.113,0.104,0.036,0.007,0.007,0.05,0.229,2.2,0.1,2.3,0.138,4.3,-4.5,-0.1,0.4,"PF",26,"NOP",61,1675,15.6,0.524,0.492,0.207,0.073,0.127,0.1,0.054,0.01,0.009,0.072,0.234,2.6,0.9,3.5,0.1,2,-3.1,-1.1,0.4
"84","Terrence Jones","UK",0.547,0.523,145.3,0.104,0.164,0.136,0.087,0.126,0.026,0.057,0.224,-2.6,1.3,114.9,87.6,27.3,431.8,23.2,"PF",21,"HOU",19,276,17.1,0.512,0.202,0.181,0.116,0.15,0.134,0.086,0.022,0.052,0.114,0.181,0.3,0.4,0.7,0.128,-0.5,2.6,2.1,0.3,"PF",22,"HOU",76,2078,19.1,0.577,0.142,0.274,0.092,0.185,0.141,0.07,0.013,0.035,0.082,0.183,4.6,2.7,7.3,0.169,0.9,1.3,2.2,2.2,"PF",23,"HOU",33,889,18.3,0.567,0.124,0.314,0.097,0.176,0.137,0.069,0.01,0.052,0.098,0.184,1.7,1.3,3,0.16,-0.6,1.9,1.3,0.7
"85","Terrence Ross","UW",0.558,0.534,160.3,0.047,0.175,0.111,0.092,0.12,0.023,0.03,0.253,-3.3,1.2,113.5,95.3,18.1,373.9,21.5,"SG",21,"TOR",73,1239,10.4,0.491,0.429,0.092,0.033,0.106,0.069,0.072,0.018,0.009,0.092,0.196,0,0.8,0.9,0.034,-1.3,-1.7,-2.9,-0.3,"SG",22,"TOR",81,2159,12,0.553,0.543,0.13,0.023,0.113,0.068,0.061,0.015,0.01,0.1,0.186,2,2.2,4.2,0.094,0.6,-0.7,-0.1,1,"SF",23,"TOR",82,2092,11.2,0.519,0.518,0.074,0.018,0.107,0.062,0.065,0.013,0.01,0.081,0.183,1.3,1,2.4,0.054,0.2,-1.8,-1.6,0.2
"86","Thomas Robinson","KU",0.549,0.512,168.7,0.112,0.303,0.214,0.131,0.142,0.02,0.029,0.3,-4.6,1.3,109.7,84.2,25.5,580.6,26.4,"PF",21,"HOU",19,247,12,0.454,0.013,0.487,0.139,0.213,0.177,0.062,0.032,0.015,0.195,0.208,-0.3,0.4,0.1,0.024,-4.6,1.2,-3.4,-0.1,"PF",22,"POR",70,873,14.1,0.502,0.003,0.345,0.131,0.246,0.189,0.06,0.013,0.016,0.145,0.197,0.4,1.2,1.6,0.09,-3.1,-0.1,-3.2,-0.3,"PF",23,"POR",32,391,11,0.513,0,0.527,0.092,0.268,0.182,0.034,0.021,0.02,0.227,0.166,-0.3,0.8,0.5,0.059,-5.5,1.8,-3.8,-0.2
"95","Tony Wroten","UW",0.488,0.453,118.7,0.081,0.097,0.089,0.244,0.187,0.035,0.011,0.313,-4.2,1.3,98.6,97,1.6,305.2,19.6,"SG",19,"MEM",35,272,9.3,0.461,0.186,0.337,0.055,0.066,0.061,0.252,0.016,0.012,0.227,0.217,-0.2,0.3,0.1,0.017,-3.4,-0.8,-4.2,-0.2,"PG",20,"PHI",72,1765,12.9,0.493,0.233,0.403,0.041,0.101,0.07,0.209,0.021,0.007,0.177,0.277,-1.8,0.9,-0.9,-0.025,-2.3,-2.3,-4.6,-1.2,"PG",21,"PHI",30,895,14.9,0.494,0.327,0.415,0.025,0.081,0.052,0.349,0.027,0.007,0.18,0.305,-0.6,0.9,0.3,0.014,0.3,-1.8,-1.5,0.1
"96","Tyler Zeller","UNC",0.616,0.553,136.1,0.141,0.201,0.172,0.063,0.126,0.018,0.054,0.245,-4.3,1.6,125.5,88.4,37,553,28.6,"C",23,"CLE",77,2033,11,0.486,0.007,0.281,0.087,0.167,0.125,0.074,0.009,0.028,0.131,0.159,0.8,1.2,2,0.048,-2.7,0.4,-2.3,-0.1,"C",24,"CLE",70,1049,15.4,0.581,0.003,0.417,0.108,0.196,0.151,0.056,0.009,0.03,0.149,0.171,1.5,1.1,2.6,0.12,-1.9,0.2,-1.7,0.1,"C",25,"BOS",82,1731,18.9,0.594,0,0.3,0.091,0.205,0.147,0.108,0.005,0.023,0.098,0.196,4.5,2,6.5,0.179,0.4,0.4,0.9,1.2
"97","Will Barton","UM",0.587,0.55,160.3,0.074,0.188,0.136,0.174,0.123,0.024,0.021,0.258,-0.6,1.4,119.1,90.9,28.2,516.6,25.5,"SG",22,"POR",73,894,9.1,0.437,0.21,0.21,0.046,0.143,0.094,0.104,0.02,0.008,0.151,0.204,-1.1,0.6,-0.5,-0.028,-4.8,-0.9,-5.7,-0.8,"SG",23,"POR",41,387,13.5,0.488,0.212,0.205,0.045,0.16,0.103,0.133,0.012,0.013,0.096,0.212,0.3,0.4,0.6,0.078,-1.9,-0.7,-2.7,-0.1,"SG",24,"DEN",28,683,15.9,0.533,0.265,0.312,0.035,0.172,0.101,0.128,0.025,0.017,0.133,0.21,0.6,0.7,1.3,0.089,-0.4,1.2,0.9,0.5
