"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"30","Greg Smith","CSU",0.477,0.415,151.7,0.052,0.165,0.11,0.132,0.143,0.022,0.034,0.22,-1.8,1.1,99.4,97.7,1.6,118.8,14.3,"C",21,"HOU",8,69,12.3,0.636,0,0,0.083,0.255,0.168,0.022,0.015,0.054,0.083,0.079,0.1,0.1,0.2,0.165,-2.5,2.6,0.1,0,"C",22,"HOU",70,1110,16.1,0.636,0.004,0.474,0.115,0.212,0.164,0.035,0.008,0.027,0.11,0.147,2.8,1.2,4,0.172,-0.4,-0.1,-0.5,0.4,"C",23,"HOU",11,100,13.7,0.629,0,0.179,0.13,0.168,0.15,0,0.005,0.015,0.142,0.154,0.2,0.1,0.2,0.119,-2.8,-4.7,-7.5,-0.1
"32","Iman Shumpert","GT",0.517,0.454,148.5,0.057,0.165,0.106,0.257,0.12,0.05,0.007,0.292,0.1,1.2,110.2,92.3,17.9,379.5,24,"PG",21,"NYK",59,1705,10.8,0.484,0.294,0.204,0.028,0.099,0.063,0.156,0.031,0.004,0.16,0.182,-0.1,2.5,2.4,0.068,-1.3,1.4,0.1,0.9,"SG",22,"NYK",45,996,11.7,0.516,0.462,0.171,0.035,0.128,0.08,0.116,0.023,0.006,0.111,0.156,1,1,1.9,0.094,0.2,0.4,0.6,0.7,"SG",23,"NYK",74,1962,9.6,0.48,0.471,0.147,0.047,0.14,0.092,0.098,0.025,0.006,0.133,0.141,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9
"33","Isaiah Thomas","UW",0.563,0.517,151.3,0.026,0.095,0.06,0.327,0.166,0.023,0.002,0.262,3.2,1.4,117.4,99.7,17.7,411,21.3,"PG",22,"SAC",65,1656,17.6,0.574,0.384,0.324,0.03,0.084,0.056,0.256,0.016,0.004,0.139,0.198,4.2,0,4.3,0.124,3.2,-2.7,0.5,1.1,"PG",23,"SAC",79,2122,17.5,0.574,0.386,0.345,0.015,0.073,0.044,0.246,0.016,0.001,0.127,0.23,5.2,-0.1,5,0.114,3.5,-3.7,-0.2,1,"PG",24,"SAC",72,2497,20.5,0.574,0.332,0.371,0.021,0.075,0.047,0.322,0.019,0.003,0.143,0.263,6.4,1.3,7.7,0.149,5,-2.1,2.9,3.1
"34","James Johnson","QU",0.528,0.493,159.8,0.027,0.106,0.065,0.206,0.09,0.027,0.002,0.233,2.4,1.2,118.9,98.1,20.8,336.6,19.4,"SF",24,"TOR",62,1561,14.5,0.498,0.116,0.222,0.056,0.162,0.11,0.139,0.024,0.044,0.151,0.202,0.1,2.5,2.6,0.079,-1.6,3.4,1.9,1.5,"SF",25,"SAC",54,878,10.2,0.442,0.074,0.237,0.062,0.129,0.095,0.102,0.024,0.045,0.179,0.193,-1.1,0.6,-0.5,-0.028,-4.5,1.5,-3,-0.2,"SF",26,"MEM",52,956,18.5,0.552,0.282,0.292,0.074,0.132,0.103,0.182,0.023,0.05,0.16,0.2,1.4,1.6,3,0.15,1.3,3.2,4.5,1.6
"35","Jimmer Fredette","BYU",0.594,0.533,174.2,0.02,0.082,0.051,0.288,0.127,0.022,0.001,0.378,-1.8,1.4,118.1,98.7,19.4,545,29.3,"PG",22,"SAC",61,1135,10.8,0.495,0.484,0.108,0.016,0.057,0.035,0.151,0.013,0.002,0.125,0.204,0.5,-0.2,0.3,0.012,-0.4,-4,-4.4,-0.7,"SG",23,"SAC",69,967,14.6,0.546,0.381,0.242,0.022,0.064,0.042,0.159,0.016,0.002,0.131,0.239,1.1,-0.1,1.1,0.052,0.7,-4.3,-3.6,-0.4,"SG",24,"TOT",49,519,15.8,0.578,0.37,0.093,0.017,0.097,0.057,0.222,0.014,0.005,0.169,0.243,0.5,0.3,0.8,0.078,0.6,-3,-2.4,0
"38","Jimmy Butler","MU",0.587,0.516,161.8,0.082,0.12,0.101,0.132,0.098,0.024,0.011,0.214,0.3,1.5,126.6,101.7,24.9,470.2,22.1,"SG",22,"CHI",42,359,12.5,0.526,0.139,0.709,0.073,0.101,0.087,0.057,0.016,0.01,0.119,0.149,0.5,0.6,1.1,0.144,-1.7,0.4,-1.3,0.1,"SF",23,"CHI",82,2134,15.2,0.574,0.205,0.455,0.072,0.104,0.088,0.086,0.02,0.011,0.092,0.146,4.4,2.6,7,0.158,0.9,1,1.9,2.1,"SG",24,"CHI",67,2591,13.5,0.522,0.346,0.488,0.039,0.105,0.072,0.111,0.026,0.011,0.108,0.168,2.4,4.6,7.1,0.131,0,2.4,2.4,2.9
"39","Jon Leuer","UW",0.568,0.526,168.3,0.066,0.228,0.145,0.128,0.09,0.01,0.031,0.313,-1.7,1.3,119.3,98.9,20.4,418.8,27,"PF",22,"MIL",46,555,15.3,0.536,0.047,0.147,0.087,0.153,0.119,0.073,0.013,0.023,0.081,0.176,0.9,0.5,1.4,0.122,-0.9,-0.5,-1.4,0.1,"PF-C",23,"TOT",28,187,10.4,0.485,0.058,0.25,0.079,0.155,0.116,0.068,0.017,0,0.122,0.159,0,0.2,0.2,0.057,-3.3,-1.1,-4.4,-0.1,"PF",24,"MEM",49,642,17.6,0.566,0.199,0.191,0.068,0.224,0.146,0.052,0.015,0.017,0.092,0.211,1.1,0.9,2,0.149,-0.6,-0.9,-1.6,0.1
"42","Jordan Hamilton","LU",0.568,0.539,153.9,0.058,0.074,0.066,0.055,0.166,0.009,0.032,0.161,-3.5,1.3,106.5,104.3,2.2,65.5,10.9,"SF",21,"DEN",26,258,13.9,0.508,0.423,0.045,0.051,0.224,0.14,0.126,0.008,0.009,0.124,0.223,0.1,0.2,0.3,0.055,-0.6,-1.8,-2.4,0,"SF",22,"DEN",40,397,16.9,0.49,0.363,0.129,0.092,0.174,0.134,0.092,0.019,0.016,0.082,0.253,0.4,0.5,0.8,0.1,0.6,-1.6,-1,0.1,"SF",23,"HOU",21,349,11.7,0.528,0.566,0.164,0.03,0.157,0.097,0.08,0.019,0.015,0.127,0.188,0.2,0.4,0.6,0.08,-1,-0.4,-1.4,0.1
"48","Josh Harrellson","UK",0.616,0.615,140,0.15,0.193,0.172,0.051,0.107,0.019,0.053,0.125,-0.7,1.4,134.1,91.3,42.8,443.2,20.5,"PF",22,"NYK",37,540,13.7,0.505,0.396,0.174,0.1,0.21,0.154,0.033,0.022,0.03,0.111,0.15,0.4,1,1.4,0.127,-1.6,1.2,-0.4,0.2,"C",23,"MIA",6,31,8.5,0.506,0.556,0.222,0.126,0.15,0.139,0,0.017,0.026,0.233,0.199,0,0,0,0.002,-5.1,-4.5,-9.6,-0.1,"C",24,"DET",32,317,13.4,0.547,0.378,0.085,0.098,0.167,0.131,0.069,0.01,0.038,0.105,0.128,0.5,0.2,0.7,0.108,-0.5,0.2,-0.2,0.1
"49","Julyan Stone","UTEP",0.554,0.542,132.6,0.04,0.192,0.12,0.266,0.195,0.025,0.019,0.137,4.5,1.5,113.9,90.3,23.6,449.9,16.6,"SG",23,"DEN",22,179,13,0.502,0.355,0.355,0.034,0.126,0.081,0.283,0.023,0.026,0.235,0.117,0.2,0.2,0.4,0.101,-1.1,0.9,-0.2,0.1,"PG",24,"DEN",4,28,11.4,0.931,0,2,0.082,0.039,0.06,0.093,0.018,0,0.347,0.089,0.1,0,0.1,0.128,1.4,-0.7,0.7,0,"SG",25,"TOR",21,120,6.6,0.491,0.471,0.176,0.019,0.176,0.097,0.145,0.013,0,0.214,0.088,0,0.1,0.2,0.061,-3.5,0.5,-3,0
"50","Kawhi Leonard","SDSU",0.512,0.471,149.4,0.111,0.261,0.187,0.158,0.123,0.029,0.02,0.276,-1.4,1.2,112.8,84.2,28.5,504.6,26,"SF",20,"SAS",64,1534,16.6,0.573,0.27,0.218,0.079,0.164,0.122,0.066,0.029,0.011,0.09,0.145,3.1,2.4,5.5,0.171,2,2.3,4.3,2.4,"SF",21,"SAS",58,1810,16.4,0.592,0.331,0.24,0.043,0.171,0.111,0.077,0.027,0.013,0.096,0.164,3,3.3,6.2,0.166,1.4,2.5,3.9,2.7,"SF",22,"SAS",66,1923,19.4,0.602,0.282,0.195,0.046,0.189,0.121,0.104,0.03,0.019,0.103,0.183,3.8,3.9,7.7,0.193,2.3,3.4,5.8,3.8
