"","Player","team_name_college","true_shooting_pct_college","effective_field_goal_pct_college","total_shooting_pct_college","off_reb_rate_college","def_reb_rate_college","tot_reb_rate_college","assist_rate_college","turnover_rate_college","steal_rate_college","block_rate_college","usage_rate_college","pure_point_rating_college","points_per_shot_college","off_rating_college","def_rating_college","net_rating_college","floor_impact_counter_college","PER_college","position_NBA_1","age_NBA_1","team_name_NBA_1","games_played_NBA_1","minutes_played_NBA_1","PER_NBA_1","true_shooting_pct_NBA_1","three_pt_att_rate_NBA_1","free_throw_rate_NBA_1","off_reb_rate_NBA_1","def_reb_rate_NBA_1","tot_reb_rate_NBA_1","assist_rate_NBA_1","steal_rate_NBA_1","block_rate_NBA_1","turnover_rate_NBA_1","usage_rate_NBA_1","off_win_shares_NBA_1","def_win_shares_NBA_1","win_shares_NBA_1","win_shares_per_48_NBA_1","off_BPM_NBA_1","def_BPM_NBA_1","BPM_NBA_1","VORP_NBA_1","position_NBA_2","age_NBA_2","team_name_NBA_2","games_played_NBA_2","minutes_played_NBA_2","PER_NBA_2","true_shooting_pct_NBA_2","three_pt_att_rate_NBA_2","free_throw_rate_NBA_2","off_reb_rate_NBA_2","def_reb_rate_NBA_2","tot_reb_rate_NBA_2","assist_rate_NBA_2","steal_rate_NBA_2","block_rate_NBA_2","turnover_rate_NBA_2","usage_rate_NBA_2","off_win_shares_NBA_2","def_win_shares_NBA_2","win_shares_NBA_2","win_shares_per_48_NBA_2","off_BPM_NBA_2","def_BPM_NBA_2","BPM_NBA_2","VORP_NBA_2","position_NBA_3","age_NBA_3","team_name_NBA_3","games_played_NBA_3","minutes_played_NBA_3","PER_NBA_3","true_shooting_pct_NBA_3","three_pt_att_rate_NBA_3","free_throw_rate_NBA_3","off_reb_rate_NBA_3","def_reb_rate_NBA_3","tot_reb_rate_NBA_3","assist_rate_NBA_3","steal_rate_NBA_3","block_rate_NBA_3","turnover_rate_NBA_3","usage_rate_NBA_3","off_win_shares_NBA_3","def_win_shares_NBA_3","win_shares_NBA_3","win_shares_per_48_NBA_3","off_BPM_NBA_3","def_BPM_NBA_3","BPM_NBA_3","VORP_NBA_3"
"17","Greg Smith","CSU",0.542,0.5,155.6,0.107,0.131,0.119,0.097,0.148,0.01,0.018,0.247,-4.2,1.4,111.9,99.9,12,233.5,18.7,"C",23,"HOU",11,100,13.7,0.629,0,0.179,0.13,0.168,0.15,0,0.005,0.015,0.142,0.154,0.2,0.1,0.2,0.119,-2.8,-4.7,-7.5,-0.1,"PF",24,"DAL",42,363,10.2,0.605,0,0.796,0.078,0.161,0.119,0.034,0.01,0.025,0.143,0.095,0.5,0.3,0.8,0.108,-2,1,-1,0.1,"PF",25,"MIN",18,192,7.9,0.545,0,0.531,0.074,0.179,0.127,0.046,0.011,0.004,0.151,0.108,0.1,0.1,0.2,0.045,-3,-1.2,-4.3,-0.1
"18","Ian Clark","BEL",0.688,0.67,183.5,0.014,0.102,0.06,0.144,0.168,0.028,0.009,0.246,-3.2,1.5,119.9,96.5,23.4,373.8,22.8,"SG",22,"UTA",23,172,9.2,0.485,0.463,0.104,0.019,0.111,0.064,0.147,0.024,0.009,0.167,0.224,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,"SG",23,"TOT",30,192,8.8,0.483,0.545,0.164,0.024,0.071,0.048,0.097,0.024,0.012,0.132,0.16,0,0.2,0.2,0.05,-2,-0.8,-2.8,0,"SG",24,"GSW",66,578,11.5,0.544,0.416,0.168,0.026,0.097,0.063,0.153,0.014,0.017,0.165,0.195,0.3,0.6,0.9,0.075,-1.8,-1.3,-3,-0.2
"21","Isaiah Canaan","MSU",0.576,0.525,162.3,0.02,0.092,0.057,0.276,0.143,0.025,0.004,0.309,-0.8,1.4,116.1,100,16.2,376.6,23.9,"PG",22,"HOU",22,252,9.5,0.506,0.632,0.333,0.033,0.071,0.053,0.132,0.016,0.012,0.174,0.21,0,0.2,0.2,0.031,-1.4,-2.1,-3.4,-0.1,"PG",23,"PHI",22,569,12.8,0.526,0.656,0.158,0.013,0.094,0.051,0.227,0.013,0.004,0.129,0.232,0.4,0.3,0.8,0.065,1.1,-3.3,-2.2,0,"SG",24,"PHI",77,1966,11.1,0.528,0.672,0.249,0.011,0.088,0.048,0.113,0.014,0.005,0.102,0.199,0.9,0.5,1.4,0.035,0.2,-2.9,-2.7,-0.4
"24","Jeff Withey","KU",0.621,0.583,229.5,0.088,0.21,0.155,0.062,0.151,0.014,0.137,0.215,-4.2,1.6,117.8,83,34.8,551,25.4,"C",23,"NOP",58,684,15.2,0.59,0.008,0.566,0.082,0.174,0.127,0.056,0.011,0.061,0.11,0.12,1.2,0.6,1.8,0.128,-1.4,1.7,0.3,0.4,"C",24,"NOP",37,259,17.6,0.57,0,0.781,0.101,0.179,0.14,0.064,0.008,0.053,0.122,0.173,0.5,0.3,0.8,0.149,-1.6,0.6,-1,0.1,"C",25,"UTA",51,658,17.7,0.577,0.012,0.364,0.1,0.207,0.154,0.05,0.017,0.068,0.13,0.151,1.1,1.3,2.3,0.171,-2,3.7,1.7,0.6
"25","Kelly Olynyk","GU",0.675,0.642,170.5,0.12,0.208,0.167,0.158,0.154,0.016,0.051,0.313,-4.9,1.7,127.1,90.2,36.9,446.2,34.3,"C",22,"BOS",70,1400,15.2,0.546,0.227,0.243,0.11,0.188,0.148,0.131,0.013,0.015,0.16,0.21,1.5,1.4,2.9,0.101,0.3,0.2,0.5,0.9,"C",23,"BOS",64,1423,15.9,0.558,0.331,0.258,0.07,0.165,0.117,0.122,0.023,0.021,0.143,0.211,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5,"C",24,"BOS",69,1395,16.3,0.561,0.378,0.23,0.054,0.162,0.107,0.119,0.018,0.018,0.108,0.209,2.1,2,4.1,0.141,0.8,0.4,1.2,1.1
"26","Kentavious Caldwell-Pope","UGA",0.579,0.53,160.5,0.043,0.197,0.124,0.167,0.111,0.038,0.019,0.292,-2.5,1.4,115.7,89.9,25.8,424.9,26.4,"SG",20,"DET",80,1583,9.4,0.483,0.402,0.133,0.025,0.086,0.054,0.05,0.024,0.006,0.054,0.139,1,0.8,1.8,0.055,-1.2,-0.8,-2.1,0,"SG",21,"DET",82,2587,11.2,0.501,0.457,0.163,0.019,0.091,0.054,0.068,0.019,0.005,0.083,0.195,1.1,1.8,2.8,0.052,-0.2,-0.9,-1,0.6,"SG",22,"DET",76,2789,12.4,0.521,0.384,0.238,0.026,0.086,0.055,0.078,0.02,0.005,0.09,0.182,2.6,2.7,5.3,0.092,0.6,0.6,1.1,2.2
"27","Lorenzo Brown","NCST",0.509,0.449,145.4,0.024,0.113,0.072,0.371,0.222,0.034,0.016,0.228,3.9,1.2,105.7,99,6.7,394.2,18.9,"PG",23,"PHI",26,224,8.2,0.349,0.349,0.151,0.037,0.1,0.068,0.275,0.028,0.011,0.149,0.204,-0.5,0.2,-0.3,-0.068,-5,-1.8,-6.8,-0.3,"PG",24,"MIN",29,549,11,0.468,0.23,0.156,0.028,0.12,0.073,0.249,0.026,0.009,0.187,0.129,0.1,0.2,0.3,0.025,-1.9,-0.6,-2.6,-0.1,"PG",25,"PHO",8,61,4.4,0.374,0.32,0.16,0,0.128,0.062,0.28,0.024,0.013,0.252,0.249,-0.3,0.1,-0.2,-0.157,-8.1,-1.4,-9.5,-0.1
"55","Mason Plumlee","DUKE",0.628,0.599,128,0.097,0.234,0.169,0.115,0.174,0.017,0.041,0.245,-4.4,1.7,117.2,90.8,26.4,546.8,24.9,"C",23,"BRK",70,1275,19,0.67,0.01,0.646,0.093,0.196,0.145,0.081,0.02,0.036,0.166,0.171,3,1.7,4.7,0.176,0.5,1.9,2.4,1.4,"C",24,"BRK",82,1743,18,0.57,0.006,0.648,0.113,0.216,0.165,0.07,0.019,0.029,0.144,0.192,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2,"C",25,"POR",82,2084,17.2,0.564,0.008,0.648,0.104,0.222,0.163,0.162,0.016,0.032,0.188,0.171,3.4,2.7,6.1,0.14,-0.2,3,2.8,2.5
"56","Michael Carter-Williams","SU",0.491,0.438,138.1,0.04,0.111,0.076,0.401,0.221,0.048,0.017,0.222,4.1,1.2,104.8,86.8,18,505.8,19.9,"PG",22,"PHI",70,2414,15.5,0.48,0.197,0.348,0.043,0.156,0.098,0.302,0.026,0.014,0.169,0.257,-0.8,2.1,1.3,0.026,-0.6,0.4,-0.2,1.1,"PG",23,"TOT",66,2149,14.1,0.461,0.166,0.317,0.032,0.153,0.09,0.373,0.026,0.011,0.195,0.267,-2.1,2.9,0.8,0.017,-1.6,0.9,-0.7,0.7,"PG",24,"MIL",54,1649,13.9,0.497,0.099,0.292,0.034,0.157,0.096,0.266,0.025,0.021,0.196,0.213,-0.4,1.6,1.2,0.035,-1.6,0.9,-0.8,0.5
"59","Mike Muscala","BU",0.575,0.513,154.8,0.118,0.289,0.21,0.185,0.095,0.01,0.077,0.316,-0.6,1.4,121,83.6,37.4,604.4,33.8,"PF",22,"ATL",20,215,10.8,0.48,0.041,0.192,0.092,0.187,0.14,0.052,0.007,0.037,0.132,0.193,-0.1,0.2,0.2,0.04,-5.6,-0.4,-6,-0.2,"PF",23,"ATL",40,502,18,0.608,0.146,0.166,0.122,0.148,0.135,0.08,0.016,0.032,0.115,0.167,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5,"C",24,"ATL",60,565,13.6,0.576,0.257,0.257,0.075,0.149,0.113,0.091,0.011,0.038,0.138,0.155,0.7,0.9,1.6,0.136,-2,1.5,-0.5,0.2
"60","Otto Porter","GU",0.589,0.54,167.7,0.066,0.189,0.131,0.186,0.099,0.033,0.03,0.242,0.9,1.4,122.3,84,38.3,458.1,25.9,"SF",20,"WAS",37,319,6,0.405,0.231,0.132,0.075,0.133,0.104,0.046,0.013,0.003,0.127,0.156,-0.4,0.3,0,-0.006,-5.4,-1.4,-6.8,-0.4,"SF",21,"WAS",74,1432,11.6,0.523,0.266,0.202,0.056,0.116,0.087,0.068,0.016,0.017,0.109,0.151,1,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6,"SF",22,"WAS",75,2276,14.5,0.564,0.372,0.176,0.047,0.147,0.096,0.079,0.022,0.011,0.083,0.162,3,2.7,5.6,0.119,0.8,1,1.8,2.2
"61","Phil Pressey","MU",0.476,0.437,143.5,0.027,0.079,0.054,0.378,0.221,0.031,0.002,0.232,3.4,1.1,102.3,98.6,3.7,326,16,"PG",22,"BOS",75,1132,8.8,0.39,0.419,0.178,0.019,0.088,0.053,0.308,0.031,0.003,0.242,0.141,-1,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7,"PG",23,"BOS",50,600,11.8,0.453,0.374,0.282,0.023,0.124,0.073,0.28,0.025,0.008,0.173,0.173,0,0.7,0.8,0.06,-2.3,0,-2.2,0,"PG",24,"PHO",9,113,8.6,0.422,0.217,0.304,0.028,0.049,0.038,0.37,0.03,0.022,0.349,0.151,-0.2,0.1,-0.1,-0.022,-5.7,-1.6,-7.3,-0.2
"64","Ray McCallum","UDM",0.578,0.539,153.1,0.04,0.131,0.083,0.238,0.113,0.03,0.018,0.244,2.3,1.4,121.5,100.5,21,479.1,24.3,"PG",22,"SAC",45,897,9.7,0.439,0.197,0.143,0.022,0.078,0.05,0.21,0.012,0.008,0.109,0.176,0,0.4,0.4,0.02,-2.3,-1.7,-4.1,-0.5,"PG",23,"SAC",68,1436,12.5,0.496,0.236,0.179,0.043,0.098,0.071,0.213,0.016,0.006,0.144,0.182,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1,"PG",24,"SAS",31,256,10.3,0.476,0.239,0.149,0.028,0.108,0.069,0.177,0.01,0.012,0.133,0.147,0.1,0.4,0.5,0.092,-2.4,0.4,-2,0
"67","Reggie Bullock","UNC",0.625,0.607,168.6,0.066,0.155,0.109,0.166,0.099,0.022,0.009,0.185,2,1.4,130.4,96.5,33.9,467.9,22.4,"SF",22,"LAC",43,395,6.7,0.46,0.603,0.074,0.032,0.117,0.076,0.043,0.011,0.002,0.094,0.154,-0.2,0.3,0.2,0.019,-2.9,-1.8,-4.7,-0.3,"SF",23,"TOT",36,338,6.2,0.466,0.657,0.129,0.003,0.16,0.083,0.032,0.015,0.009,0.098,0.109,-0.2,0.3,0.1,0.019,-3.6,-0.4,-4,-0.2,"SF",24,"DET",37,429,12,0.583,0.541,0.153,0.034,0.143,0.086,0.092,0.012,0.004,0.071,0.114,0.8,0.4,1.2,0.134,0,0,0,0.2
"70","Ryan Anderson","BC",0.512,0.48,131.2,0.109,0.207,0.159,0.128,0.117,0.013,0.017,0.288,-2.9,1.2,105.8,104,1.9,335.1,21.3,"PF",25,"NOP",22,795,18.8,0.572,0.463,0.175,0.095,0.113,0.104,0.036,0.007,0.007,0.05,0.229,2.2,0.1,2.3,0.138,4.3,-4.5,-0.1,0.4,"PF",26,"NOP",61,1675,15.6,0.524,0.492,0.207,0.073,0.127,0.1,0.054,0.01,0.009,0.072,0.234,2.6,0.9,3.5,0.1,2,-3.1,-1.1,0.4,"PF",27,"NOP",66,2008,17.2,0.546,0.385,0.245,0.07,0.152,0.109,0.061,0.009,0.01,0.08,0.247,3.1,0.8,3.9,0.092,1.5,-2.9,-1.4,0.3
"71","Seth Curry","DUKE",0.617,0.577,171.2,0.022,0.069,0.047,0.098,0.078,0.016,0.005,0.246,-0.5,1.4,124.9,101.3,23.6,326.8,21.6,"PG",23,"MEM",1,4,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0.006,-5.8,0.6,-5.2,0,"PG",24,"PHO",2,8,-11.4,0,0.333,0,0,0.277,0.137,0.156,0,0,0,0.165,-0.1,0,0,-0.298,-14.3,-1.6,-15.9,0,"PG",25,"SAC",44,692,13.8,0.603,0.496,0.241,0.014,0.079,0.047,0.142,0.015,0.004,0.127,0.174,1.2,0.2,1.4,0.097,0.9,-2.4,-1.5,0.1
"74","Shabazz Muhammad","UCLA",0.528,0.487,153.1,0.099,0.087,0.093,0.058,0.086,0.013,0.004,0.301,-3.2,1.3,109.9,104.1,5.8,286,20.9,"SG",21,"MIN",37,290,13.1,0.505,0.089,0.323,0.088,0.112,0.1,0.034,0.014,0.003,0.102,0.231,0.1,0.2,0.3,0.053,-3.1,-3.1,-6.2,-0.3,"SG",22,"MIN",38,866,19.9,0.556,0.128,0.365,0.081,0.124,0.102,0.096,0.011,0.006,0.071,0.253,2.1,-0.1,2,0.11,2,-3.8,-1.8,0,"SF",23,"MIN",82,1682,15.2,0.548,0.223,0.355,0.07,0.114,0.092,0.052,0.007,0.003,0.082,0.228,2.6,0.2,2.7,0.077,0,-4.1,-4.2,-0.9
"75","Shane Larkin","UM",0.6,0.569,166.2,0.016,0.104,0.062,0.26,0.159,0.034,0.003,0.213,2.2,1.4,119.3,94.4,24.8,428.8,21.4,"PG",21,"DAL",48,489,8.3,0.446,0.277,0.182,0.026,0.073,0.05,0.204,0.027,0.002,0.209,0.174,-0.4,0.3,-0.1,-0.01,-3.5,-1.2,-4.7,-0.3,"PG",22,"NYK",76,1865,10.9,0.504,0.269,0.181,0.017,0.094,0.054,0.194,0.026,0.004,0.151,0.136,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2,"PG",23,"BRK",78,1751,13.3,0.515,0.215,0.213,0.018,0.099,0.058,0.293,0.027,0.006,0.21,0.177,0.5,1,1.4,0.039,-1.2,-1,-2.2,-0.1
"76","Solomon Hill","U of A",0.579,0.541,161.5,0.066,0.128,0.098,0.168,0.16,0.021,0.018,0.214,-1.2,1.4,116.3,95.9,20.3,358.2,19,"SF",22,"IND",28,226,7.6,0.545,0.575,0.175,0.047,0.152,0.102,0.079,0.011,0.007,0.232,0.113,0,0.4,0.4,0.08,-3.3,1,-2.3,0,"SF",23,"IND",82,2381,10.2,0.507,0.328,0.304,0.033,0.112,0.073,0.119,0.014,0.006,0.138,0.159,0.9,2.6,3.5,0.072,-1.1,0.8,-0.3,1,"SF",24,"IND",59,866,12.2,0.543,0.356,0.202,0.049,0.159,0.105,0.096,0.021,0.01,0.127,0.132,0.8,1.3,2.1,0.117,-1.3,1.3,0,0.4
"77","Steven Adams","PITT",0.555,0.571,101.4,0.152,0.192,0.172,0.054,0.144,0.019,0.112,0.176,-3.2,1.3,113,86.3,26.7,293.2,21.5,"C",20,"OKC",81,1197,11.2,0.541,0,0.735,0.141,0.171,0.156,0.049,0.017,0.039,0.225,0.117,0.9,1.9,2.9,0.114,-2.1,2.4,0.3,0.7,"C",21,"OKC",70,1771,14.1,0.549,0.005,0.514,0.122,0.193,0.158,0.055,0.011,0.038,0.168,0.143,1.9,2.2,4.1,0.111,-1.4,1.8,0.4,1.1,"C",22,"OKC",80,2014,15.5,0.621,0,0.46,0.125,0.161,0.144,0.043,0.01,0.033,0.141,0.126,4.2,2.3,6.5,0.155,0.8,1.3,2.1,2.1
"78","Tony Snell","UNM",0.562,0.516,165.6,0.016,0.081,0.05,0.224,0.156,0.016,0.019,0.227,-0.4,1.3,106.9,97.3,9.7,268.5,16.2,"SG",22,"CHI",77,1231,8,0.489,0.53,0.122,0.018,0.096,0.057,0.091,0.013,0.009,0.111,0.149,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3,-0.3,"SF",23,"CHI",72,1412,10.2,0.55,0.531,0.148,0.025,0.109,0.068,0.068,0.012,0.006,0.108,0.141,1.2,1.2,2.4,0.082,-0.6,-0.9,-1.5,0.2,"SF",24,"CHI",64,1301,6.4,0.478,0.457,0.097,0.016,0.143,0.081,0.069,0.006,0.01,0.128,0.137,-0.5,1,0.4,0.016,-3.4,-0.7,-4.1,-0.7
